N,base,cutoff,factor_pair,factor_success,factors_used_only_posthoc,failure_counts,instance_id,omitted_layers,order_success,readout_bitflip_probability,replicate,runtime_seconds,seed,shots
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,0,0.0017059579258784652,2026071201,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,1,7.408298552036285e-05,2026071202,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,2,6.491702515631914e-05,2026071203,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,3,5.9249927289783955e-05,2026071204,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,4,5.5916025303304195e-05,2026071205,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,0,True,0.0,5,5.141599103808403e-05,2026071206,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,6,5.141703877598047e-05,2026071207,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,7,4.9875001423060894e-05,2026071208,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,8,5.058303941041231e-05,2026071209,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,0,True,0.0,9,4.583306144922972e-05,2026071210,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,0,True,0.0,10,4.6749948523938656e-05,2026071211,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,11,5.091703496873379e-05,2026071212,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,12,4.850002005696297e-05,2026071213,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,13,4.850002005696297e-05,2026071214,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,0,True,0.0,14,4.499999340623617e-05,2026071215,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,0,True,0.0,15,4.395795986056328e-05,2026071216,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,16,4.254095256328583e-05,2026071217,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,17,4.749989602714777e-05,2026071218,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,18,4.2750034481287e-05,2026071219,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,0,True,0.0,19,4.291697405278683e-05,2026071220,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,20,4.5042019337415695e-05,2026071221,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,21,4.3209060095250607e-05,2026071222,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,22,4.324992187321186e-05,2026071223,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,0,True,0.0,23,4.5749940909445286e-05,2026071224,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,24,5.320901982486248e-05,2026071225,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,25,4.8832967877388e-05,2026071226,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,0,True,0.0,26,4.483305383473635e-05,2026071227,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,27,4.5082997530698776e-05,2026071228,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,0,True,0.0,28,4.2625004425644875e-05,2026071229,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,29,4.424992948770523e-05,2026071230,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,30,4.2583909817039967e-05,2026071231,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,31,4.4332933612167835e-05,2026071232,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,0,True,0.0,32,4.012498538941145e-05,2026071233,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,33,4.416599404066801e-05,2026071234,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,0,True,0.0,34,3.9624981582164764e-05,2026071235,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,35,4.7749956138432026e-05,2026071236,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,0,True,0.0,36,4.704098682850599e-05,2026071237,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,37,4.683295264840126e-05,2026071238,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,38,4.6874978579580784e-05,2026071239,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,0,True,0.0,39,4.558300133794546e-05,2026071240,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,40,4.9332971684634686e-05,2026071241,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,41,4.6291970647871494e-05,2026071242,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,42,4.187505692243576e-05,2026071243,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,43,4.8832967877388e-05,2026071244,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,0,True,0.0,44,4.583399277180433e-05,2026071245,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,45,5.100003909319639e-05,2026071246,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,46,4.8625050112605095e-05,2026071247,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,47,5.058303941041231e-05,2026071248,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,48,4.76249260827899e-05,2026071249,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,49,4.583294503390789e-05,2026071250,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,50,4.825007636100054e-05,2026071251,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,51,4.912493750452995e-05,2026071252,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,52,4.741607699543238e-05,2026071253,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,53,4.824995994567871e-05,2026071254,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,54,4.841701593250036e-05,2026071255,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,55,4.51250234618783e-05,2026071256,4
35,2,11,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,0,True,0.0,56,3.9541046135127544e-05,2026071257,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,57,4.4166925363242626e-05,2026071258,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,58,4.2665982618927956e-05,2026071259,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,59,4.425004590302706e-05,2026071260,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,60,4.90840757265687e-05,2026071261,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,61,4.6874978579580784e-05,2026071262,4
35,2,11,"[5, 7]",True,True,{},35:2,0,True,0.0,62,5.0332979299128056e-05,2026071263,4
35,2,11,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,0,True,0.0,63,4.75830165669322e-05,2026071264,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,0,4.800001624971628e-05,2026071201,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,1,4.8042042180895805e-05,2026071202,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,2,4.949991125613451e-05,2026071203,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,3,5.0582922995090485e-05,2026071204,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,4,5.04170311614871e-05,2026071205,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,1,True,0.0,5,4.2750034481287e-05,2026071206,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,6,4.437495954334736e-05,2026071207,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,7,4.3874955736100674e-05,2026071208,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,8,4.841596819460392e-05,2026071209,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,1,True,0.0,9,3.9125094190239906e-05,2026071210,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,1,True,0.0,10,3.983289934694767e-05,2026071211,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,11,4.3958891183137894e-05,2026071212,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,12,4.2708939872682095e-05,2026071213,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,13,4.233396612107754e-05,2026071214,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,1,True,0.0,14,4.829105455428362e-05,2026071215,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,1,True,0.0,15,4.741596058011055e-05,2026071216,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,16,4.6749948523938656e-05,2026071217,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,17,5.191611126065254e-05,2026071218,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,18,4.2584026232361794e-05,2026071219,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,1,True,0.0,19,4.254200030118227e-05,2026071220,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,20,4.41248994320631e-05,2026071221,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,21,4.2291940189898014e-05,2026071222,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,22,4.2874948121607304e-05,2026071223,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,1,True,0.0,23,4.087504930794239e-05,2026071224,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,24,4.7749956138432026e-05,2026071225,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,25,4.3584033846855164e-05,2026071226,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,1,True,0.0,26,4.4042011722922325e-05,2026071227,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,27,4.941702354699373e-05,2026071228,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,1,True,0.0,28,4.7332956455647945e-05,2026071229,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,29,4.8874993808567524e-05,2026071230,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,30,4.545797128230333e-05,2026071231,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,31,4.9165915697813034e-05,2026071232,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,1,True,0.0,32,3.950006794184446e-05,2026071233,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,33,4.416611045598984e-05,2026071234,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,1,True,0.0,34,3.8792029954493046e-05,2026071235,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,35,4.241697024554014e-05,2026071236,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,1,True,0.0,36,4.1665975004434586e-05,2026071237,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,37,4.1584018617868423e-05,2026071238,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,38,4.204106517136097e-05,2026071239,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,1,True,0.0,39,4.495901521295309e-05,2026071240,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,40,4.8915972001850605e-05,2026071241,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,41,5.012494511902332e-05,2026071242,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,42,4.6791043132543564e-05,2026071243,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,43,4.8666028305888176e-05,2026071244,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,1,True,0.0,44,4.5584049075841904e-05,2026071245,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,45,5.091691855341196e-05,2026071246,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,46,4.3584033846855164e-05,2026071247,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,47,4.549999721348286e-05,2026071248,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,48,4.2750034481287e-05,2026071249,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,49,4.083302337676287e-05,2026071250,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,50,4.2750034481287e-05,2026071251,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,51,4.416599404066801e-05,2026071252,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,52,4.187505692243576e-05,2026071253,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,53,4.2792060412466526e-05,2026071254,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,54,4.620908293873072e-05,2026071255,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,55,4.425004590302706e-05,2026071256,4
35,2,10,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,1,True,0.0,56,3.875000402331352e-05,2026071257,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,57,4.424992948770523e-05,2026071258,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,58,4.212500061839819e-05,2026071259,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,59,4.3874955736100674e-05,2026071260,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,60,4.395795986056328e-05,2026071261,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,61,4.1500083170831203e-05,2026071262,4
35,2,10,"[5, 7]",True,True,{},35:2,1,True,0.0,62,4.8666028305888176e-05,2026071263,4
35,2,10,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,1,True,0.0,63,4.76249260827899e-05,2026071264,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,0,5.0416914746165276e-05,2026071201,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,1,4.754203837364912e-05,2026071202,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,2,4.908395931124687e-05,2026071203,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,3,5.024997517466545e-05,2026071204,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,4,5.041598342359066e-05,2026071205,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,2,True,0.0,5,4.8042042180895805e-05,2026071206,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,6,4.900002386420965e-05,2026071207,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,7,4.749989602714777e-05,2026071208,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,8,4.8874993808567524e-05,2026071209,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,2,True,0.0,9,3.845803439617157e-05,2026071210,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,2,True,0.0,10,3.954197745770216e-05,2026071211,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,11,4.38750721514225e-05,2026071212,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,12,4.199997056275606e-05,2026071213,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,13,4.2375060729682446e-05,2026071214,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,2,True,0.0,14,4.283303860574961e-05,2026071215,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,2,True,0.0,15,4.270800855010748e-05,2026071216,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,16,4.641700070351362e-05,2026071217,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,17,5.133391823619604e-05,2026071218,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,18,4.63330652564764e-05,2026071219,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,2,True,0.0,19,4.7083012759685516e-05,2026071220,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,20,4.858302418142557e-05,2026071221,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,21,4.7332956455647945e-05,2026071222,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,22,4.791701212525368e-05,2026071223,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,2,True,0.0,23,4.491605795919895e-05,2026071224,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,24,5.2165938541293144e-05,2026071225,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,25,4.8208050429821014e-05,2026071226,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,2,True,0.0,26,5.054101347923279e-05,2026071227,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,27,4.9208058044314384e-05,2026071228,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,2,True,0.0,28,4.695798270404339e-05,2026071229,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,29,4.854204598814249e-05,2026071230,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,30,4.529207944869995e-05,2026071231,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,31,4.837499000132084e-05,2026071232,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,2,True,0.0,32,4.3874955736100674e-05,2026071233,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,33,4.8332964070141315e-05,2026071234,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,2,True,0.0,34,4.3541076593101025e-05,2026071235,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,35,4.712492227554321e-05,2026071236,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,2,True,0.0,36,4.63749747723341e-05,2026071237,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,37,4.63749747723341e-05,2026071238,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,38,4.6332948841154575e-05,2026071239,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,2,True,0.0,39,4.4874963350594044e-05,2026071240,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,40,4.850002005696297e-05,2026071241,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,41,5.0541944801807404e-05,2026071242,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,42,4.6625034883618355e-05,2026071243,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,43,4.837499000132084e-05,2026071244,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,2,True,0.0,44,4.549999721348286e-05,2026071245,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,45,5.066697485744953e-05,2026071246,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,46,4.816707223653793e-05,2026071247,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,47,5.012506153434515e-05,2026071248,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,48,4.733400419354439e-05,2026071249,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,49,4.516704939305782e-05,2026071250,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,50,4.7749956138432026e-05,2026071251,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,51,4.354200791567564e-05,2026071252,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,52,4.199997056275606e-05,2026071253,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,53,4.270905628800392e-05,2026071254,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,54,4.812504630535841e-05,2026071255,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,55,4.916603211313486e-05,2026071256,4
35,2,9,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,2,True,0.0,56,4.345795605331659e-05,2026071257,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,57,4.8791058361530304e-05,2026071258,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,58,4.716601688414812e-05,2026071259,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,59,4.8625050112605095e-05,2026071260,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,60,4.883401561528444e-05,2026071261,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,61,4.6042026951909065e-05,2026071262,4
35,2,9,"[5, 7]",True,True,{},35:2,2,True,0.0,62,4.8541929572820663e-05,2026071263,4
35,2,9,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,2,True,0.0,63,4.758394788950682e-05,2026071264,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,0,4.966696724295616e-05,2026071201,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,1,4.2625004425644875e-05,2026071202,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,2,4.641595296561718e-05,2026071203,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,3,4.591699689626694e-05,2026071204,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,4,4.5334105379879475e-05,2026071205,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,3,True,0.0,5,4.7749956138432026e-05,2026071206,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,6,4.858302418142557e-05,2026071207,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,7,4.729209467768669e-05,2026071208,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,8,4.850002005696297e-05,2026071209,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 2}",35:2,3,True,0.0,9,4.325003828853369e-05,2026071210,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,3,True,0.0,10,4.425004590302706e-05,2026071211,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,11,4.837499000132084e-05,2026071212,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,12,4.654191434383392e-05,2026071213,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,13,4.691607318818569e-05,2026071214,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,3,True,0.0,14,4.412501584738493e-05,2026071215,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,3,True,0.0,15,4.2625004425644875e-05,2026071216,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,16,4.6083005145192146e-05,2026071217,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,17,5.1166978664696217e-05,2026071218,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,18,4.650000482797623e-05,2026071219,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,3,True,0.0,19,4.687509499490261e-05,2026071220,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,20,4.862493369728327e-05,2026071221,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,21,4.708394408226013e-05,2026071222,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,22,4.724995233118534e-05,2026071223,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,3,True,0.0,23,4.479195922613144e-05,2026071224,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,24,5.208305083215237e-05,2026071225,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,25,4.812504630535841e-05,2026071226,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,3,True,0.0,26,4.3791020289063454e-05,2026071227,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,27,4.904100205749273e-05,2026071228,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,3,True,0.0,28,4.212500061839819e-05,2026071229,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,29,4.35409601777792e-05,2026071230,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,30,4.070799332112074e-05,2026071231,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,31,4.370801616460085e-05,2026071232,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,3,True,0.0,32,3.899994771927595e-05,2026071233,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,33,4.3625012040138245e-05,2026071234,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",35:2,3,True,0.0,34,3.875000402331352e-05,2026071235,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,35,4.712503869086504e-05,2026071236,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 2}",35:2,3,True,0.0,36,4.604097921401262e-05,2026071237,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,37,4.616705700755119e-05,2026071238,4
35,2,8,"[5, 7]",True,True,"{""no_verified_order"": 1}",35:2,3,True,0.0,38,4.624994471669197e-05,2026071239,4
35,2,8,"[5, 7]",True,True,"{""zero_phase"": 1}",35:2,3,True,0.0,39,4.51250234618783e-05,2026071240,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,40,5.041609983891249e-05,2026071241,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,41,4.9291993491351604e-05,2026071242,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,42,4.125002305954695e-05,2026071243,4
35,2,8,"[5, 7]",True,True,{},35:2,3,True,0.0,43,4.341697786003351e-05,2026071244,4
