protocol_id,N,n,dimension,exponent_width,arm,roots,bases,max_power,outcome,actionable,quantum_oracle_required,factor_pair,factor_valid_without_manifest,relation_count,l0_relation_count,factor_relation_count,relations,public_power_steps,pair_lookup_count,gcd_classification_calls,baseline_canonical_cx,selected_canonical_cx,canonical_cx_saved,canonical_cx_saving_fraction,baseline_full_width_multiplier_calls,selected_full_width_multiplier_calls,full_width_multiplier_calls_saved,selected_source_x,selected_source_cx,selected_source_ccx,selected_source_cswap,extra_qubits,max_accumulator_width,plan_verified,equivalence_passed,equivalence_checks,certificate_passed,runtime_seconds,peak_memory_bytes,factor_information_used,group_order_used,posthoc_expected_factor_pair,posthoc_factor_match
factor-or-fuse-holdout-v1,30967,15,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,5320505,5320505,0,0.0,32,32,0,362046,548753,794652,480,0,0,True,True,290,True,1.6224570000194944,12528,False,False,"[173, 179]",True
factor-or-fuse-holdout-v1,30967,15,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,5320505,5320505,0,0.0,32,32,0,362046,548753,794652,480,0,0,True,True,290,True,1.579936624999391,12176,False,False,"[173, 179]",True
factor-or-fuse-holdout-v1,31313,15,4,8,serial_baseline,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],0,0,0,5314885,5314885,0,0.0,32,32,0,358966,545401,794274,480,0,0,True,True,290,True,0.7072038339974824,9128,False,False,"[173, 181]",True
factor-or-fuse-holdout-v1,31313,15,4,8,factor_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,5314885,5314885,0,0.0,32,32,0,358966,545401,794274,480,0,0,True,True,290,True,0.38284558299346827,12984,False,False,"[173, 181]",True
factor-or-fuse-holdout-v1,31313,15,4,8,duplicate_fusion_only,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],4,12,0,5314885,5314885,0,0.0,32,32,0,358966,545401,794274,480,0,0,True,True,290,True,0.8241409589827526,13032,False,False,"[173, 181]",True
factor-or-fuse-holdout-v1,31313,15,4,8,orbit_fusion_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,5314885,5314885,0,0.0,32,32,0,358966,545401,794274,480,0,0,True,True,290,True,0.8323289999971166,24872,False,False,"[173, 181]",True
factor-or-fuse-holdout-v1,31313,15,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,5314885,5314885,0,0.0,32,32,0,358966,545401,794274,480,0,0,True,True,290,True,1.603161834005732,12528,False,False,"[173, 181]",True
factor-or-fuse-holdout-v1,31313,15,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,5314885,5314885,0,0.0,32,32,0,358966,545401,794274,480,0,0,True,True,290,True,1.7116725830128416,12176,False,False,"[173, 181]",True
factor-or-fuse-holdout-v1,33043,16,4,8,serial_baseline,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],0,0,0,6322003,6322003,0,0.0,32,32,0,420626,681003,939484,512,0,0,True,True,290,True,0.7988508340204135,9128,False,False,"[173, 191]",True
factor-or-fuse-holdout-v1,33043,16,4,8,factor_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322003,6322003,0,0.0,32,32,0,420626,681003,939484,512,0,0,True,True,290,True,0.43520608299877495,12920,False,False,"[173, 191]",True
factor-or-fuse-holdout-v1,33043,16,4,8,duplicate_fusion_only,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],4,12,0,6322003,6322003,0,0.0,32,32,0,420626,681003,939484,512,0,0,True,True,290,True,0.9287977080093697,13032,False,False,"[173, 191]",True
factor-or-fuse-holdout-v1,33043,16,4,8,orbit_fusion_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322003,6322003,0,0.0,32,32,0,420626,681003,939484,512,0,0,True,True,290,True,0.9447995420196094,24840,False,False,"[173, 191]",True
factor-or-fuse-holdout-v1,33043,16,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322003,6322003,0,0.0,32,32,0,420626,681003,939484,512,0,0,True,True,290,True,1.875825333991088,12528,False,False,"[173, 191]",True
factor-or-fuse-holdout-v1,33043,16,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322003,6322003,0,0.0,32,32,0,420626,681003,939484,512,0,0,True,True,290,True,1.7875927919812966,12176,False,False,"[173, 191]",True
factor-or-fuse-holdout-v1,33389,16,4,8,serial_baseline,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],0,0,0,6320996,6320996,0,0.0,32,32,0,420996,681412,939248,512,0,0,True,True,290,True,0.8025724169856403,9128,False,False,"[173, 193]",True
factor-or-fuse-holdout-v1,33389,16,4,8,factor_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6320996,6320996,0,0.0,32,32,0,420996,681412,939248,512,0,0,True,True,290,True,0.4339697499817703,12952,False,False,"[173, 193]",True
factor-or-fuse-holdout-v1,33389,16,4,8,duplicate_fusion_only,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],4,12,0,6320996,6320996,0,0.0,32,32,0,420996,681412,939248,512,0,0,True,True,290,True,0.9684087080240715,13032,False,False,"[173, 193]",True
factor-or-fuse-holdout-v1,33389,16,4,8,orbit_fusion_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6320996,6320996,0,0.0,32,32,0,420996,681412,939248,512,0,0,True,True,290,True,0.9285168329952285,24872,False,False,"[173, 193]",True
factor-or-fuse-holdout-v1,33389,16,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6320996,6320996,0,0.0,32,32,0,420996,681412,939248,512,0,0,True,True,290,True,1.817924041999504,12528,False,False,"[173, 193]",True
factor-or-fuse-holdout-v1,33389,16,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6320996,6320996,0,0.0,32,32,0,420996,681412,939248,512,0,0,True,True,290,True,1.7957371669763234,12176,False,False,"[173, 193]",True
factor-or-fuse-holdout-v1,34081,16,4,8,serial_baseline,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],0,0,0,6315916,6315916,0,0.0,32,32,0,417960,678048,938962,512,0,0,True,True,290,True,0.798374166013673,13752,False,False,"[173, 197]",True
factor-or-fuse-holdout-v1,34081,16,4,8,factor_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6315916,6315916,0,0.0,32,32,0,417960,678048,938962,512,0,0,True,True,290,True,0.432478208997054,12888,False,False,"[173, 197]",True
factor-or-fuse-holdout-v1,34081,16,4,8,duplicate_fusion_only,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],4,12,0,6315916,6315916,0,0.0,32,32,0,417960,678048,938962,512,0,0,True,True,290,True,0.928630415990483,13032,False,False,"[173, 197]",True
factor-or-fuse-holdout-v1,34081,16,4,8,orbit_fusion_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6315916,6315916,0,0.0,32,32,0,417960,678048,938962,512,0,0,True,True,290,True,0.9312578749959357,24808,False,False,"[173, 197]",True
factor-or-fuse-holdout-v1,34081,16,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6315916,6315916,0,0.0,32,32,0,417960,678048,938962,512,0,0,True,True,290,True,1.8683492499985732,12528,False,False,"[173, 197]",True
factor-or-fuse-holdout-v1,34081,16,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6315916,6315916,0,0.0,32,32,0,417960,678048,938962,512,0,0,True,True,290,True,1.7764467500091996,12144,False,False,"[173, 197]",True
factor-or-fuse-holdout-v1,34427,16,4,8,serial_baseline,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],0,0,0,6327443,6327443,0,0.0,32,32,0,423678,684403,939824,512,0,0,True,True,290,True,0.7933575420174748,9128,False,False,"[173, 199]",True
factor-or-fuse-holdout-v1,34427,16,4,8,factor_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6327443,6327443,0,0.0,32,32,0,423678,684403,939824,512,0,0,True,True,290,True,0.4343536249944009,12952,False,False,"[173, 199]",True
factor-or-fuse-holdout-v1,34427,16,4,8,duplicate_fusion_only,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],4,12,0,6327443,6327443,0,0.0,32,32,0,423678,684403,939824,512,0,0,True,True,290,True,0.9276665830111597,13032,False,False,"[173, 199]",True
factor-or-fuse-holdout-v1,34427,16,4,8,orbit_fusion_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6327443,6327443,0,0.0,32,32,0,423678,684403,939824,512,0,0,True,True,290,True,0.9349117499950808,24840,False,False,"[173, 199]",True
factor-or-fuse-holdout-v1,34427,16,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6327443,6327443,0,0.0,32,32,0,423678,684403,939824,512,0,0,True,True,290,True,1.8260079169995151,12528,False,False,"[173, 199]",True
factor-or-fuse-holdout-v1,34427,16,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6327443,6327443,0,0.0,32,32,0,423678,684403,939824,512,0,0,True,True,290,True,1.7649597499985248,12176,False,False,"[173, 199]",True
factor-or-fuse-holdout-v1,36503,16,4,8,serial_baseline,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],0,0,0,6322740,6322740,0,0.0,32,32,0,423072,683696,939158,512,0,0,True,True,290,True,0.7954883330094162,9128,False,False,"[173, 211]",True
factor-or-fuse-holdout-v1,36503,16,4,8,factor_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322740,6322740,0,0.0,32,32,0,423072,683696,939158,512,0,0,True,True,290,True,0.4298035830142908,12952,False,False,"[173, 211]",True
factor-or-fuse-holdout-v1,36503,16,4,8,duplicate_fusion_only,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],4,12,0,6322740,6322740,0,0.0,32,32,0,423072,683696,939158,512,0,0,True,True,290,True,0.9260317080188543,13032,False,False,"[173, 211]",True
factor-or-fuse-holdout-v1,36503,16,4,8,orbit_fusion_only_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322740,6322740,0,0.0,32,32,0,423072,683696,939158,512,0,0,True,True,290,True,0.9395730000105686,24872,False,False,"[173, 211]",True
factor-or-fuse-holdout-v1,36503,16,4,8,greedy_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322740,6322740,0,0.0,32,32,0,423072,683696,939158,512,0,0,True,True,290,True,1.8350456669868436,12528,False,False,"[173, 211]",True
factor-or-fuse-holdout-v1,36503,16,4,8,complete_cost_optimal_factor_or_fuse_K64,"[2, 3, 5, 7]","[4, 9, 25, 49]",64,baseline,False,True,,False,0,0,0,[],256,12,0,6322740,6322740,0,0.0,32,32,0,423072,683696,939158,512,0,0,True,True,290,True,1.7632159590139054,12176,False,False,"[173, 211]",True
