M,N,approximate_entropy_bits,approximate_peak,approximate_top2_gap,compiled_cx,compiled_cx_saving,compiled_depth,compiled_depth_saving,cp_saving,cutoff,cutoff_cp,d,distribution_m_shot_bound,distribution_tv,distribution_tv_certified,entropy_broadening_bits,exact_cp,exact_entropy_bits,exact_peak,exact_top2_gap,fraction_change_on_low_probability_outcomes,hellinger_affinity,hellinger_certified,hellinger_product_bound,m,model,omitted_layers,one_register_operator_error,original_certified,original_m_shot_bound,original_per_shot_bound,peak_torus_displacement,phase_triangle_bound,product_operator_error,product_triangle_bound,q,state_certified,state_m_shot_bound,state_norm_error,state_trace_bound,top2_gap_change
32,55,9.688755866906064,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.3659739223280156,0.05228198890400223,False,0.11979737483092201,20,9.568958492075142,"[0, 0]",0.0,0.5301843290975676,0.9954658043572819,False,0.24827683843650017,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,55,9.58630656508101,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.0402382420613126,0.005748320294473228,True,0.01734807300586816,20,9.568958492075142,"[0, 0]",0.0,0.5165919169486444,0.9998882023712389,True,0.03954781825252247,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,55,9.568958492075142,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.568958492075142,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,65,7.244945233869098,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.5604639132149054,False,1.4655983533765902,20,5.779346880492508,"[0, 0]",0.0,0.5329476269467586,0.6012898004386573,False,0.999596139452989,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,65,6.7943931581771775,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.26687902307545947,False,1.0150462776846698,20,5.779346880492508,"[0, 0]",0.0,0.5480004255873918,0.8992340993734973,False,0.8797400715995669,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,65,5.954328367247918,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.2919827449539692,0.04171182070770989,False,0.17498148675541003,20,5.779346880492508,"[0, 0]",0.0,0.6034700002090817,0.9898513343199347,False,0.3647996809322066,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,65,5.779346880492508,"[0, 0]",0.0,48,4,36,0,2,3,18,2,9.263237014467754e-17,1.3233195734953934e-17,True,0.0,20,5.779346880492508,"[0, 0]",0.0,0.639505856749664,1.0,True,0.0,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,65,5.779346880492508,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,5.779346880492508,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,65,9.78538294420741,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.32469378321105796,False,0.1538786368835794,20,9.63150430732383,"[0, 0]",0.0,0.47617984021986987,0.9092458217291809,False,0.8579276379532003,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,65,9.889676421295004,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.21076057431263312,False,0.2581721139711739,20,9.63150430732383,"[0, 0]",0.0,0.5067173665164074,0.9578284336794711,False,0.6730145440519111,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,65,9.682589643490301,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.18857464644857236,0.02693923520693891,False,0.05108533616647115,20,9.63150430732383,"[0, 0]",0.0,0.54988248839391,0.9988440096592869,False,0.12673918390746172,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,65,9.63150430732383,"[0, 0]",0.0,48,4,36,0,2,3,18,2,5.99184330624114e-16,8.559776151773058e-17,True,0.0,20,9.63150430732383,"[0, 0]",0.0,0.2967032967032967,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,65,9.63150430732383,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.63150430732383,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,85,4.0,"[0, 0]",0.0,12,40,6,30,20,0,0,2,2.1371793224034263e-15,3.0531133177191805e-16,True,0.0,20,4.0,"[0, 0]",0.0,1.0799701934502799e-17,1.0,True,0.0,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,85,4.0,"[0, 0]",0.0,28,24,30,6,12,1,8,2,2.1371793224034263e-15,3.0531133177191805e-16,True,0.0,20,4.0,"[0, 0]",0.0,1.0138599315952638e-17,1.0,True,0.0,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,85,4.0,"[0, 0]",0.0,40,12,36,0,6,2,14,2,2.7110962741447165e-32,3.872994677349595e-33,True,0.0,20,4.0,"[0, 0]",0.0,0.9999999999999998,1.0,True,0.0,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,85,4.0,"[0, 0]",0.0,48,4,36,0,2,3,18,2,1.3237053902488948e-32,1.891007700355564e-33,True,0.0,20,4.0,"[0, 0]",0.0,0.9999999999999998,1.0,True,0.0,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,85,4.0,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,4.0,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,85,9.814648216935485,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.2692104553298701,False,-0.07270607447014044,20,9.887354291405625,"[8, 4]",0.0,0.4915867908627714,0.9472725226878345,False,0.7290851736859545,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.2795084971874737,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,85,9.91777528690427,"[0, 0]",0.0,28,24,30,6,12,1,8,2,0.6101542473010337,0.08716489247157624,False,0.030420995498644743,20,9.887354291405625,"[8, 4]",0.0,0.5515023179648033,0.9931686044386241,False,0.3025006583302486,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.2795084971874737,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,85,9.890761557590054,"[8, 4]",0.0,40,12,36,0,6,2,14,2,0.04340773664866282,0.00620110523552326,True,0.003407266184428437,20,9.887354291405625,"[8, 4]",0.0,0.7555113664797335,0.999929034129776,True,0.0315129183529856,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,85,9.887354291405622,"[8, 4]",0.0,48,4,36,0,2,3,18,2,5.130444680201407e-16,7.32920668600201e-17,True,-3.552713678800501e-15,20,9.887354291405625,"[8, 4]",0.0,0.5088757396449705,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,85,9.887354291405625,"[8, 4]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.887354291405625,"[8, 4]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,95,8.17116708029921,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.7413858489016623,False,1.7495289126309768,20,6.421638167668233,"[0, 0]",0.0,0.5160974702397843,0.4924060455329722,False,0.9999753678328935,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,95,7.8549868783299015,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.4366893892552065,False,1.4333487106616687,20,6.421638167668233,"[0, 0]",0.0,0.5279426590586712,0.8032333695761852,False,0.9764550674922788,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,95,6.845620504821765,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.6695460028348695,0.09564942897640993,False,0.4239823371535323,20,6.421638167668233,"[0, 0]",0.0,0.5542099177482233,0.9717369007063452,False,0.5749835937253652,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,95,6.474846893459034,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.07954184717529383,0.011363121025041976,False,0.05320872579080138,20,6.421638167668233,"[0, 0]",0.0,0.6143254264096404,0.9980900123497827,False,0.1625126988301263,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,95,6.421638167668233,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,6.421638167668233,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,95,9.96045802260518,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.15505622952786519,False,0.03675511474630255,20,9.923702907858878,"[0, 0]",0.0,0.5034144224374889,0.981245753897356,False,0.4825292695292373,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,95,9.974785702071916,"[0, 0]",0.0,28,24,30,6,12,1,8,2,0.7067527639834735,0.10096468056906764,False,0.05108279421303763,20,9.923702907858878,"[0, 0]",0.0,0.5037970662578151,0.9920646637114627,False,0.3248729847617677,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,95,9.937865894270494,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.12471198487172294,0.017815997838817564,False,0.014162986411616174,20,9.923702907858878,"[0, 0]",0.0,0.5272218852229617,0.9997138540547463,False,0.06323448995996622,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,95,9.925528688237932,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.015209697991347904,0.0021728139987639864,True,0.0018257803790540095,20,9.923702907858878,"[0, 0]",0.0,0.5414474464331895,0.999995068699409,True,0.00830879024915304,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,95,9.923702907858878,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.923702907858878,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,115,8.511825884373078,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.7299673710608141,False,1.832906377902006,20,6.678919506471072,"[0, 0]",0.0,0.5137352179085248,0.5290688101497807,False,0.9999326783335478,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,115,8.166913750118592,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.4320339383956716,False,1.4879942436475204,20,6.678919506471072,"[0, 0]",0.0,0.527685485017916,0.8117593208530898,False,0.972651621461928,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,115,7.102570749011178,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.6785532297005935,0.09693617567151336,False,0.4236512425401058,20,6.678919506471072,"[0, 0]",0.0,0.5661230836207022,0.9714800166729995,False,0.5771302212414514,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,115,6.73398018012608,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.08124439043364613,0.011606341490520877,False,0.05506067365500833,20,6.678919506471072,"[0, 0]",0.0,0.6294319038766546,0.9978726859618572,False,0.1713886316624529,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,115,6.678919506471072,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,6.678919506471072,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,115,9.941724466994671,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.25920763171489625,False,0.15734547921719866,20,9.784378987777473,"[0, 0]",0.0,0.5075438180097811,0.9487022289577653,False,0.7221976608531295,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,115,9.959780820794922,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.18590624800841304,False,0.1754018330174496,20,9.784378987777473,"[0, 0]",0.0,0.5017796543225335,0.9728783729720969,False,0.5652550102639153,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,115,9.848172229718092,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.2851653483540293,0.040737906907718474,False,0.06379324194061908,20,9.784378987777473,"[0, 0]",0.0,0.5100972030291313,0.9981097134849406,False,0.1616827059254973,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,115,9.793206514156353,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.03185766940134237,0.004551095628763196,True,0.00882752637888018,20,9.784378987777473,"[0, 0]",0.0,0.5005678374447491,0.9999682972658818,True,0.021065299154950992,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,115,9.784378987777473,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.784378987777473,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,119,8.005693401613387,"[0, 0]",0.0,12,40,6,30,20,0,0,2,1.0,0.5786949187470891,False,1.2669164621882443,20,6.738776939425143,"[0, 0]",0.0,0.5195119223005653,0.6701574180722014,False,0.9981556374447123,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,119,7.619170017301972,"[0, 0]",0.0,28,24,30,6,12,1,8,2,1.0,0.27950155563677737,False,0.8803930778768292,20,6.738776939425143,"[0, 0]",0.0,0.5378889927210513,0.9005320849868306,False,0.8771153275151967,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,119,6.959931904237745,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.40287612722287736,0.05755373246041105,False,0.22115496481260255,20,6.738776939425143,"[0, 0]",0.0,0.5779179665856159,0.9879517173443461,False,0.39507254655567436,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,119,6.76200148828623,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.039121197446281265,0.005588742492325895,True,0.023224548861087158,20,6.738776939425143,"[0, 0]",0.0,0.6523646306466601,0.9994926082138293,False,0.08414335899762673,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,119,6.738776939425143,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,6.738776939425143,"[0, 0]",0.0,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,119,9.973570793027642,"[0, 0]",0.0,12,40,6,30,20,0,0,2,0.8600794094617785,0.12286848706596837,False,0.007169188276575866,20,9.966401604751066,"[0, 0]",0.0,0.5163612521949638,0.9887743380782195,False,0.3823496173889265,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.0
32,119,9.984935889618438,"[0, 0]",0.0,28,24,30,6,12,1,8,2,0.3895320600295522,0.055647437147078885,False,0.018534284867371298,20,9.966401604751066,"[0, 0]",0.0,0.5214854664397353,0.9974420867365541,False,0.18767373096694198,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.0
32,119,9.969379548613844,"[0, 0]",0.0,40,12,36,0,6,2,14,2,0.04985883069261221,0.007122690098944602,True,0.002977943862777721,20,9.966401604751066,"[0, 0]",0.0,0.5132441797853494,0.9999527033006697,True,0.025728394123124578,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0
32,119,9.966494943647206,"[0, 0]",0.0,48,4,36,0,2,3,18,2,0.0024998290591931325,0.00035711843702759035,True,9.333889613927226e-05,20,9.966401604751066,"[0, 0]",0.0,0.49850212955967443,0.9999998420448983,True,0.001487067299386498,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0
32,119,9.966401604751066,"[0, 0]",0.0,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.966401604751066,"[0, 0]",0.0,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,133,8.638945956165841,"[0, 0]",0.01955795288085937,12,40,6,30,20,0,0,2,1.0,0.7510477917498516,False,1.7259460696084243,20,6.912999886557417,"[0, 0]",0.0029148212606368365,0.5018067764939579,0.5234528209256799,False,0.9999420213339966,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.016643131620222535
32,133,8.413925639242187,"[0, 0]",0.01177978515625,28,24,30,6,12,1,8,2,1.0,0.42813959761928055,False,1.5009257526847701,20,6.912999886557417,"[0, 0]",0.0029148212606368365,0.5159252163388216,0.8342060225199562,False,0.9596685468150793,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.008864963895613164
32,133,7.344196487220922,"[0, 0]",0.005387313934630919,40,12,36,0,6,2,14,2,0.6522445939285698,0.09317779913265282,False,0.4311966006635055,20,6.912999886557417,"[0, 0]",0.0029148212606368365,0.5369283285621433,0.9802069310726841,False,0.49409221140754883,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0024724926739940825
32,133,6.96528491722543,"[0, 0]",0.0034384244206881326,48,4,36,0,2,3,18,2,0.07368952849588778,0.01052707549941254,False,0.05228503066801338,20,6.912999886557417,"[0, 0]",0.0029148212606368365,0.5831200817593528,0.9989250183900704,False,0.12224988793864973,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0005236031600512961
32,133,6.912999886557417,"[0, 0]",0.0029148212606368365,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,6.912999886557417,"[0, 0]",0.0029148212606368365,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,133,9.989263884257682,"[0, 0]",5.442998727081538e-09,12,40,6,30,20,0,0,2,0.8009063060766302,0.11441518658237573,False,0.03232797430526091,20,9.95693590995242,"[0, 0]",9.316503323004034e-07,0.49991648419420986,0.990755631007575,False,0.34917737800512927,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,-9.262073335733218e-07
32,133,9.989719421530342,"[0, 0]",4.8485645676903024e-05,28,24,30,6,12,1,8,2,0.5557910584117493,0.0793987226302499,False,0.03278351157792159,20,9.95693590995242,"[0, 0]",9.316503323004034e-07,0.4994840645318518,0.9954615201463204,False,0.24839067020489977,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,4.755399534460262e-05
32,133,9.96779228275263,"[0, 0]",1.4201251410227633e-05,40,12,36,0,6,2,14,2,0.1130095025286306,0.01614421464694723,False,0.010856372800208902,20,9.95693590995242,"[0, 0]",9.316503323004034e-07,0.4999416588532944,0.99978207265672,False,0.055196601066238825,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,1.326960107792723e-05
32,133,9.958575329344445,"[0, 0]",3.6907957145964135e-06,48,4,36,0,2,3,18,2,0.014555047344308236,0.0020792924777583194,True,0.0016394193920241662,20,9.95693590995242,"[0, 0]",9.316503323004034e-07,0.5000000000000026,0.99999563211079,True,0.007819764243933075,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,2.75914538229601e-06
32,133,9.95693590995242,"[0, 0]",9.316503323004034e-07,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.95693590995242,"[0, 0]",9.316503323004034e-07,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,161,8.498417474288534,"[0, 0]",0.018920898437500014,12,40,6,30,20,0,0,2,1.0,0.7079470475811114,False,1.3197034015982236,20,7.17871407269031,"[0, 0]",0.0015206756414876364,0.486166857237822,0.5608303928338237,False,0.9998477193756792,7,A_uniform_hard_box,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,0.017400222796012377
32,161,8.353428650201858,"[0, 0]",0.009460449218750007,28,24,30,6,12,1,8,2,1.0,0.3834054633388389,False,1.1747145775115477,20,7.17871407269031,"[0, 0]",0.0015206756414876364,0.4730468647057628,0.8670988807272056,False,0.9296133217656287,7,A_uniform_hard_box,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,0.00793977357726237
32,161,7.515862819303534,"[0, 0]",0.002770901423100918,40,12,36,0,6,2,14,2,0.5842966380092007,0.08347094828702867,False,0.3371487466132237,20,7.17871407269031,"[0, 0]",0.0015206756414876364,0.5178636284428798,0.9860400522364501,False,0.4226801002353988,7,A_uniform_hard_box,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,0.0012502257816132817
32,161,7.222255475549552,"[0, 0]",0.0017779015256147515,48,4,36,0,2,3,18,2,0.0735048260273336,0.010500689432476229,False,0.04354140285924224,20,7.17871407269031,"[0, 0]",0.0015206756414876364,0.5935734020045994,0.9991355580367893,False,0.10970151049926243,7,A_uniform_hard_box,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,0.0002572258841271151
32,161,7.17871407269031,"[0, 0]",0.0015206756414876364,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,7.17871407269031,"[0, 0]",0.0015206756414876364,0.0,1.0,True,0.0,7,A_uniform_hard_box,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
32,161,9.966934970441297,"[0, 0]",3.884327692826872e-09,12,40,6,30,20,0,0,2,0.9166081323966085,0.13094401891380122,False,0.01905801822725195,20,9.947876952214045,"[0, 0]",9.564679203342974e-08,0.5086983079658542,0.9865701557701834,False,0.41527698653860523,7,B_exact_finite_discrete_gaussian,4,1.9983478729659827,False,1.0,1.0,0.0,9.62112750161874,,19.24225500323748,5,,,,,-9.176246434060287e-08
32,161,9.981372233267853,"[0, 0]",1.367672988000345e-06,28,24,30,6,12,1,8,2,0.5337898415424742,0.07625569164892489,False,0.03349528105380806,20,9.947876952214045,"[0, 0]",9.564679203342974e-08,0.5070356159127055,0.9955923440725261,False,0.24488789558250254,7,B_exact_finite_discrete_gaussian,3,1.9995793502381647,False,1.0,1.0,0.0,3.3379421944391554,,6.675884388878311,5,,,,,1.2720261959669153e-06
32,161,9.956896539268804,"[0, 0]",4.0058214373947347e-07,40,12,36,0,6,2,14,2,0.08437365876987647,0.012053379824268068,False,0.009019587054758915,20,9.947876952214045,"[0, 0]",9.564679203342974e-08,0.4992313005774607,0.9998382933753641,True,0.0475553858298802,7,B_exact_finite_discrete_gaussian,2,0.942793473651995,False,1.0,1.0,0.0,0.9817477042468103,,1.9634954084936207,5,,,,,3.0493535170604373e-07
32,161,9.948887087561221,"[0, 0]",1.894557554139257e-07,48,4,36,0,2,3,18,2,0.008157164415970171,0.001165309202281453,True,0.0010101353471760888,20,9.947876952214045,"[0, 0]",9.564679203342974e-08,0.4994030806959169,0.999998170277097,True,0.005061206969305481,7,B_exact_finite_discrete_gaussian,1,0.19603428065912118,False,1.0,0.7853981633974483,0.0,0.19634954084936207,,0.39269908169872414,5,,,,,9.380896338049595e-08
32,161,9.947876952214045,"[0, 0]",9.564679203342974e-08,52,0,36,0,0,4,20,2,0.0,0.0,True,0.0,20,9.947876952214045,"[0, 0]",9.564679203342974e-08,0.0,1.0,True,0.0,7,B_exact_finite_discrete_gaussian,0,0.0,True,0.0,0.0,0.0,0.0,,0.0,5,,,,,0.0
