M,N,candidate_count,cutoff,factor_success,lll_runtime_seconds,lminus_success,model,omitted_layers,q,replicate,seed
8,55,0,1,False,0.0016220000106841326,False,A_uniform_hard_box,1,3,43,2026071344
8,55,0,1,False,0.0015990000101737678,False,A_uniform_hard_box,1,3,44,2026071345
8,55,0,1,False,0.0014200000441633165,False,A_uniform_hard_box,1,3,45,2026071346
8,55,0,1,False,0.0014939579996280372,False,A_uniform_hard_box,1,3,46,2026071347
8,55,0,1,False,0.0014212499954737723,False,A_uniform_hard_box,1,3,47,2026071348
8,55,1,1,False,0.00152170896762982,False,A_uniform_hard_box,1,3,48,2026071349
8,55,0,1,False,0.0016337920096702874,False,A_uniform_hard_box,1,3,49,2026071350
8,55,1,1,True,0.0015927079948596656,True,A_uniform_hard_box,1,3,50,2026071351
8,55,2,1,True,0.0015515839913859963,True,A_uniform_hard_box,1,3,51,2026071352
8,55,0,1,False,0.0016106250113807619,False,A_uniform_hard_box,1,3,52,2026071353
8,55,0,1,False,0.001558583986479789,False,A_uniform_hard_box,1,3,53,2026071354
8,55,1,1,True,0.0016851249965839088,True,A_uniform_hard_box,1,3,54,2026071355
8,55,0,1,False,0.0014917500084266067,False,A_uniform_hard_box,1,3,55,2026071356
8,55,0,1,False,0.0014168330235406756,False,A_uniform_hard_box,1,3,56,2026071357
8,55,0,1,False,0.001524832972791046,False,A_uniform_hard_box,1,3,57,2026071358
8,55,0,1,False,0.0014215839910320938,False,A_uniform_hard_box,1,3,58,2026071359
8,55,0,1,False,0.0014345000381581485,False,A_uniform_hard_box,1,3,59,2026071360
8,55,0,1,False,0.0015656249597668648,False,A_uniform_hard_box,1,3,60,2026071361
8,55,0,1,False,0.0014400000218302011,False,A_uniform_hard_box,1,3,61,2026071362
8,55,1,1,True,0.0015034169773571193,True,A_uniform_hard_box,1,3,62,2026071363
8,55,0,1,False,0.0014507920132018626,False,A_uniform_hard_box,1,3,63,2026071364
8,55,0,2,False,0.0013918339973315597,False,A_uniform_hard_box,0,3,0,2026071301
8,55,0,2,False,0.0015007079928182065,False,A_uniform_hard_box,0,3,1,2026071302
8,55,0,2,False,0.0012681669904850423,False,A_uniform_hard_box,0,3,2,2026071303
8,55,0,2,False,0.0014520419645123184,False,A_uniform_hard_box,0,3,3,2026071304
8,55,1,2,True,0.0014635829720646143,True,A_uniform_hard_box,0,3,4,2026071305
8,55,0,2,False,0.0014508749591186643,False,A_uniform_hard_box,0,3,5,2026071306
8,55,1,2,True,0.0016406249487772584,True,A_uniform_hard_box,0,3,6,2026071307
8,55,0,2,False,0.0013972909655421972,False,A_uniform_hard_box,0,3,7,2026071308
8,55,1,2,True,0.0014787500258535147,True,A_uniform_hard_box,0,3,8,2026071309
8,55,0,2,False,0.0014082499546930194,False,A_uniform_hard_box,0,3,9,2026071310
8,55,1,2,True,0.001598833012394607,True,A_uniform_hard_box,0,3,10,2026071311
8,55,0,2,False,0.0014724169741384685,False,A_uniform_hard_box,0,3,11,2026071312
8,55,0,2,False,0.0013887910172343254,False,A_uniform_hard_box,0,3,12,2026071313
8,55,1,2,True,0.0016184579581022263,True,A_uniform_hard_box,0,3,13,2026071314
8,55,2,2,True,0.0015852500218898058,True,A_uniform_hard_box,0,3,14,2026071315
8,55,0,2,False,0.0015145420329645276,False,A_uniform_hard_box,0,3,15,2026071316
8,55,0,2,False,0.0015007919864729047,False,A_uniform_hard_box,0,3,16,2026071317
8,55,0,2,False,0.0015214589657261968,False,A_uniform_hard_box,0,3,17,2026071318
8,55,1,2,True,0.001701165980193764,True,A_uniform_hard_box,0,3,18,2026071319
8,55,0,2,False,0.0014586669858545065,False,A_uniform_hard_box,0,3,19,2026071320
8,55,1,2,True,0.0015542919863946736,True,A_uniform_hard_box,0,3,20,2026071321
8,55,1,2,False,0.0016757500125095248,False,A_uniform_hard_box,0,3,21,2026071322
8,55,0,2,False,0.0014806670369580388,False,A_uniform_hard_box,0,3,22,2026071323
8,55,0,2,False,0.0017082499689422548,False,A_uniform_hard_box,0,3,23,2026071324
8,55,1,2,False,0.0015603749779984355,False,A_uniform_hard_box,0,3,24,2026071325
8,55,0,2,False,0.001509666966740042,False,A_uniform_hard_box,0,3,25,2026071326
