N,base,cutoff,factor_pair,factor_success,factors_used_only_posthoc,failure_counts,instance_id,noise_axis,noise_setting,order_success,realization,runtime_seconds,shot_seed,shots,stochastic_setting
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,13,4.370798706077039e-05,2327139514,8,True
35,11,11,,False,True,"{""odd_order"": 11, ""zero_phase"": 5}",35:11,controlled_phase,cphase_sigma_0p10,True,13,5.462499393615872e-05,2327147514,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,14,3.604200901463628e-05,2327132515,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,14,4.183300188742578e-05,2327133515,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,14,4.729200736619532e-05,2327139515,8,True
35,11,11,,False,True,"{""odd_order"": 11, ""zero_phase"": 5}",35:11,controlled_phase,cphase_sigma_0p10,True,14,6.500000017695129e-05,2327147515,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,15,3.8833997678011656e-05,2327132516,1,True
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,False,15,3.0166003853082657e-05,2327133516,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,15,3.966699296142906e-05,2327139516,8,True
35,11,11,,False,True,"{""odd_order"": 13, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,15,5.26670046383515e-05,2327147516,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,16,3.22499981848523e-05,2327132517,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,16,3.1458010198548436e-05,2327133517,2,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,16,4.2791012674570084e-05,2327139517,8,True
35,11,11,,False,True,"{""odd_order"": 9, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,16,5.266600055620074e-05,2327147517,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,17,4.041699867229909e-05,2327132518,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,17,3.545799700077623e-05,2327133518,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,17,4.325000918470323e-05,2327139518,8,True
35,11,11,,False,True,"{""odd_order"": 9, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,17,5.2332994528114796e-05,2327147518,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,18,3.245899279136211e-05,2327132519,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,18,4.012499994132668e-05,2327133519,2,True
35,11,11,,False,True,"{""odd_order"": 8}",35:11,controlled_phase,cphase_sigma_0p10,True,18,4.395899304654449e-05,2327139519,8,True
35,11,11,,False,True,"{""odd_order"": 13, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,18,5.5958007578738034e-05,2327147519,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,19,3.3125004847534e-05,2327132520,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,19,3.1916992156766355e-05,2327133520,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,19,3.7874997360631824e-05,2327139520,8,True
35,11,11,,False,True,"{""odd_order"": 9, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,19,5.0332993851043284e-05,2327147520,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,20,3.1791001674719155e-05,2327132521,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,20,3.329200262669474e-05,2327133521,2,True
35,11,11,,False,True,"{""odd_order"": 8}",35:11,controlled_phase,cphase_sigma_0p10,True,20,4.2166997445747256e-05,2327139521,8,True
35,11,11,,False,True,"{""odd_order"": 14, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,20,5.358399357646704e-05,2327147521,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,21,4.116600030101836e-05,2327132522,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,21,3.4666009014472365e-05,2327133522,2,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,21,4.341600288171321e-05,2327139522,8,True
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,21,5.279199103824794e-05,2327147522,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,22,3.4042008337564766e-05,2327132523,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,22,3.183400258421898e-05,2327133523,2,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,22,4.466700193006545e-05,2327139523,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,22,5.32910053152591e-05,2327147523,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,23,4.3207997805438936e-05,2327132524,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,23,3.166700480505824e-05,2327133524,2,True
35,11,11,,False,True,"{""odd_order"": 4, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,23,3.925000783056021e-05,2327139524,8,True
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,23,5.604200123343617e-05,2327147524,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,24,3.687500429805368e-05,2327132525,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,24,3.2042007660493255e-05,2327133525,2,True
35,11,11,,False,True,"{""odd_order"": 3, ""zero_phase"": 5}",35:11,controlled_phase,cphase_sigma_0p10,True,24,4.012499994132668e-05,2327139525,8,True
35,11,11,,False,True,"{""odd_order"": 13, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,24,5.308398976922035e-05,2327147525,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,25,3.4500000765547156e-05,2327132526,1,True
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,False,25,2.9125003493390977e-05,2327133526,2,True
35,11,11,,False,True,"{""odd_order"": 2, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,25,3.708299482241273e-05,2327139526,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,25,5.1790993893519044e-05,2327147526,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,26,3.195801400579512e-05,2327132527,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,26,3.1167000997811556e-05,2327133527,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,26,3.879200085066259e-05,2327139527,8,True
35,11,11,,False,True,"{""odd_order"": 11, ""zero_phase"": 5}",35:11,controlled_phase,cphase_sigma_0p10,True,26,5.124999734107405e-05,2327147527,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,27,3.21669940603897e-05,2327132528,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,27,3.320799442008138e-05,2327133528,2,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,27,4.3082996853627264e-05,2327139528,8,True
35,11,11,,False,True,"{""odd_order"": 11, ""zero_phase"": 5}",35:11,controlled_phase,cphase_sigma_0p10,True,27,5.179100844543427e-05,2327147528,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,28,3.587499668356031e-05,2327132529,1,True
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,False,28,3.112500417046249e-05,2327133529,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,28,4.787500074598938e-05,2327139529,8,True
35,11,11,,False,True,"{""odd_order"": 9, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,28,5.429099837783724e-05,2327147529,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,29,3.8875004975125194e-05,2327132530,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,29,3.837500116787851e-05,2327133530,2,True
35,11,11,,False,True,"{""odd_order"": 8}",35:11,controlled_phase,cphase_sigma_0p10,True,29,5.14579878654331e-05,2327139530,8,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 9}",35:11,controlled_phase,cphase_sigma_0p10,True,29,5.312501161824912e-05,2327147530,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,30,3.700000524986535e-05,2327132531,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,30,3.187499532941729e-05,2327133531,2,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,30,4.1750012314878404e-05,2327139531,8,True
35,11,11,,False,True,"{""odd_order"": 13, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,30,5.370899452827871e-05,2327147531,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,31,3.145799564663321e-05,2327132532,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,31,3.154099977109581e-05,2327133532,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,31,4.083299427293241e-05,2327139532,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,31,5.2167000831104815e-05,2327147532,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,32,5.645801138598472e-05,2327132533,1,True
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,False,32,3.241699596401304e-05,2327133533,2,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,32,4.4917003833688796e-05,2327139533,8,True
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,32,6.145799125079066e-05,2327147533,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,33,3.8874990423209965e-05,2327132534,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,33,3.237499913666397e-05,2327133534,2,True
35,11,11,,False,True,"{""odd_order"": 8}",35:11,controlled_phase,cphase_sigma_0p10,True,33,4.566700954455882e-05,2327139534,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,33,5.0709000788629055e-05,2327147534,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,34,6.249999569263309e-05,2327132535,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,34,4.2750005377456546e-05,2327133535,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,34,4.975000047124922e-05,2327139535,8,True
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,34,5.6374992709606886e-05,2327147535,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,35,6.391599890775979e-05,2327132536,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,35,3.787501191254705e-05,2327133536,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,35,5.154199607204646e-05,2327139536,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,35,5.675001011695713e-05,2327147536,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,36,3.5666991607286036e-05,2327132537,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,36,3.512500552460551e-05,2327133537,2,True
35,11,11,,False,True,"{""odd_order"": 4, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,36,4.079101199749857e-05,2327139537,8,True
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,36,5.8582998462952673e-05,2327147537,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,37,6.958299491088837e-05,2327132538,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,37,7.012501009739935e-05,2327133538,2,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,37,4.1000006604008377e-05,2327139538,8,True
35,11,11,,False,True,"{""odd_order"": 9, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,37,5.387498822528869e-05,2327147538,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,38,3.895799454767257e-05,2327132539,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,38,3.4666998544707894e-05,2327133539,2,True
35,11,11,,False,True,"{""odd_order"": 4, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,38,3.750000905711204e-05,2327139539,8,True
35,11,11,,False,True,"{""odd_order"": 14, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,38,5.5333992349915206e-05,2327147539,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,39,3.5375007428228855e-05,2327132540,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,39,3.20410035783425e-05,2327133540,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,39,4.449998959898949e-05,2327139540,8,True
35,11,11,,False,True,"{""odd_order"": 13, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,39,5.887499719392508e-05,2327147540,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,40,5.250000685919076e-05,2327132541,1,True
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,False,40,3.5249991924501956e-05,2327133541,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,40,4.687500768341124e-05,2327139541,8,True
35,11,11,,False,True,"{""odd_order"": 7, ""zero_phase"": 9}",35:11,controlled_phase,cphase_sigma_0p10,True,40,5.020799289923161e-05,2327147541,16,True
35,11,11,,False,True,"{""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,False,41,3.254201146773994e-05,2327132542,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,41,3.037499845959246e-05,2327133542,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,41,3.7959005567245185e-05,2327139542,8,True
35,11,11,,False,True,"{""odd_order"": 9, ""zero_phase"": 7}",35:11,controlled_phase,cphase_sigma_0p10,True,41,5.200000305194408e-05,2327147542,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,42,3.341700357850641e-05,2327132543,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,42,3.333299537189305e-05,2327133543,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,42,4.8125002649612725e-05,2327139543,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,42,5.645799683406949e-05,2327147543,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,43,4.3374995584599674e-05,2327132544,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,43,3.2665993785485625e-05,2327133544,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,43,4.129199078306556e-05,2327139544,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,43,5.2041999879293144e-05,2327147544,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,44,6.437500996980816e-05,2327132545,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,44,3.8124999264255166e-05,2327133545,2,True
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,controlled_phase,cphase_sigma_0p10,True,44,4.199999966658652e-05,2327139545,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,44,5.224999040365219e-05,2327147545,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,45,3.6375000490807e-05,2327132546,1,True
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,False,45,3.1458999728783965e-05,2327133546,2,True
35,11,11,,False,True,"{""odd_order"": 4, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,45,3.9582999306730926e-05,2327139546,8,True
35,11,11,,False,True,"{""odd_order"": 8, ""zero_phase"": 8}",35:11,controlled_phase,cphase_sigma_0p10,True,45,5.220800812821835e-05,2327147546,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,46,3.991600533481687e-05,2327132547,1,True
35,11,11,,False,True,"{""odd_order"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,46,3.2500000088475645e-05,2327133547,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,46,4.1624996811151505e-05,2327139547,8,True
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,controlled_phase,cphase_sigma_0p10,True,46,6.062501051928848e-05,2327147547,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,47,6.666699482593685e-05,2327132548,1,True
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,controlled_phase,cphase_sigma_0p10,True,47,4.095899930689484e-05,2327133548,2,True
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,controlled_phase,cphase_sigma_0p10,True,47,5.004199920222163e-05,2327139548,8,True
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,controlled_phase,cphase_sigma_0p10,True,47,5.720899207517505e-05,2327147548,16,True
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,0,4.354199336376041e-05,2327142501,1,False
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,False,0,3.2916999771259725e-05,2327143501,2,False
35,11,11,,False,True,"{""odd_order"": 4, ""zero_phase"": 4}",35:11,rz_rotation,rz_bias_0p02,True,0,4.1916995542123914e-05,2327149501,8,False
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,rz_rotation,rz_bias_0p02,True,0,5.4625008488073945e-05,2327157501,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,1,3.0665993108414114e-05,2327142502,1,False
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,rz_rotation,rz_bias_0p02,True,1,3.0625000363215804e-05,2327143502,2,False
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,True,1,4.179199459031224e-05,2327149502,8,False
35,11,11,,False,True,"{""odd_order"": 11, ""zero_phase"": 5}",35:11,rz_rotation,rz_bias_0p02,True,1,5.154201062396169e-05,2327157502,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,2,2.983299782499671e-05,2327142503,1,False
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,rz_rotation,rz_bias_0p02,True,2,3.112500417046249e-05,2327143503,2,False
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,rz_rotation,rz_bias_0p02,True,2,4.587500006891787e-05,2327149503,8,False
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,rz_rotation,rz_bias_0p02,True,2,5.354100721888244e-05,2327157503,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,3,2.8708003810606897e-05,2327142504,1,False
35,11,11,,False,True,"{""odd_order"": 2}",35:11,rz_rotation,rz_bias_0p02,True,3,3.05419962387532e-05,2327143504,2,False
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,True,3,4.516700573731214e-05,2327149504,8,False
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,rz_rotation,rz_bias_0p02,True,3,5.2167000831104815e-05,2327157504,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,4,2.9708011425100267e-05,2327142505,1,False
35,11,11,,False,True,"{""odd_order"": 2}",35:11,rz_rotation,rz_bias_0p02,True,4,3.095799183938652e-05,2327143505,2,False
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,True,4,4.620800609700382e-05,2327149505,8,False
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,rz_rotation,rz_bias_0p02,True,4,5.6666001910343766e-05,2327157505,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,5,3.0041992431506515e-05,2327142506,1,False
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,rz_rotation,rz_bias_0p02,True,5,3.0166993383318186e-05,2327143506,2,False
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,rz_rotation,rz_bias_0p02,True,5,3.937500878237188e-05,2327149506,8,False
35,11,11,,False,True,"{""odd_order"": 8, ""zero_phase"": 8}",35:11,rz_rotation,rz_bias_0p02,True,5,5.4957999964244664e-05,2327157506,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,6,2.8875001589767635e-05,2327142507,1,False
35,11,11,,False,True,"{""odd_order"": 2}",35:11,rz_rotation,rz_bias_0p02,True,6,3.374999505467713e-05,2327143507,2,False
35,11,11,,False,True,"{""odd_order"": 5, ""zero_phase"": 3}",35:11,rz_rotation,rz_bias_0p02,True,6,0.00026929199520964175,2327149507,8,False
35,11,11,,False,True,"{""odd_order"": 12, ""zero_phase"": 4}",35:11,rz_rotation,rz_bias_0p02,True,6,8.895799692254514e-05,2327157507,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,7,5.808300920762122e-05,2327142508,1,False
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,rz_rotation,rz_bias_0p02,True,7,4.1207997128367424e-05,2327143508,2,False
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,True,7,5.099999543745071e-05,2327149508,8,False
35,11,11,,False,True,"{""odd_order"": 13, ""zero_phase"": 3}",35:11,rz_rotation,rz_bias_0p02,True,7,9.404199954587966e-05,2327157508,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,8,3.283399564679712e-05,2327142509,1,False
35,11,11,,False,True,"{""odd_order"": 1, ""zero_phase"": 1}",35:11,rz_rotation,rz_bias_0p02,True,8,7.095799082890153e-05,2327143509,2,False
35,11,11,,False,True,"{""odd_order"": 3, ""zero_phase"": 5}",35:11,rz_rotation,rz_bias_0p02,True,8,3.749999450519681e-05,2327149509,8,False
35,11,11,,False,True,"{""odd_order"": 10, ""zero_phase"": 6}",35:11,rz_rotation,rz_bias_0p02,True,8,4.8457994125783443e-05,2327157509,16,False
35,11,11,,False,True,"{""odd_order"": 1}",35:11,rz_rotation,rz_bias_0p02,True,9,3.287500294391066e-05,2327142510,1,False
35,11,11,,False,True,"{""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,False,9,3.2041993108578026e-05,2327143510,2,False
35,11,11,,False,True,"{""odd_order"": 6, ""zero_phase"": 2}",35:11,rz_rotation,rz_bias_0p02,True,9,4.112499300390482e-05,2327149510,8,False
