N,base,cutoff,factor_pair,factor_success,factors_used_only_posthoc,failure_counts,instance_id,noise_axis,noise_setting,order_success,realization,runtime_seconds,shot_seed,shots,stochastic_setting
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 5}",51:2,cx_depolarizing,cx_depol_0p010,True,5,7.100000220816582e-05,2329237506,16,False
51,2,11,,False,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,False,6,3.087498771492392e-05,2329222507,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,6,3.4500000765547156e-05,2329223507,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,6,4.716700641438365e-05,2329229507,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 6}",51:2,cx_depolarizing,cx_depol_0p010,True,6,6.858399137854576e-05,2329237507,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,7,3.079100861214101e-05,2329222508,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,7,3.2625001040287316e-05,2329223508,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,7,5.0582995754666626e-05,2329229508,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,7,7.691700011491776e-05,2329237508,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,8,2.9999995604157448e-05,2329222509,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,8,2.983299782499671e-05,2329223509,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,8,5.266600055620074e-05,2329229509,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,8,8.05000017862767e-05,2329237509,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,9,3.070899401791394e-05,2329222510,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,9,3.341599949635565e-05,2329223510,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,9,6.620900239795446e-05,2329229510,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 5, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,9,0.0001050830032909289,2329237510,16,False
51,2,11,,False,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,False,10,3.8166006561368704e-05,2329222511,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,10,4.137500945944339e-05,2329223511,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,10,0.00011720799375325441,2329229511,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4}",51:2,cx_depolarizing,cx_depol_0p010,True,10,8.141700527630746e-05,2329237511,16,False
51,2,11,,False,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,False,11,3.008400381077081e-05,2329222512,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,11,3.433399251662195e-05,2329223512,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,11,5.862500984221697e-05,2329229512,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,11,7.599999662488699e-05,2329237512,16,False
51,2,11,,False,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,False,12,3.0334005714394152e-05,2329222513,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,12,3.333299537189305e-05,2329223513,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,12,4.862500645685941e-05,2329229513,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,12,7.487498805858195e-05,2329237513,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,13,3.0041002901270986e-05,2329222514,1,False
51,2,11,,False,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,False,13,3.108300734311342e-05,2329223514,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,13,4.9834008677862585e-05,2329229514,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,13,7.645900768693537e-05,2329237514,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,14,2.9874994652345777e-05,2329222515,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,14,3.200001083314419e-05,2329223515,2,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,14,5.487501039169729e-05,2329229515,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,14,7.520800863858312e-05,2329237515,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,15,3.024999750778079e-05,2329222516,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,15,3.0625000363215804e-05,2329223516,2,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,15,4.6540997573174536e-05,2329229516,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,15,7.337500574067235e-05,2329237516,16,False
51,2,11,,False,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,False,16,2.9082992114126682e-05,2329222517,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,16,3.170801210217178e-05,2329223517,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,16,4.916700709145516e-05,2329229517,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4}",51:2,cx_depolarizing,cx_depol_0p010,True,16,7.21669930499047e-05,2329237517,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,17,2.97920050797984e-05,2329222518,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,17,3.6958997952751815e-05,2329223518,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,17,5.162500019650906e-05,2329229518,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 6}",51:2,cx_depolarizing,cx_depol_0p010,True,17,7.604200800415128e-05,2329237518,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,18,3.1791991204954684e-05,2329222519,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,18,3.199999628122896e-05,2329223519,2,False
51,2,11,"[3, 17]",True,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,18,4.920799983665347e-05,2329229519,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4}",51:2,cx_depolarizing,cx_depol_0p010,True,18,7.137499051168561e-05,2329237519,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,19,3.466599446255714e-05,2329222520,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,19,3.1791991204954684e-05,2329223520,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,19,5.062499258201569e-05,2329229520,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,19,6.729201413691044e-05,2329237520,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,20,3.1207993743009865e-05,2329222521,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,20,3.5667006159201264e-05,2329223521,2,False
51,2,11,"[3, 17]",True,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,20,4.970900772605091e-05,2329229521,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,20,7.437499880325049e-05,2329237521,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,21,2.9791990527883172e-05,2329222522,1,False
51,2,11,,False,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,False,21,2.9750008252449334e-05,2329223522,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,21,4.937499761581421e-05,2329229522,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4}",51:2,cx_depolarizing,cx_depol_0p010,True,21,7.579200610052794e-05,2329237522,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,22,3.058300353586674e-05,2329222523,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,22,3.120899782516062e-05,2329223523,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,22,5.1292008720338345e-05,2329229523,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,22,7.733399979770184e-05,2329237523,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,23,2.8333000955171883e-05,2329222524,1,False
51,2,11,"[3, 17]",True,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,23,3.0417009838856757e-05,2329223524,2,False
51,2,11,"[3, 17]",True,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,23,4.779100709129125e-05,2329229524,8,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,23,8.512500789947808e-05,2329237524,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,24,3.0625000363215804e-05,2329222525,1,False
51,2,11,"[3, 17]",True,True,"{""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,24,3.0584007618017495e-05,2329223525,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,24,5.791698640678078e-05,2329229525,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,24,8.445799176115543e-05,2329237525,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,25,3.245798870921135e-05,2329222526,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,25,3.208398993592709e-05,2329223526,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4}",51:2,cx_depolarizing,cx_depol_0p010,True,25,4.774999979417771e-05,2329229526,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,25,7.724999159108847e-05,2329237526,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,26,3.591699351090938e-05,2329222527,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,26,3.4042008337564766e-05,2329223527,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,26,5.1875002100132406e-05,2329229527,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 7, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,26,6.929101073183119e-05,2329237527,16,False
51,2,11,,False,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,False,27,2.920899714808911e-05,2329222528,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,27,3.48330067936331e-05,2329223528,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,27,5.487499583978206e-05,2329229528,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 5}",51:2,cx_depolarizing,cx_depol_0p010,True,27,6.954101263545454e-05,2329237528,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,28,2.8541995561681688e-05,2329222529,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,28,3.070800448767841e-05,2329223529,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,28,4.354200791567564e-05,2329229529,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 6}",51:2,cx_depolarizing,cx_depol_0p010,True,28,7.566600106656551e-05,2329237529,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,29,3.187500988133252e-05,2329222530,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,29,3.5416989703662694e-05,2329223530,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,29,5.191699892748147e-05,2329229530,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,29,8.420800440944731e-05,2329237530,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,30,3.0625000363215804e-05,2329222531,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,30,3.074998676311225e-05,2329223531,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,30,4.687499313149601e-05,2329229531,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,30,7.662500138394535e-05,2329237531,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,31,3.0416005756706e-05,2329222532,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,31,3.375000960659236e-05,2329223532,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,31,5.254200368653983e-05,2329229532,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4}",51:2,cx_depolarizing,cx_depol_0p010,True,31,7.5459000072442e-05,2329237532,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,32,3.241701051592827e-05,2329222533,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,32,3.283399564679712e-05,2329223533,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,32,4.991699825040996e-05,2329229533,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 6}",51:2,cx_depolarizing,cx_depol_0p010,True,32,7.325000478886068e-05,2329237533,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,33,2.9791990527883172e-05,2329222534,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,33,3.5707998904399574e-05,2329223534,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,33,6.77920033922419e-05,2329229534,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 5, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,33,7.170900062192231e-05,2329237534,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,34,3.208400448784232e-05,2329222535,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,34,3.333299537189305e-05,2329223535,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,34,5.366699770092964e-05,2329229535,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,34,7.412499689962715e-05,2329237535,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,35,3.1042000045999885e-05,2329222536,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,35,3.316700167488307e-05,2329223536,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,35,5.195800622459501e-05,2329229536,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,35,7.533299503847957e-05,2329237536,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,36,3.037499845959246e-05,2329222537,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,36,3.187500988133252e-05,2329223537,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,36,5.308300023898482e-05,2329229537,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,36,7.533299503847957e-05,2329237537,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,37,3.270799061283469e-05,2329222538,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,37,3.429100615903735e-05,2329223538,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,37,5.112499638926238e-05,2329229538,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,37,7.987499702721834e-05,2329237538,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,38,3.237499913666397e-05,2329222539,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,38,3.516700235195458e-05,2329223539,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,38,4.9458001740276814e-05,2329229539,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,38,8.625000191386789e-05,2329237539,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,39,3.4042008337564766e-05,2329222540,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,39,4.6541987103410065e-05,2329223540,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,39,5.145900649949908e-05,2329229540,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,39,8.749999688006938e-05,2329237540,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,40,9.404199954587966e-05,2329222541,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,40,3.950000973418355e-05,2329223541,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,40,5.1333001465536654e-05,2329229541,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3, ""zero_phase"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,40,7.404200732707977e-05,2329237541,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,41,3.212499723304063e-05,2329222542,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,41,3.4500000765547156e-05,2329223542,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,41,5.283301288727671e-05,2329229542,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,41,7.68329919083044e-05,2329237542,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,42,3.241699596401304e-05,2329222543,1,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,42,3.129200194962323e-05,2329223543,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,42,4.8250003601424396e-05,2329229543,8,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,42,8.308299584314227e-05,2329237543,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,43,3.354198997840285e-05,2329222544,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,43,3.54999938281253e-05,2329223544,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,43,5.458400119096041e-05,2329229544,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2, ""zero_phase"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,43,7.56250083213672e-05,2329237544,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,44,3.1207993743009865e-05,2329222545,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,44,3.195799945387989e-05,2329223545,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 5}",51:2,cx_depolarizing,cx_depol_0p010,True,44,4.741700831800699e-05,2329229545,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 5, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,44,7.395799912046641e-05,2329237545,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,45,3.4500000765547156e-05,2329222546,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,45,3.3791002351790667e-05,2329223546,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,45,7.208299939520657e-05,2329229546,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4, ""zero_phase"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,45,8.541700663045049e-05,2329237546,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,46,3.7416000850498676e-05,2329222547,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,46,7.741698937024921e-05,2329223547,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 1}",51:2,cx_depolarizing,cx_depol_0p010,True,46,6.64590043015778e-05,2329229547,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 4, ""zero_phase"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,46,7.987499702721834e-05,2329237547,16,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,47,3.9292004657909274e-05,2329222548,1,False
51,2,11,"[3, 17]",True,True,{},51:2,cx_depolarizing,cx_depol_0p010,True,47,3.5834003938362e-05,2329223548,2,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 3}",51:2,cx_depolarizing,cx_depol_0p010,True,47,5.212500400375575e-05,2329229548,8,False
51,2,11,"[3, 17]",True,True,"{""no_verified_order"": 2}",51:2,cx_depolarizing,cx_depol_0p010,True,47,8.80410079844296e-05,2329237548,16,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,0,7.925000682007521e-05,2330072501,1,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,0,4.425000224728137e-05,2330073501,2,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 2, ""zero_phase"": 1}",55:2,baseline,baseline,True,0,5.683400377165526e-05,2330079501,8,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 1}",55:2,baseline,baseline,True,0,9.937499999068677e-05,2330087501,16,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,1,3.7833990063518286e-05,2330072502,1,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,1,3.962499613407999e-05,2330073502,2,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",55:2,baseline,baseline,True,1,6.09580019954592e-05,2330079502,8,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 3}",55:2,baseline,baseline,True,1,0.00011675000132527202,2330087502,16,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,2,5.6375007261522114e-05,2330072503,1,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,2,3.608300175983459e-05,2330073503,2,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 2}",55:2,baseline,baseline,True,2,5.541699647437781e-05,2330079503,8,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 3}",55:2,baseline,baseline,True,2,8.929098839871585e-05,2330087503,16,False
55,2,11,,False,True,"{""no_verified_order"": 1}",55:2,baseline,baseline,False,3,3.2083000405691564e-05,2330072504,1,False
55,2,11,"[5, 11]",True,True,{},55:2,baseline,baseline,True,3,3.570900298655033e-05,2330073504,2,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 1}",55:2,baseline,baseline,True,3,5.2207993576303124e-05,2330079504,8,False
55,2,11,"[5, 11]",True,True,"{""no_verified_order"": 1, ""zero_phase"": 3}",55:2,baseline,baseline,True,3,7.516700134146959e-05,2330087504,16,False
