N,bounded_product_diversity_B2,bounded_relation_count_B2,candidate_pool,claim_augmented_norm_bound,known_factors_posthoc,method,relation_norm_bound_T,selected_bases,selected_pairs,selected_roots,selection_seed,selector_setup_factor_leak,subgroup_overlap_score
2993,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[41, 73]",subgroup_overlap_only,28,"[4, 49, 9]","[{""root"": 2, ""base"": 4}, {""root"": 7, ""base"": 49}, {""root"": 3, ""base"": 9}]","[2, 7, 3]",2156370101,False,0.3333333333333333
2993,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[41, 73]",complete_selector,28,"[4, 49, 9]","[{""root"": 2, ""base"": 4}, {""root"": 7, ""base"": 49}, {""root"": 3, ""base"": 9}]","[2, 7, 3]",2156470101,False,0.3333333333333333
2993,0.96,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[41, 73]",random_coprime_roots,28,"[1369, 25, 9]","[{""root"": 37, ""base"": 1369}, {""root"": 5, ""base"": 25}, {""root"": 3, ""base"": 9}]","[37, 5, 3]",2156570101,False,0.5
2993,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[41, 73]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2156670101,False,0.4166666666666667
3053,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 71]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2166170101,False,0.14285714285714285
3053,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 71]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2166270101,False,0.14285714285714285
3053,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 71]",subgroup_overlap_only,28,"[4, 529, 121]","[{""root"": 2, ""base"": 4}, {""root"": 23, ""base"": 529}, {""root"": 11, ""base"": 121}]","[2, 23, 11]",2166370101,False,0.07936507936507936
3053,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 71]",complete_selector,28,"[4, 529, 121]","[{""root"": 2, ""base"": 4}, {""root"": 23, ""base"": 529}, {""root"": 11, ""base"": 121}]","[2, 23, 11]",2166470101,False,0.07936507936507936
3053,0.712,1,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 71]",random_coprime_roots,28,"[4, 841, 25]","[{""root"": 2, ""base"": 4}, {""root"": 29, ""base"": 841}, {""root"": 5, ""base"": 25}]","[2, 29, 5]",2166570101,False,0.14285714285714285
3053,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 71]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2166670101,False,0.14285714285714285
3127,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 59]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2176170101,False,1.0
3127,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 59]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2176270101,False,1.0
3127,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 59]",subgroup_overlap_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2176370101,False,1.0
3127,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 59]",complete_selector,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2176470101,False,1.0
3127,0.968,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 59]",random_coprime_roots,28,"[49, 169, 25]","[{""root"": 7, ""base"": 49}, {""root"": 13, ""base"": 169}, {""root"": 5, ""base"": 25}]","[7, 13, 5]",2176570101,False,1.0
3127,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 59]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2176670101,False,1.0
3139,0.976,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 73]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2186170101,False,0.27777777777777773
3139,0.976,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 73]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2186270101,False,0.27777777777777773
3139,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 73]",subgroup_overlap_only,28,"[4, 49, 9]","[{""root"": 2, ""base"": 4}, {""root"": 7, ""base"": 49}, {""root"": 3, ""base"": 9}]","[2, 7, 3]",2186370101,False,0.13888888888888887
3139,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 73]",complete_selector,28,"[4, 49, 9]","[{""root"": 2, ""base"": 4}, {""root"": 7, ""base"": 49}, {""root"": 3, ""base"": 9}]","[2, 7, 3]",2186470101,False,0.13888888888888887
3139,0.872,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 73]",random_coprime_roots,28,"[9, 529, 121]","[{""root"": 3, ""base"": 9}, {""root"": 23, ""base"": 529}, {""root"": 11, ""base"": 121}]","[3, 23, 11]",2186570101,False,0.3333333333333333
3139,0.976,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[43, 73]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2186670101,False,0.27777777777777773
3149,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 67]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2196170101,False,1.0
3149,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 67]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2196270101,False,1.0
3149,0.712,1,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 67]",subgroup_overlap_only,28,"[4, 9, 841]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 29, ""base"": 841}]","[2, 3, 29]",2196370101,False,0.7777777777777778
3149,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 67]",complete_selector,28,"[4, 9, 1369]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 37, ""base"": 1369}]","[2, 3, 37]",2196470101,False,0.7777777777777778
3149,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 67]",random_coprime_roots,28,"[361, 49, 1369]","[{""root"": 19, ""base"": 361}, {""root"": 7, ""base"": 49}, {""root"": 37, ""base"": 1369}]","[19, 7, 37]",2196570101,False,1.0
3149,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 67]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2196670101,False,1.0
3233,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 61]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2206170101,False,0.6666666666666666
3233,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 61]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2206270101,False,0.6666666666666666
3233,0.976,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 61]",subgroup_overlap_only,28,"[4, 9, 841]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 29, ""base"": 841}]","[2, 3, 29]",2206370101,False,0.3888888888888889
3233,0.976,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 61]",complete_selector,28,"[4, 9, 841]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 29, ""base"": 841}]","[2, 3, 29]",2206470101,False,0.3888888888888889
3233,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 61]",random_coprime_roots,28,"[289, 169, 4]","[{""root"": 17, ""base"": 289}, {""root"": 13, ""base"": 169}, {""root"": 2, ""base"": 4}]","[17, 13, 2]",2206570101,False,0.8333333333333334
3233,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 61]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2206670101,False,0.6666666666666666
3337,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 71]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2216170101,False,1.0
3337,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 71]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2216270101,False,1.0
3337,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 71]",subgroup_overlap_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2216370101,False,1.0
3337,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 71]",complete_selector,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2216470101,False,1.0
3337,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 71]",random_coprime_roots,28,"[841, 4, 361]","[{""root"": 29, ""base"": 841}, {""root"": 2, ""base"": 4}, {""root"": 19, ""base"": 361}]","[29, 2, 19]",2216570101,False,1.0
3337,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 71]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2216670101,False,1.0
3431,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 73]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2226170101,False,0.8333333333333334
3431,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 73]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2226270101,False,0.8333333333333334
3431,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 73]",subgroup_overlap_only,28,"[4, 49, 289]","[{""root"": 2, ""base"": 4}, {""root"": 7, ""base"": 49}, {""root"": 17, ""base"": 289}]","[2, 7, 17]",2226370101,False,0.5555555555555555
3431,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 73]",complete_selector,28,"[4, 49, 289]","[{""root"": 2, ""base"": 4}, {""root"": 7, ""base"": 49}, {""root"": 17, ""base"": 289}]","[2, 7, 17]",2226470101,False,0.5555555555555555
3431,0.928,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 73]",random_coprime_roots,28,"[289, 841, 961]","[{""root"": 17, ""base"": 289}, {""root"": 29, ""base"": 841}, {""root"": 31, ""base"": 961}]","[17, 29, 31]",2226570101,False,1.0
3431,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[47, 73]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2226670101,False,0.8333333333333334
3551,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 67]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2236170101,False,1.0
3551,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 67]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2236270101,False,1.0
3551,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 67]",subgroup_overlap_only,28,"[4, 9, 529]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 23, ""base"": 529}]","[2, 3, 23]",2236370101,False,0.7777777777777778
3551,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 67]",complete_selector,28,"[4, 9, 529]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 23, ""base"": 529}]","[2, 3, 23]",2236470101,False,0.7777777777777778
3551,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 67]",random_coprime_roots,28,"[529, 9, 841]","[{""root"": 23, ""base"": 529}, {""root"": 3, ""base"": 9}, {""root"": 29, ""base"": 841}]","[23, 3, 29]",2236570101,False,0.24786324786324787
3551,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 67]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2236670101,False,1.0
3599,0.616,1,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[59, 61]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2246170101,False,1.0
3599,0.928,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[59, 61]",short_relation_rejection_only,28,"[4, 9, 49]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 7, ""base"": 49}]","[2, 3, 7]",2246270101,False,1.0
3599,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[59, 61]",subgroup_overlap_only,28,"[4, 9, 841]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 29, ""base"": 841}]","[2, 3, 29]",2246370101,False,0.7333333333333334
3599,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[59, 61]",complete_selector,28,"[4, 9, 841]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 29, ""base"": 841}]","[2, 3, 29]",2246470101,False,0.7333333333333334
3599,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[59, 61]",random_coprime_roots,28,"[169, 289, 9]","[{""root"": 13, ""base"": 169}, {""root"": 17, ""base"": 289}, {""root"": 3, ""base"": 9}]","[13, 17, 3]",2246570101,False,0.7777777777777777
3599,0.616,1,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[59, 61]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2246670101,False,1.0
3763,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 71]",residue_deduplication_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2256170101,False,1.0
3763,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 71]",short_relation_rejection_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2256270101,False,1.0
3763,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 71]",subgroup_overlap_only,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2256370101,False,1.0
3763,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 71]",complete_selector,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2256470101,False,1.0
3763,0.904,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 71]",random_coprime_roots,28,"[25, 529, 841]","[{""root"": 5, ""base"": 25}, {""root"": 23, ""base"": 529}, {""root"": 29, ""base"": 841}]","[5, 23, 29]",2256570101,False,0.38095238095238093
3763,1.0,0,"[2, 3, 5, 7, 11, 13, 17, 19, 23, 29, 31, 37]",80,"[53, 71]",regev_small_prime_roots,28,"[4, 9, 25]","[{""root"": 2, ""base"": 4}, {""root"": 3, ""base"": 9}, {""root"": 5, ""base"": 25}]","[2, 3, 5]",2256670101,False,1.0
