algorithm,algorithm_is_shor,controlled_phase_saving,decoder_boundary_proxy,instance_id,measured_tv,noninferior,omitted_layers,register_bits,shots,split,task_difference,worst_case_certified
Regev,0.0,20.0,0.5160974702397843,95:A_uniform_hard_box:M32,0.7413858489016623,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5279426590586712,95:A_uniform_hard_box:M32,0.4366893892552065,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5542099177482233,95:A_uniform_hard_box:M32,0.0956494289764099,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.6143254264096404,95:A_uniform_hard_box:M32,0.0113631210250419,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.5034144224374889,95:B_exact_finite_discrete_gaussian:M32,0.1550562295278651,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5037970662578151,95:B_exact_finite_discrete_gaussian:M32,0.1009646805690676,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5272218852229617,95:B_exact_finite_discrete_gaussian:M32,0.0178159978388175,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5414474464331895,95:B_exact_finite_discrete_gaussian:M32,0.0021728139987639,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5150606991932389,115:A_uniform_hard_box:M8,0.3242088854806966,False,2.0,3.0,7.0,heldout,-0.109375,False
Regev,0.0,2.0,0.5565241713949115,115:A_uniform_hard_box:M8,0.1036614045885424,True,1.0,3.0,7.0,heldout,-0.03125,False
Regev,0.0,6.0,0.528632683873785,115:B_exact_finite_discrete_gaussian:M8,0.1979179884709532,True,2.0,3.0,7.0,heldout,-0.0625,False
Regev,0.0,2.0,0.5063929817994594,115:B_exact_finite_discrete_gaussian:M8,0.0606220531249819,True,1.0,3.0,7.0,heldout,0.015625,False
Regev,0.0,12.0,0.5070202449816176,115:A_uniform_hard_box:M16,0.562385161923886,False,3.0,4.0,7.0,heldout,-0.28125,False
Regev,0.0,6.0,0.5262886605240361,115:A_uniform_hard_box:M16,0.257161091091546,False,2.0,4.0,7.0,heldout,-0.171875,False
Regev,0.0,2.0,0.5893947540883653,115:A_uniform_hard_box:M16,0.0362043665035012,True,1.0,4.0,7.0,heldout,-0.015625,False
Regev,0.0,12.0,0.5157175919887037,115:B_exact_finite_discrete_gaussian:M16,0.2303007120394827,False,3.0,4.0,7.0,heldout,-0.125,False
Regev,0.0,6.0,0.5063227170921646,115:B_exact_finite_discrete_gaussian:M16,0.1209692522621244,False,2.0,4.0,7.0,heldout,-0.109375,False
Regev,0.0,2.0,0.5012204784317938,115:B_exact_finite_discrete_gaussian:M16,0.017635261533957,True,1.0,4.0,7.0,heldout,-0.015625,False
Regev,0.0,20.0,0.5137352179085248,115:A_uniform_hard_box:M32,0.7299673710608141,False,4.0,5.0,7.0,heldout,-0.359375,False
Regev,0.0,12.0,0.527685485017916,115:A_uniform_hard_box:M32,0.4320339383956716,False,3.0,5.0,7.0,heldout,-0.328125,False
Regev,0.0,6.0,0.5661230836207022,115:A_uniform_hard_box:M32,0.0969361756715133,False,2.0,5.0,7.0,heldout,-0.15625,False
Regev,0.0,2.0,0.6294319038766546,115:A_uniform_hard_box:M32,0.0116063414905208,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.5075438180097811,115:B_exact_finite_discrete_gaussian:M32,0.2592076317148962,True,4.0,5.0,7.0,heldout,-0.078125,False
Regev,0.0,12.0,0.5017796543225335,115:B_exact_finite_discrete_gaussian:M32,0.185906248008413,True,3.0,5.0,7.0,heldout,-0.0625,False
Regev,0.0,6.0,0.5100972030291313,115:B_exact_finite_discrete_gaussian:M32,0.0407379069077184,True,2.0,5.0,7.0,heldout,-0.03125,False
Regev,0.0,2.0,0.5005678374447491,115:B_exact_finite_discrete_gaussian:M32,0.0045510956287631,True,1.0,5.0,7.0,heldout,0.015625,False
Regev,0.0,6.0,0.4418112405676586,119:A_uniform_hard_box:M8,0.201391989008219,True,2.0,3.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.4999999999999995,119:A_uniform_hard_box:M8,0.0390625,True,1.0,3.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.518660383813918,119:B_exact_finite_discrete_gaussian:M8,0.0252239256973616,True,2.0,3.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.500000000000003,119:B_exact_finite_discrete_gaussian:M8,0.005213092330709,True,1.0,3.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5229877594825029,119:A_uniform_hard_box:M16,0.4102233085424146,True,3.0,4.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.4945876099326371,119:A_uniform_hard_box:M16,0.1485441834148769,True,2.0,4.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5279694902807548,119:A_uniform_hard_box:M16,0.0149408167688042,True,1.0,4.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5001540372003258,119:B_exact_finite_discrete_gaussian:M16,0.1185272990789576,True,3.0,4.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5234908817438325,119:B_exact_finite_discrete_gaussian:M16,0.0205986302879796,True,2.0,4.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.4095384765926775,119:B_exact_finite_discrete_gaussian:M16,0.0014420655085794,True,1.0,4.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.5195119223005653,119:A_uniform_hard_box:M32,0.5786949187470891,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5378889927210513,119:A_uniform_hard_box:M32,0.2795015556367773,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5779179665856159,119:A_uniform_hard_box:M32,0.057553732460411,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.6523646306466601,119:A_uniform_hard_box:M32,0.0055887424923258,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.5163612521949638,119:B_exact_finite_discrete_gaussian:M32,0.1228684870659683,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5214854664397353,119:B_exact_finite_discrete_gaussian:M32,0.0556474371470788,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5132441797853494,119:B_exact_finite_discrete_gaussian:M32,0.0071226900989446,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.4985021295596744,119:B_exact_finite_discrete_gaussian:M32,0.0003571184370275,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5043167562813962,133:A_uniform_hard_box:M8,0.2503420785404726,True,2.0,3.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5138216449687066,133:A_uniform_hard_box:M8,0.0706545785404726,True,1.0,3.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5120815878399579,133:B_exact_finite_discrete_gaussian:M8,0.0803407871061355,True,2.0,3.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5002556716110041,133:B_exact_finite_discrete_gaussian:M8,0.0265574758009717,True,1.0,3.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5065009560357451,133:A_uniform_hard_box:M16,0.5461561766814909,True,3.0,4.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5191827883193113,133:A_uniform_hard_box:M16,0.2534399017719188,True,2.0,4.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5627380423273685,133:A_uniform_hard_box:M16,0.0329178355273052,True,1.0,4.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5020045739287361,133:B_exact_finite_discrete_gaussian:M16,0.1044044466013558,True,3.0,4.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.499856049908877,133:B_exact_finite_discrete_gaussian:M16,0.0486812273133759,True,2.0,4.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5000000000000054,133:B_exact_finite_discrete_gaussian:M16,0.0080733549233296,True,1.0,4.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.5018067764939579,133:A_uniform_hard_box:M32,0.7510477917498516,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5159252163388216,133:A_uniform_hard_box:M32,0.4281395976192805,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5369283285621433,133:A_uniform_hard_box:M32,0.0931777991326528,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5831200817593528,133:A_uniform_hard_box:M32,0.0105270754994125,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.4999164841942098,133:B_exact_finite_discrete_gaussian:M32,0.1144151865823757,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.4994840645318518,133:B_exact_finite_discrete_gaussian:M32,0.0793987226302499,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.4999416588532944,133:B_exact_finite_discrete_gaussian:M32,0.0161442146469472,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5000000000000026,133:B_exact_finite_discrete_gaussian:M32,0.0020792924777583,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.4874559862057123,161:A_uniform_hard_box:M8,0.1557017579882935,True,2.0,3.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.4999999999999994,161:A_uniform_hard_box:M8,0.0477316409765871,True,1.0,3.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5002115725776362,161:B_exact_finite_discrete_gaussian:M8,0.072583995333447,True,2.0,3.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.500000000000001,161:B_exact_finite_discrete_gaussian:M8,0.0176288351268928,True,1.0,3.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5330549626686338,161:A_uniform_hard_box:M16,0.5009481765150883,True,3.0,4.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5007983943424533,161:A_uniform_hard_box:M16,0.1884359334553114,True,2.0,4.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5582128401663612,161:A_uniform_hard_box:M16,0.0290935309159236,True,1.0,4.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5231446209694172,161:B_exact_finite_discrete_gaussian:M16,0.0972310831019659,True,3.0,4.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.4999183666546741,161:B_exact_finite_discrete_gaussian:M16,0.0395286881008677,True,2.0,4.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.4994893445984968,161:B_exact_finite_discrete_gaussian:M16,0.0047064284698336,True,1.0,4.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.486166857237822,161:A_uniform_hard_box:M32,0.7079470475811114,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.4730468647057628,161:A_uniform_hard_box:M32,0.3834054633388389,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.5178636284428798,161:A_uniform_hard_box:M32,0.0834709482870286,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.5935734020045994,161:A_uniform_hard_box:M32,0.0105006894324762,True,1.0,5.0,7.0,heldout,0.0,False
Regev,0.0,20.0,0.5086983079658542,161:B_exact_finite_discrete_gaussian:M32,0.1309440189138012,True,4.0,5.0,7.0,heldout,0.0,False
Regev,0.0,12.0,0.5070356159127055,161:B_exact_finite_discrete_gaussian:M32,0.0762556916489248,True,3.0,5.0,7.0,heldout,0.0,False
Regev,0.0,6.0,0.4992313005774607,161:B_exact_finite_discrete_gaussian:M32,0.012053379824268,True,2.0,5.0,7.0,heldout,0.0,False
Regev,0.0,2.0,0.4994030806959169,161:B_exact_finite_discrete_gaussian:M32,0.0011653092022814,True,1.0,5.0,7.0,heldout,0.0,False
