algorithm,approximation_level,endpoint,exact_task_success_probability,instance_id,measured_tv,resource_controlled_phase,resource_cx,resource_depth,state_specific_certified,task_difference,task_success_probability,worst_case_certified
Shor,1,factor,1.0,77:8,8.113701966533219e-17,1,2,0,True,0.0,1.0,True
Shor,2,order,1.0,77:8,1.492691112653117e-07,3,6,0,True,0.0,1.0,True
Shor,2,factor,1.0,77:8,1.492691112653117e-07,3,6,0,True,0.0,1.0,True
Shor,3,order,1.0,77:8,1.2398591639804431e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,1.0,77:8,1.2398591639804431e-06,6,12,0,True,0.0,1.0,False
Shor,0,order,1.0,77:8,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,1.0,77:8,0.0,0,0,0,True,0.0,1.0,True
Shor,1,order,1.0,77:8,7.496983895082263e-17,1,2,0,True,0.0,1.0,True
Shor,1,factor,1.0,77:8,7.496983895082263e-17,1,2,0,True,0.0,1.0,True
Shor,2,order,1.0,77:8,1.622780650629361e-07,3,6,0,True,0.0,1.0,False
Shor,2,factor,1.0,77:8,1.622780650629361e-07,3,6,0,True,0.0,1.0,False
Shor,3,order,1.0,77:8,1.3423054377136756e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,1.0,77:8,1.3423054377136756e-06,6,12,0,True,0.0,1.0,False
Shor,0,order,1.0,77:8,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,1.0,77:8,0.0,0,0,0,True,0.0,1.0,True
Shor,1,order,1.0,77:8,8.113701966533219e-17,1,2,0,True,0.0,1.0,True
Shor,1,factor,1.0,77:8,8.113701966533219e-17,1,2,0,True,0.0,1.0,True
Shor,2,order,1.0,77:8,1.492691112653117e-07,3,6,0,True,0.0,1.0,False
Shor,2,factor,1.0,77:8,1.492691112653117e-07,3,6,0,True,0.0,1.0,False
Shor,3,order,1.0,77:8,1.2398591639804431e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,1.0,77:8,1.2398591639804431e-06,6,12,0,True,0.0,1.0,False
Shor,0,order,1.0,91:9,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,0.0,91:9,0.0,0,0,0,True,0.0,0.0,True
Shor,1,order,1.0,91:9,4.4252170888124513e-08,1,2,0,True,0.0,1.0,True
Shor,1,factor,0.0,91:9,4.4252170888124513e-08,1,2,0,True,0.0,0.0,True
Shor,2,order,1.0,91:9,3.356067885075518e-07,3,6,0,True,0.0,1.0,True
Shor,2,factor,0.0,91:9,3.356067885075518e-07,3,6,0,True,0.0,0.0,True
Shor,3,order,1.0,91:9,1.844637486586498e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,0.0,91:9,1.844637486586498e-06,6,12,0,True,0.0,0.0,False
Shor,0,order,0.984375,91:9,0.0,0,0,0,True,0.0,0.984375,True
Shor,0,factor,0.0,91:9,0.0,0,0,0,True,0.0,0.0,True
Shor,1,order,0.984375,91:9,4.060684518186256e-08,1,2,0,True,0.0,0.984375,True
Shor,1,factor,0.0,91:9,4.060684518186256e-08,1,2,0,True,0.0,0.0,True
Shor,2,order,0.984375,91:9,3.077363760405925e-07,3,6,0,True,0.0,0.984375,True
Shor,2,factor,0.0,91:9,3.077363760405925e-07,3,6,0,True,0.0,0.0,True
Shor,3,order,0.984375,91:9,1.6889638161493985e-06,6,12,0,True,0.0,0.984375,False
Shor,3,factor,0.0,91:9,1.6889638161493985e-06,6,12,0,True,0.0,0.0,False
Shor,0,order,1.0,91:9,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,0.0,91:9,0.0,0,0,0,True,0.0,0.0,True
Shor,1,order,1.0,91:9,4.4252170888124513e-08,1,2,0,True,0.0,1.0,True
Shor,1,factor,0.0,91:9,4.4252170888124513e-08,1,2,0,True,0.0,0.0,True
Shor,2,order,1.0,91:9,3.356067885075518e-07,3,6,0,True,0.0,1.0,True
Shor,2,factor,0.0,91:9,3.356067885075518e-07,3,6,0,True,0.0,0.0,True
Shor,3,order,1.0,91:9,1.844637486586498e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,0.0,91:9,1.844637486586498e-06,6,12,0,True,0.0,0.0,False
Shor,0,order,1.0,91:9,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,0.0,91:9,0.0,0,0,0,True,0.0,0.0,True
Shor,1,order,1.0,91:9,4.060684518186256e-08,1,2,0,True,0.0,1.0,True
Shor,1,factor,0.0,91:9,4.060684518186256e-08,1,2,0,True,0.0,0.0,True
Shor,2,order,1.0,91:9,3.077363760405925e-07,3,6,0,True,0.0,1.0,True
Shor,2,factor,0.0,91:9,3.077363760405925e-07,3,6,0,True,0.0,0.0,True
Shor,3,order,1.0,91:9,1.6889638161493985e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,0.0,91:9,1.6889638161493985e-06,6,12,0,True,0.0,0.0,False
Shor,0,order,1.0,91:9,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,0.0,91:9,0.0,0,0,0,True,0.0,0.0,True
Shor,1,order,1.0,91:9,4.4252170888124513e-08,1,2,0,True,0.0,1.0,True
Shor,1,factor,0.0,91:9,4.4252170888124513e-08,1,2,0,True,0.0,0.0,True
Shor,2,order,1.0,91:9,3.356067885075518e-07,3,6,0,True,0.0,1.0,False
Shor,2,factor,0.0,91:9,3.356067885075518e-07,3,6,0,True,0.0,0.0,False
Shor,3,order,1.0,91:9,1.844637486586498e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,0.0,91:9,1.844637486586498e-06,6,12,0,True,0.0,0.0,False
Shor,0,order,1.0,91:9,0.0,0,0,0,True,0.0,1.0,True
Shor,0,factor,0.0,91:9,0.0,0,0,0,True,0.0,0.0,True
Shor,1,order,1.0,91:9,4.060684518186256e-08,1,2,0,True,0.0,1.0,True
Shor,1,factor,0.0,91:9,4.060684518186256e-08,1,2,0,True,0.0,0.0,True
Shor,2,order,1.0,91:9,3.077363760405925e-07,3,6,0,True,0.0,1.0,False
Shor,2,factor,0.0,91:9,3.077363760405925e-07,3,6,0,True,0.0,0.0,False
Shor,3,order,1.0,91:9,1.6889638161493985e-06,6,12,0,True,0.0,1.0,False
Shor,3,factor,0.0,91:9,1.6889638161493985e-06,6,12,0,True,0.0,0.0,False
Regev,2,L_minus_L0,0.25,55:A_uniform_hard_box:M8,0.2991246164367364,6,12,14,False,-0.1875,0.0625,False
Regev,2,factor,0.25,55:A_uniform_hard_box:M8,0.2991246164367364,6,12,14,False,-0.1875,0.0625,False
Regev,1,L_minus_L0,0.25,55:A_uniform_hard_box:M8,0.0989293039367364,2,4,2,False,-0.0625,0.1875,False
Regev,1,factor,0.25,55:A_uniform_hard_box:M8,0.0989293039367364,2,4,2,False,-0.0625,0.1875,False
Regev,0,L_minus_L0,0.25,55:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.25,True
Regev,0,factor,0.25,55:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.25,True
Regev,2,L_minus_L0,0.171875,55:B_exact_finite_discrete_gaussian:M8,0.2489102844485841,6,12,14,False,-0.140625,0.03125,False
Regev,2,factor,0.171875,55:B_exact_finite_discrete_gaussian:M8,0.2489102844485841,6,12,14,False,-0.140625,0.03125,False
Regev,1,L_minus_L0,0.171875,55:B_exact_finite_discrete_gaussian:M8,0.0825452366121776,2,4,2,False,-0.03125,0.140625,False
Regev,1,factor,0.171875,55:B_exact_finite_discrete_gaussian:M8,0.0825452366121776,2,4,2,False,-0.03125,0.140625,False
Regev,0,L_minus_L0,0.171875,55:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.171875,True
Regev,0,factor,0.171875,55:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.171875,True
Regev,3,L_minus_L0,0.4375,55:A_uniform_hard_box:M16,0.5512260265753941,12,24,22,False,-0.421875,0.015625,False
Regev,3,factor,0.4375,55:A_uniform_hard_box:M16,0.5512260265753941,12,24,22,False,-0.421875,0.015625,False
Regev,2,L_minus_L0,0.4375,55:A_uniform_hard_box:M16,0.269797038129302,6,12,4,False,-0.390625,0.046875,False
Regev,2,factor,0.4375,55:A_uniform_hard_box:M16,0.269797038129302,6,12,4,False,-0.390625,0.046875,False
Regev,1,L_minus_L0,0.4375,55:A_uniform_hard_box:M16,0.0371420491751697,2,4,0,False,-0.03125,0.40625,False
Regev,1,factor,0.4375,55:A_uniform_hard_box:M16,0.0371420491751697,2,4,0,False,-0.03125,0.40625,False
Regev,0,L_minus_L0,0.4375,55:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.4375,True
Regev,0,factor,0.4375,55:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.4375,True
Regev,3,L_minus_L0,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.3501792145963074,12,24,22,False,-0.0625,0.015625,False
Regev,3,factor,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.3501792145963074,12,24,22,False,-0.0625,0.015625,False
Regev,2,L_minus_L0,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.1582274513814511,6,12,4,False,-0.0625,0.015625,False
Regev,2,factor,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.1582274513814511,6,12,4,False,-0.0625,0.015625,False
Regev,1,L_minus_L0,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.0226330821180294,2,4,0,False,-0.015625,0.0625,False
Regev,1,factor,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.0226330821180294,2,4,0,False,-0.015625,0.0625,False
Regev,0,L_minus_L0,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.078125,True
Regev,0,factor,0.078125,55:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.078125,True
Regev,4,L_minus_L0,0.453125,55:A_uniform_hard_box:M32,0.6846711717648164,20,40,30,False,-0.421875,0.03125,False
Regev,4,factor,0.453125,55:A_uniform_hard_box:M32,0.6846711717648164,20,40,30,False,-0.421875,0.03125,False
Regev,3,L_minus_L0,0.453125,55:A_uniform_hard_box:M32,0.4172504874939392,12,24,6,False,-0.328125,0.125,False
Regev,3,factor,0.453125,55:A_uniform_hard_box:M32,0.4172504874939392,12,24,6,False,-0.328125,0.125,False
Regev,2,L_minus_L0,0.453125,55:A_uniform_hard_box:M32,0.0987696668463438,6,12,0,False,-0.203125,0.25,False
Regev,2,factor,0.453125,55:A_uniform_hard_box:M32,0.0987696668463438,6,12,0,False,-0.203125,0.25,False
Regev,1,L_minus_L0,0.453125,55:A_uniform_hard_box:M32,0.0115614947403641,2,4,0,False,-0.046875,0.40625,False
Regev,1,factor,0.453125,55:A_uniform_hard_box:M32,0.0115614947403641,2,4,0,False,-0.046875,0.40625,False
Regev,0,L_minus_L0,0.453125,55:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.453125,True
Regev,0,factor,0.453125,55:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.453125,True
Regev,4,L_minus_L0,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.3648607277746113,20,40,30,False,-0.125,0.015625,False
Regev,4,factor,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.3648607277746113,20,40,30,False,-0.125,0.015625,False
Regev,3,L_minus_L0,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.2567607569203075,12,24,6,False,-0.140625,0.0,False
Regev,3,factor,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.2567607569203075,12,24,6,False,-0.140625,0.0,False
Regev,2,L_minus_L0,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.0522819889040022,6,12,0,False,-0.046875,0.09375,False
Regev,2,factor,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.0522819889040022,6,12,0,False,-0.046875,0.09375,False
Regev,1,L_minus_L0,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.0057483202944732,2,4,0,True,0.015625,0.15625,False
Regev,1,factor,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.0057483202944732,2,4,0,True,0.015625,0.15625,False
Regev,0,L_minus_L0,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.140625,True
Regev,0,factor,0.140625,55:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.140625,True
Regev,2,L_minus_L0,0.546875,65:A_uniform_hard_box:M8,0.2031249999999999,6,12,14,False,-0.21875,0.328125,False
Regev,2,factor,0.546875,65:A_uniform_hard_box:M8,0.2031249999999999,6,12,14,False,-0.21875,0.328125,False
Regev,1,L_minus_L0,0.546875,65:A_uniform_hard_box:M8,5.898059818321144e-17,2,4,2,True,0.0,0.546875,False
Regev,1,factor,0.546875,65:A_uniform_hard_box:M8,5.898059818321144e-17,2,4,2,True,0.0,0.546875,False
Regev,0,L_minus_L0,0.546875,65:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.546875,True
Regev,0,factor,0.546875,65:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.546875,True
Regev,2,L_minus_L0,0.453125,65:B_exact_finite_discrete_gaussian:M8,0.1515249284817296,6,12,14,False,-0.234375,0.21875,False
Regev,2,factor,0.453125,65:B_exact_finite_discrete_gaussian:M8,0.1515249284817296,6,12,14,False,-0.234375,0.21875,False
Regev,1,L_minus_L0,0.453125,65:B_exact_finite_discrete_gaussian:M8,5.551115123125783e-17,2,4,2,True,0.0,0.453125,False
Regev,1,factor,0.453125,65:B_exact_finite_discrete_gaussian:M8,5.551115123125783e-17,2,4,2,True,0.0,0.453125,False
Regev,0,L_minus_L0,0.453125,65:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.453125,True
Regev,0,factor,0.453125,65:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.453125,True
Regev,3,L_minus_L0,0.625,65:A_uniform_hard_box:M16,0.4697201856149429,12,24,22,False,-0.46875,0.15625,False
Regev,3,factor,0.625,65:A_uniform_hard_box:M16,0.4697201856149429,12,24,22,False,-0.46875,0.15625,False
Regev,2,L_minus_L0,0.625,65:A_uniform_hard_box:M16,0.1241355375129504,6,12,4,False,-0.1875,0.4375,False
Regev,2,factor,0.625,65:A_uniform_hard_box:M16,0.1241355375129504,6,12,4,False,-0.1875,0.4375,False
Regev,1,L_minus_L0,0.625,65:A_uniform_hard_box:M16,4.381532029557045e-17,2,4,0,True,0.0,0.625,False
Regev,1,factor,0.625,65:A_uniform_hard_box:M16,4.381532029557045e-17,2,4,0,True,0.0,0.625,False
Regev,0,L_minus_L0,0.625,65:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.625,True
Regev,0,factor,0.625,65:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.625,True
Regev,3,L_minus_L0,0.4375,65:B_exact_finite_discrete_gaussian:M16,0.3208233895067516,12,24,22,False,-0.265625,0.171875,False
Regev,3,factor,0.4375,65:B_exact_finite_discrete_gaussian:M16,0.3208233895067516,12,24,22,False,-0.265625,0.171875,False
Regev,2,L_minus_L0,0.4375,65:B_exact_finite_discrete_gaussian:M16,0.080169893002558,6,12,4,False,-0.125,0.3125,False
Regev,2,factor,0.4375,65:B_exact_finite_discrete_gaussian:M16,0.080169893002558,6,12,4,False,-0.125,0.3125,False
Regev,1,L_minus_L0,0.4375,65:B_exact_finite_discrete_gaussian:M16,4.6620693416876684e-17,2,4,0,True,0.0,0.4375,False
Regev,1,factor,0.4375,65:B_exact_finite_discrete_gaussian:M16,4.6620693416876684e-17,2,4,0,True,0.0,0.4375,False
Regev,0,L_minus_L0,0.4375,65:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.4375,True
Regev,0,factor,0.4375,65:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.4375,True
Regev,4,L_minus_L0,0.71875,65:A_uniform_hard_box:M32,0.5604639132149054,20,40,30,False,-0.578125,0.140625,False
Regev,4,factor,0.71875,65:A_uniform_hard_box:M32,0.5604639132149054,20,40,30,False,-0.578125,0.140625,False
Regev,3,L_minus_L0,0.71875,65:A_uniform_hard_box:M32,0.2668790230754594,12,24,6,False,-0.328125,0.390625,False
Regev,3,factor,0.71875,65:A_uniform_hard_box:M32,0.2668790230754594,12,24,6,False,-0.328125,0.390625,False
Regev,2,L_minus_L0,0.71875,65:A_uniform_hard_box:M32,0.0417118207077098,6,12,0,False,-0.046875,0.671875,False
Regev,2,factor,0.71875,65:A_uniform_hard_box:M32,0.0417118207077098,6,12,0,False,-0.046875,0.671875,False
Regev,1,L_minus_L0,0.71875,65:A_uniform_hard_box:M32,1.3233195734953934e-17,2,4,0,True,0.0,0.71875,False
Regev,1,factor,0.71875,65:A_uniform_hard_box:M32,1.3233195734953934e-17,2,4,0,True,0.0,0.71875,False
Regev,0,L_minus_L0,0.71875,65:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.71875,True
Regev,0,factor,0.71875,65:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.71875,True
Regev,4,L_minus_L0,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.3246937832110579,20,40,30,False,-0.21875,0.109375,False
Regev,4,factor,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.3246937832110579,20,40,30,False,-0.21875,0.109375,False
Regev,3,L_minus_L0,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.2107605743126331,12,24,6,False,-0.203125,0.125,False
Regev,3,factor,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.2107605743126331,12,24,6,False,-0.203125,0.125,False
Regev,2,L_minus_L0,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.0269392352069389,6,12,0,False,-0.0625,0.265625,False
Regev,2,factor,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.0269392352069389,6,12,0,False,-0.0625,0.265625,False
Regev,1,L_minus_L0,0.328125,65:B_exact_finite_discrete_gaussian:M32,8.559776151773058e-17,2,4,0,True,0.0,0.328125,False
Regev,1,factor,0.328125,65:B_exact_finite_discrete_gaussian:M32,8.559776151773058e-17,2,4,0,True,0.0,0.328125,False
Regev,0,L_minus_L0,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.328125,True
Regev,0,factor,0.328125,65:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.328125,True
Regev,2,L_minus_L0,0.03125,85:A_uniform_hard_box:M8,0.0,6,12,14,True,0.0,0.03125,False
Regev,2,factor,0.03125,85:A_uniform_hard_box:M8,0.0,6,12,14,True,0.0,0.03125,False
Regev,1,L_minus_L0,0.03125,85:A_uniform_hard_box:M8,0.0,2,4,2,True,0.0,0.03125,False
Regev,1,factor,0.03125,85:A_uniform_hard_box:M8,0.0,2,4,2,True,0.0,0.03125,False
Regev,0,L_minus_L0,0.03125,85:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.03125,True
Regev,0,factor,0.03125,85:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.03125,True
Regev,2,L_minus_L0,0.015625,85:B_exact_finite_discrete_gaussian:M8,0.0282048410291927,6,12,14,False,0.0,0.015625,False
Regev,2,factor,0.015625,85:B_exact_finite_discrete_gaussian:M8,0.0282048410291927,6,12,14,False,0.0,0.015625,False
Regev,1,L_minus_L0,0.015625,85:B_exact_finite_discrete_gaussian:M8,0.0,2,4,2,True,0.0,0.015625,False
Regev,1,factor,0.015625,85:B_exact_finite_discrete_gaussian:M8,0.0,2,4,2,True,0.0,0.015625,False
Regev,0,L_minus_L0,0.015625,85:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.015625,True
Regev,0,factor,0.015625,85:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.015625,True
Regev,3,L_minus_L0,0.015625,85:A_uniform_hard_box:M16,4.1297882679821904e-34,12,24,22,True,0.0,0.015625,False
Regev,3,factor,0.015625,85:A_uniform_hard_box:M16,4.1297882679821904e-34,12,24,22,True,0.0,0.015625,False
Regev,2,L_minus_L0,0.015625,85:A_uniform_hard_box:M16,3.3891958414493998e-34,6,12,4,True,0.0,0.015625,False
Regev,2,factor,0.015625,85:A_uniform_hard_box:M16,3.3891958414493998e-34,6,12,4,True,0.0,0.015625,False
Regev,1,L_minus_L0,0.015625,85:A_uniform_hard_box:M16,1.5563913242878803e-34,2,4,0,True,0.0,0.015625,False
Regev,1,factor,0.015625,85:A_uniform_hard_box:M16,1.5563913242878803e-34,2,4,0,True,0.0,0.015625,False
Regev,0,L_minus_L0,0.015625,85:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.015625,True
Regev,0,factor,0.015625,85:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.015625,True
Regev,3,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M16,0.1822801213593045,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,85:B_exact_finite_discrete_gaussian:M16,0.1822801213593045,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M16,0.0139062295327144,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,85:B_exact_finite_discrete_gaussian:M16,0.0139062295327144,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M16,3.2959746043559335e-17,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,85:B_exact_finite_discrete_gaussian:M16,3.2959746043559335e-17,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,85:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,85:A_uniform_hard_box:M32,3.05311331771918e-16,20,40,30,True,0.0,0.0,False
Regev,4,factor,0.0,85:A_uniform_hard_box:M32,3.05311331771918e-16,20,40,30,True,0.0,0.0,False
Regev,3,L_minus_L0,0.0,85:A_uniform_hard_box:M32,3.05311331771918e-16,12,24,6,True,0.0,0.0,False
Regev,3,factor,0.0,85:A_uniform_hard_box:M32,3.05311331771918e-16,12,24,6,True,0.0,0.0,False
Regev,2,L_minus_L0,0.0,85:A_uniform_hard_box:M32,3.872994677349595e-33,6,12,0,True,0.0,0.0,False
Regev,2,factor,0.0,85:A_uniform_hard_box:M32,3.872994677349595e-33,6,12,0,True,0.0,0.0,False
Regev,1,L_minus_L0,0.0,85:A_uniform_hard_box:M32,1.891007700355564e-33,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,85:A_uniform_hard_box:M32,1.891007700355564e-33,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,85:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,85:A_uniform_hard_box:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M32,0.2692104553298701,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,85:B_exact_finite_discrete_gaussian:M32,0.2692104553298701,20,40,30,False,0.0,0.0,False
Regev,3,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M32,0.0871648924715762,12,24,6,False,0.0,0.0,False
Regev,3,factor,0.0,85:B_exact_finite_discrete_gaussian:M32,0.0871648924715762,12,24,6,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M32,0.0062011052355232,6,12,0,True,0.0,0.0,False
Regev,2,factor,0.0,85:B_exact_finite_discrete_gaussian:M32,0.0062011052355232,6,12,0,True,0.0,0.0,False
Regev,1,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M32,7.32920668600201e-17,2,4,0,True,0.0,0.0,False
Regev,1,factor,0.0,85:B_exact_finite_discrete_gaussian:M32,7.32920668600201e-17,2,4,0,True,0.0,0.0,False
Regev,0,L_minus_L0,0.0,85:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,85:B_exact_finite_discrete_gaussian:M32,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,95:A_uniform_hard_box:M8,0.2623552769683682,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,95:A_uniform_hard_box:M8,0.2623552769683682,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,95:A_uniform_hard_box:M8,0.0801832497444577,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,95:A_uniform_hard_box:M8,0.0801832497444577,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,95:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,95:A_uniform_hard_box:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,2,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M8,0.0797893137211828,6,12,14,False,0.0,0.0,False
Regev,2,factor,0.0,95:B_exact_finite_discrete_gaussian:M8,0.0797893137211828,6,12,14,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M8,0.0300319956134718,2,4,2,False,0.0,0.0,False
Regev,1,factor,0.0,95:B_exact_finite_discrete_gaussian:M8,0.0300319956134718,2,4,2,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,95:B_exact_finite_discrete_gaussian:M8,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,95:A_uniform_hard_box:M16,0.5629997531179902,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,95:A_uniform_hard_box:M16,0.5629997531179902,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,95:A_uniform_hard_box:M16,0.2462645858210476,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,95:A_uniform_hard_box:M16,0.2462645858210476,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,95:A_uniform_hard_box:M16,0.0348952723966003,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,95:A_uniform_hard_box:M16,0.0348952723966003,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,95:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,95:A_uniform_hard_box:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,3,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M16,0.1453027360187533,12,24,22,False,0.0,0.0,False
Regev,3,factor,0.0,95:B_exact_finite_discrete_gaussian:M16,0.1453027360187533,12,24,22,False,0.0,0.0,False
Regev,2,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M16,0.0559896476357775,6,12,4,False,0.0,0.0,False
Regev,2,factor,0.0,95:B_exact_finite_discrete_gaussian:M16,0.0559896476357775,6,12,4,False,0.0,0.0,False
Regev,1,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M16,0.0084931923008239,2,4,0,False,0.0,0.0,False
Regev,1,factor,0.0,95:B_exact_finite_discrete_gaussian:M16,0.0084931923008239,2,4,0,False,0.0,0.0,False
Regev,0,L_minus_L0,0.0,95:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,0,factor,0.0,95:B_exact_finite_discrete_gaussian:M16,0.0,0,0,0,True,0.0,0.0,True
Regev,4,L_minus_L0,0.0,95:A_uniform_hard_box:M32,0.7413858489016623,20,40,30,False,0.0,0.0,False
Regev,4,factor,0.0,95:A_uniform_hard_box:M32,0.7413858489016623,20,40,30,False,0.0,0.0,False
