N,amplitude_squared_norm,bases,chi_square_from_parseval_kernel,chi_square_from_probabilities,gaussian_radius_R,joint_entropy_bits,method,model,modulus_D,parseval_absolute_error,probability_sha256,reconstruction_scale,roots,support_size,total_correlation_bits
2623,262144.0,"[169, 841, 361]",123.26681717939209,123.26681717939209,,12.65651891891941,random_coprime_roots,A_uniform_hard_box,64,0.0,5ada8b740a0bdfbe16f18cf405f9c3442d4d74a9a778cc8b89c7a7da636674b1,13,"[13, 29, 19]",262144,4.337657841041704
2623,1448.1546878630381,"[169, 841, 361]",5.539326104314669,5.539326104314669,16.0,15.881472653054374,random_coprime_roots,B_exact_gaussian_state,64,0.0,c1de99c573f939615e34b539c4e98eb753df5ea00957a8279b4c0a81b217f0c4,13,"[13, 29, 19]",262144,2.112073975410194
2623,262144.0,"[4, 9, 25]",122.44457313453313,122.44457313453313,,12.75301386604427,regev_small_prime_roots,A_uniform_hard_box,64,0.0,9987d1f7cf5780fd41760887d30b23548c104c4a29d01a20dcd97b97f553e4c4,13,"[2, 3, 5]",262144,5.24698613395573
2623,1448.1546878630381,"[4, 9, 25]",5.502248463905981,5.502248463905982,16.0,15.952919926195516,regev_small_prime_roots,B_exact_gaussian_state,64,8.881784197001252e-16,c7011d7e983c907527afcdd76545dd98685763cb55c6b55e390a359f2821c458,13,"[2, 3, 5]",262144,2.0470800738044836
2747,262144.0,"[4, 9, 25]",116.91970328846946,116.91970328846946,,12.814804012489674,residue_deduplication_only,A_uniform_hard_box,64,0.0,78017df515a8c1b017879948416defbc3bb3dd33a5dde5469956ce58b57b841e,13,"[2, 3, 5]",262144,5.036320887614014
2747,1448.1546878630381,"[4, 9, 25]",5.206464917915521,5.206464917915522,16.0,16.020470383707703,residue_deduplication_only,B_exact_gaussian_state,64,8.881784197001252e-16,db479c3e6c1a628a8a0cf3c4fed94492f52214b2f47d0568deedf53609ac44da,13,"[2, 3, 5]",262144,1.979529616226685
2747,262144.0,"[4, 9, 25]",116.91970328846946,116.91970328846946,,12.814804012489674,short_relation_rejection_only,A_uniform_hard_box,64,0.0,78017df515a8c1b017879948416defbc3bb3dd33a5dde5469956ce58b57b841e,13,"[2, 3, 5]",262144,5.036320887614014
2747,1448.1546878630381,"[4, 9, 25]",5.206464917915521,5.206464917915522,16.0,16.020470383707703,short_relation_rejection_only,B_exact_gaussian_state,64,8.881784197001252e-16,db479c3e6c1a628a8a0cf3c4fed94492f52214b2f47d0568deedf53609ac44da,13,"[2, 3, 5]",262144,1.979529616226685
2747,262144.0,"[4, 9, 841]",116.9719218260143,116.97192182601432,,12.801737270372614,subgroup_overlap_only,A_uniform_hard_box,64,2.842170943040401e-14,28c41a0081bd9a886747b529f4d2e6ca8e21986ccf5e677f796d6f141d5f9c14,13,"[2, 3, 29]",262144,5.043741037586811
2747,1448.1546878630381,"[4, 9, 841]",5.440428609001904,5.440428609001906,16.0,15.852783646289655,subgroup_overlap_only,B_exact_gaussian_state,64,1.7763568394002505e-15,6ce9ceec47822bc80e18cbb69257ef5190acc8c8721ca9fdc602d854e257d58b,13,"[2, 3, 29]",262144,2.1472163536447333
2747,262144.0,"[4, 9, 841]",116.9719218260143,116.97192182601432,,12.801737270372614,complete_selector,A_uniform_hard_box,64,2.842170943040401e-14,28c41a0081bd9a886747b529f4d2e6ca8e21986ccf5e677f796d6f141d5f9c14,13,"[2, 3, 29]",262144,5.043741037586811
2747,1448.1546878630381,"[4, 9, 841]",5.440428609001904,5.440428609001906,16.0,15.852783646289655,complete_selector,B_exact_gaussian_state,64,1.7763568394002505e-15,6ce9ceec47822bc80e18cbb69257ef5190acc8c8721ca9fdc602d854e257d58b,13,"[2, 3, 29]",262144,2.1472163536447333
2747,262144.0,"[49, 4, 961]",116.87740364309866,116.87740364309866,,12.789067872073094,random_coprime_roots,A_uniform_hard_box,64,0.0,73b170d9db5c5c0b9f29ec11844349d0fe606771d6aba13f3dfcfe3381a021cc,13,"[7, 2, 31]",262144,5.210932127926906
2747,1448.1546878630381,"[49, 4, 961]",5.212226166292722,5.212226166292723,16.0,16.004229440848448,random_coprime_roots,B_exact_gaussian_state,64,8.881784197001252e-16,daba725be7b73539a17803ef54add63b086ed6eb328e45baef96d4c6285c2933,13,"[7, 2, 31]",262144,1.995770559151552
2747,262144.0,"[4, 9, 25]",116.91970328846946,116.91970328846946,,12.814804012489674,regev_small_prime_roots,A_uniform_hard_box,64,0.0,78017df515a8c1b017879948416defbc3bb3dd33a5dde5469956ce58b57b841e,13,"[2, 3, 5]",262144,5.036320887614014
2747,1448.1546878630381,"[4, 9, 25]",5.206464917915521,5.206464917915522,16.0,16.020470383707703,regev_small_prime_roots,B_exact_gaussian_state,64,8.881784197001252e-16,db479c3e6c1a628a8a0cf3c4fed94492f52214b2f47d0568deedf53609ac44da,13,"[2, 3, 5]",262144,1.979529616226685
2773,262144.0,"[4, 9, 25]",115.67162457134691,115.67162457134692,,12.823980156675015,residue_deduplication_only,A_uniform_hard_box,64,1.4210854715202004e-14,547bed87ae1c3f56de7fc434424bf87ee412a6f3750e5c326186939037723bea,13,"[2, 3, 5]",262144,5.176019843324985
2773,1448.1546878630381,"[4, 9, 25]",5.161138153424319,5.16113815342432,16.0,15.998979174580821,residue_deduplication_only,B_exact_gaussian_state,64,8.881784197001252e-16,19111f72e38364c2301695ccd7d252de0a0d43d12a80193b6aecf3fd0ac6aa60,13,"[2, 3, 5]",262144,2.001020825419179
2773,262144.0,"[4, 9, 25]",115.67162457134691,115.67162457134692,,12.823980156675015,short_relation_rejection_only,A_uniform_hard_box,64,1.4210854715202004e-14,547bed87ae1c3f56de7fc434424bf87ee412a6f3750e5c326186939037723bea,13,"[2, 3, 5]",262144,5.176019843324985
2773,1448.1546878630381,"[4, 9, 25]",5.161138153424319,5.16113815342432,16.0,15.998979174580821,short_relation_rejection_only,B_exact_gaussian_state,64,8.881784197001252e-16,19111f72e38364c2301695ccd7d252de0a0d43d12a80193b6aecf3fd0ac6aa60,13,"[2, 3, 5]",262144,2.001020825419179
2773,262144.0,"[4, 9, 25]",115.67162457134691,115.67162457134692,,12.823980156675015,subgroup_overlap_only,A_uniform_hard_box,64,1.4210854715202004e-14,547bed87ae1c3f56de7fc434424bf87ee412a6f3750e5c326186939037723bea,13,"[2, 3, 5]",262144,5.176019843324985
2773,1448.1546878630381,"[4, 9, 25]",5.161138153424319,5.16113815342432,16.0,15.998979174580821,subgroup_overlap_only,B_exact_gaussian_state,64,8.881784197001252e-16,19111f72e38364c2301695ccd7d252de0a0d43d12a80193b6aecf3fd0ac6aa60,13,"[2, 3, 5]",262144,2.001020825419179
2773,262144.0,"[4, 9, 25]",115.67162457134691,115.67162457134692,,12.823980156675015,complete_selector,A_uniform_hard_box,64,1.4210854715202004e-14,547bed87ae1c3f56de7fc434424bf87ee412a6f3750e5c326186939037723bea,13,"[2, 3, 5]",262144,5.176019843324985
2773,1448.1546878630381,"[4, 9, 25]",5.161138153424319,5.16113815342432,16.0,15.998979174580821,complete_selector,B_exact_gaussian_state,64,8.881784197001252e-16,19111f72e38364c2301695ccd7d252de0a0d43d12a80193b6aecf3fd0ac6aa60,13,"[2, 3, 5]",262144,2.001020825419179
2773,262144.0,"[961, 361, 1369]",115.5098894314433,115.50988943144331,,12.864722173787545,random_coprime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,0a9ab2a3682ae1d78a3e84a61a18a4ed8540af3516e420a22bdd78286305dab6,13,"[31, 19, 37]",262144,5.135277826212455
2773,1448.1546878630381,"[961, 361, 1369]",5.178658601518372,5.178658601518373,16.0,15.979588912322019,random_coprime_roots,B_exact_gaussian_state,64,8.881784197001252e-16,64eba8d01849ab34bc14e9aa3828203007a2e70c7b363fb004a9476ce10389dd,13,"[31, 19, 37]",262144,2.0204110876779815
2773,262144.0,"[4, 9, 25]",115.67162457134691,115.67162457134692,,12.823980156675015,regev_small_prime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,547bed87ae1c3f56de7fc434424bf87ee412a6f3750e5c326186939037723bea,13,"[2, 3, 5]",262144,5.176019843324985
2773,1448.1546878630381,"[4, 9, 25]",5.161138153424319,5.16113815342432,16.0,15.998979174580821,regev_small_prime_roots,B_exact_gaussian_state,64,8.881784197001252e-16,19111f72e38364c2301695ccd7d252de0a0d43d12a80193b6aecf3fd0ac6aa60,13,"[2, 3, 5]",262144,2.001020825419179
2867,262144.0,"[4, 9, 25]",111.71532022987958,111.71532022987958,,12.87781241391843,residue_deduplication_only,A_uniform_hard_box,64,0.0,99519f5d4725d32eff0617dd10d8056e4aad6e868e93f647d743766c18c527cb,13,"[2, 3, 5]",262144,5.122187586081569
2867,1448.1546878630381,"[4, 9, 25]",4.968384408145265,4.968384408145265,16.0,16.032887881067992,residue_deduplication_only,B_exact_gaussian_state,64,0.0,91fee86d5e57d9321928816130841c97d312541c31e7197f76852fd5a9daddb2,13,"[2, 3, 5]",262144,1.9671121189320075
2867,262144.0,"[4, 9, 25]",111.71532022987958,111.71532022987958,,12.87781241391843,short_relation_rejection_only,A_uniform_hard_box,64,0.0,99519f5d4725d32eff0617dd10d8056e4aad6e868e93f647d743766c18c527cb,13,"[2, 3, 5]",262144,5.122187586081569
2867,1448.1546878630381,"[4, 9, 25]",4.968384408145265,4.968384408145265,16.0,16.032887881067992,short_relation_rejection_only,B_exact_gaussian_state,64,0.0,91fee86d5e57d9321928816130841c97d312541c31e7197f76852fd5a9daddb2,13,"[2, 3, 5]",262144,1.9671121189320075
2867,262144.0,"[4, 9, 841]",111.63981179878465,111.63981179878468,,12.905021582266167,subgroup_overlap_only,A_uniform_hard_box,64,2.842170943040401e-14,f42f21bd1541df13b20f20323245afebed0873df8d50f29e10fdc3a4d452c7da,13,"[2, 3, 29]",262144,5.094978417733833
2867,1448.1546878630381,"[4, 9, 841]",4.941636855992236,4.941636855992238,16.0,16.068334982848132,subgroup_overlap_only,B_exact_gaussian_state,64,1.7763568394002505e-15,c5f830a8e872291c84656397a9bae576f8922e09d82b191a1c2832f25cf8a006,13,"[2, 3, 29]",262144,1.9316650171518681
2867,262144.0,"[4, 9, 841]",111.63981179878465,111.63981179878468,,12.905021582266167,complete_selector,A_uniform_hard_box,64,2.842170943040401e-14,f42f21bd1541df13b20f20323245afebed0873df8d50f29e10fdc3a4d452c7da,13,"[2, 3, 29]",262144,5.094978417733833
2867,1448.1546878630381,"[4, 9, 841]",4.941636855992236,4.941636855992238,16.0,16.068334982848132,complete_selector,B_exact_gaussian_state,64,1.7763568394002505e-15,c5f830a8e872291c84656397a9bae576f8922e09d82b191a1c2832f25cf8a006,13,"[2, 3, 29]",262144,1.9316650171518681
2867,262144.0,"[361, 121, 9]",111.78415597602725,111.78415597602725,,12.875229906455424,random_coprime_roots,A_uniform_hard_box,64,0.0,b9ed11e3c4ef5fd9a3eeda8c6ae4bfd8fa42b10cb319abf7a2411bbe50881175,13,"[19, 11, 3]",262144,5.005574844668537
2867,1448.1546878630381,"[361, 121, 9]",5.138501652492903,5.138501652553359,16.0,15.871241588624436,random_coprime_roots,B_exact_gaussian_state,64,6.045564049372842e-11,d23ce459572bc30c6a1c3c75a548d12e38162af51dd7d562256a80bc807458ec,13,"[19, 11, 3]",248064,2.1287584113686506
2867,262144.0,"[4, 9, 25]",111.71532022987958,111.71532022987958,,12.87781241391843,regev_small_prime_roots,A_uniform_hard_box,64,0.0,99519f5d4725d32eff0617dd10d8056e4aad6e868e93f647d743766c18c527cb,13,"[2, 3, 5]",262144,5.122187586081569
2867,1448.1546878630381,"[4, 9, 25]",4.968384408145265,4.968384408145265,16.0,16.032887881067992,regev_small_prime_roots,B_exact_gaussian_state,64,0.0,91fee86d5e57d9321928816130841c97d312541c31e7197f76852fd5a9daddb2,13,"[2, 3, 5]",262144,1.9671121189320075
2881,262144.0,"[4, 9, 25]",111.31878485449124,111.31878485449126,,12.868703831392658,residue_deduplication_only,A_uniform_hard_box,64,1.4210854715202004e-14,c951d7ce4f3095743294c9fa4e3e11f458f835e1f8418a9de1d2ecc3feedb530,13,"[2, 3, 5]",262144,5.131296168607342
2881,1448.1546878630381,"[4, 9, 25]",4.962245487411305,4.962245487411307,16.0,16.017105005102998,residue_deduplication_only,B_exact_gaussian_state,64,1.7763568394002505e-15,62af724a4851e0555fc88ed295ba79051ceabf206b65a53093ea949fe2fbc414,13,"[2, 3, 5]",262144,1.982894994897002
2881,262144.0,"[4, 9, 25]",111.31878485449124,111.31878485449126,,12.868703831392658,short_relation_rejection_only,A_uniform_hard_box,64,1.4210854715202004e-14,c951d7ce4f3095743294c9fa4e3e11f458f835e1f8418a9de1d2ecc3feedb530,13,"[2, 3, 5]",262144,5.131296168607342
2881,1448.1546878630381,"[4, 9, 25]",4.962245487411305,4.962245487411307,16.0,16.017105005102998,short_relation_rejection_only,B_exact_gaussian_state,64,1.7763568394002505e-15,62af724a4851e0555fc88ed295ba79051ceabf206b65a53093ea949fe2fbc414,13,"[2, 3, 5]",262144,1.982894994897002
2881,262144.0,"[4, 9, 49]",111.22137144653243,111.22137144653244,,12.865630275173475,subgroup_overlap_only,A_uniform_hard_box,64,1.4210854715202004e-14,e85e65ec2565941fc1fac7b7921860c6c635b603a0432d5d50f58870d009d4d3,13,"[2, 3, 7]",262144,4.729856354614411
2881,1448.1546878630381,"[4, 9, 49]",5.2344322194986885,5.234432219499037,16.0,15.847953988801054,subgroup_overlap_only,B_exact_gaussian_state,64,3.481659405224491e-13,4134527143f98d13a81a780038347947839ebf632b539408795b05d4232299d6,13,"[2, 3, 7]",255201,2.152043748104388
2881,262144.0,"[4, 9, 289]",111.15533053985564,111.15533053985567,,12.90504453587468,complete_selector,A_uniform_hard_box,64,2.842170943040401e-14,2c5c0dc8d09b31db1d9afdabf4fc865cce3e29eb7576cdae808b3ced1aaffe6d,13,"[2, 3, 17]",262144,5.09495546412532
2881,1448.1546878630381,"[4, 9, 289]",4.922681108114408,4.922681108114409,16.0,16.05527442408316,complete_selector,B_exact_gaussian_state,64,8.881784197001252e-16,f673b4715ffa69cbf71f7e3c60aba5361bc9d4f23df24d4efcc88ce99be9afcc,13,"[2, 3, 17]",262144,1.9447255759168414
2881,262144.0,"[841, 121, 961]",111.1718277737964,111.17182777379641,,12.891407814515617,random_coprime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,ca6a7845e2e91f9aedcce1ac34580543eee7054186bf0cf52ba6351541374713,13,"[29, 11, 31]",262144,4.285387956332279
2881,1448.1546878630381,"[841, 121, 961]",4.9119470068297755,4.9119470068297755,16.0,16.084742374557955,random_coprime_roots,B_exact_gaussian_state,64,0.0,3039ef7a7841f754ae0adea571973d49ed9c2dfafa5cbb949bd825b1e2179b25,13,"[29, 11, 31]",262144,1.908804254461817
2881,262144.0,"[4, 9, 25]",111.31878485449124,111.31878485449126,,12.868703831392658,regev_small_prime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,c951d7ce4f3095743294c9fa4e3e11f458f835e1f8418a9de1d2ecc3feedb530,13,"[2, 3, 5]",262144,5.131296168607342
2881,1448.1546878630381,"[4, 9, 25]",4.962245487411305,4.962245487411307,16.0,16.017105005102998,regev_small_prime_roots,B_exact_gaussian_state,64,1.7763568394002505e-15,62af724a4851e0555fc88ed295ba79051ceabf206b65a53093ea949fe2fbc414,13,"[2, 3, 5]",262144,1.982894994897002
2911,262144.0,"[4, 9, 25]",110.1747339470312,110.17473394703121,,12.853125964705,residue_deduplication_only,A_uniform_hard_box,64,1.4210854715202004e-14,a401297e8ddb4e232b8e9664056661309e056329f4a9c38b01f919f70312635d,13,"[2, 3, 5]",262144,3.500107148492983
2911,1448.1546878630381,"[4, 9, 25]",4.8701774848673525,4.8701774848673525,16.0,16.058763985104374,residue_deduplication_only,B_exact_gaussian_state,64,0.0,096fe13bc28cfbb747679180f34cc36105f33c93d9fec3f24aafff7a91535d8b,13,"[2, 3, 5]",262144,1.4658699908284483
2911,262144.0,"[4, 9, 25]",110.1747339470312,110.17473394703121,,12.853125964705,short_relation_rejection_only,A_uniform_hard_box,64,1.4210854715202004e-14,a401297e8ddb4e232b8e9664056661309e056329f4a9c38b01f919f70312635d,13,"[2, 3, 5]",262144,3.500107148492983
2911,1448.1546878630381,"[4, 9, 25]",4.8701774848673525,4.8701774848673525,16.0,16.058763985104374,short_relation_rejection_only,B_exact_gaussian_state,64,0.0,096fe13bc28cfbb747679180f34cc36105f33c93d9fec3f24aafff7a91535d8b,13,"[2, 3, 5]",262144,1.4658699908284483
2911,262144.0,"[4, 289, 529]",114.14094242232386,114.14094242232387,,12.802365234798362,subgroup_overlap_only,A_uniform_hard_box,64,1.4210854715202004e-14,5befdc068e4a6af829ce3ca0ab8d623ad6609c11f02b73c0c7d7a6c6209f77e3,13,"[2, 17, 23]",262144,4.006346083199922
2911,1448.1546878630381,"[4, 289, 529]",8.060814330276393,8.060814330276397,16.0,15.263826961759307,subgroup_overlap_only,B_exact_gaussian_state,64,3.552713678800501e-15,e667adc66986e947d3fd53a7a2c176d803c67dfb9a9be62f391b30e900fff9f8,13,"[2, 17, 23]",258072,2.7254838407633457
2911,262144.0,"[4, 289, 961]",110.09413198102266,110.09413198102266,,12.886956331256977,complete_selector,A_uniform_hard_box,64,0.0,3084ef43d812658b062d69fa167bb09431f62ea80098946b2fe21aeb7dbcf928,13,"[2, 17, 31]",262144,3.9217549867413037
2911,1448.1546878630381,"[4, 289, 961]",4.950460318076445,4.950460318076447,16.0,15.98718632424523,complete_selector,B_exact_gaussian_state,64,1.7763568394002505e-15,677520695a9e8043ba51e2ce11c1d3668055a1914dcc8689c881d19444247c74,13,"[2, 17, 31]",262144,2.0021244782774232
2911,262144.0,"[1369, 841, 121]",110.05803563655354,110.05803563655356,,12.90935193661009,random_coprime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,50188b0c6bfd5deb0d568d883660b4b022d7d5f0d2b51e327bab7062a04b28b3,13,"[37, 29, 11]",262144,4.749166812620164
2911,1448.1546878630381,"[1369, 841, 121]",4.865629544223117,4.865629544223119,16.0,16.064428023267816,random_coprime_roots,B_exact_gaussian_state,64,1.7763568394002505e-15,2c93ffda67a4e22640e865f70199a556e418cd9077244cae5b69351818e94249,13,"[37, 29, 11]",262144,1.9355715509130889
2911,262144.0,"[4, 9, 25]",110.1747339470312,110.17473394703121,,12.853125964705,regev_small_prime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,a401297e8ddb4e232b8e9664056661309e056329f4a9c38b01f919f70312635d,13,"[2, 3, 5]",262144,3.500107148492983
2911,1448.1546878630381,"[4, 9, 25]",4.8701774848673525,4.8701774848673525,16.0,16.058763985104374,regev_small_prime_roots,B_exact_gaussian_state,64,0.0,096fe13bc28cfbb747679180f34cc36105f33c93d9fec3f24aafff7a91535d8b,13,"[2, 3, 5]",262144,1.4658699908284483
2993,262144.0,"[4, 9, 25]",107.25020245462656,107.25020245462659,,12.862155370150267,residue_deduplication_only,A_uniform_hard_box,64,2.842170943040401e-14,0c6b7c521aabfa2b4495b844544d0f6d2d060fe50cd776d439ef7faed9f350d3,13,"[2, 3, 5]",262144,3.7094607743135892
2993,1448.1546878630381,"[4, 9, 25]",4.691121442454369,4.691121442454369,16.0,16.136466657353886,residue_deduplication_only,B_exact_gaussian_state,64,0.0,604d815de83499ccdc46884da3f625e1fa0b5ed6c1c6f80622106e7a6897c7cf,13,"[2, 3, 5]",262144,1.5981525789536875
2993,262144.0,"[4, 9, 25]",107.25020245462656,107.25020245462659,,12.862155370150267,short_relation_rejection_only,A_uniform_hard_box,64,2.842170943040401e-14,0c6b7c521aabfa2b4495b844544d0f6d2d060fe50cd776d439ef7faed9f350d3,13,"[2, 3, 5]",262144,3.7094607743135892
2993,1448.1546878630381,"[4, 9, 25]",4.691121442454369,4.691121442454369,16.0,16.136466657353886,short_relation_rejection_only,B_exact_gaussian_state,64,0.0,604d815de83499ccdc46884da3f625e1fa0b5ed6c1c6f80622106e7a6897c7cf,13,"[2, 3, 5]",262144,1.5981525789536875
2993,262144.0,"[4, 49, 9]",107.29363762028515,107.29363762028515,,12.863741769150508,subgroup_overlap_only,A_uniform_hard_box,64,0.0,44a9fbeba751c9015b8cc8a372ddcfb005cbfeef35ac3eb458e1cdc0b565491a,13,"[2, 7, 3]",262144,3.7022277831690786
2993,1448.1546878630381,"[4, 49, 9]",4.690224162702437,4.690224162702438,16.0,16.139590451304393,subgroup_overlap_only,B_exact_gaussian_state,64,8.881784197001252e-16,99827f0f6f1c68493e15e9a2ae89e4ac468f346347a2cc22bb2b3850222f1bab,13,"[2, 7, 3]",262144,1.5950287850031728
2993,262144.0,"[4, 49, 9]",107.29363762028515,107.29363762028515,,12.863741769150508,complete_selector,A_uniform_hard_box,64,0.0,44a9fbeba751c9015b8cc8a372ddcfb005cbfeef35ac3eb458e1cdc0b565491a,13,"[2, 7, 3]",262144,3.7022277831690786
2993,1448.1546878630381,"[4, 49, 9]",4.690224162702437,4.690224162702438,16.0,16.139590451304393,complete_selector,B_exact_gaussian_state,64,8.881784197001252e-16,99827f0f6f1c68493e15e9a2ae89e4ac468f346347a2cc22bb2b3850222f1bab,13,"[2, 7, 3]",262144,1.5950287850031728
2993,262144.0,"[1369, 25, 9]",120.84138688445091,120.84138688445093,,12.81288326087077,random_coprime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,cc4b09aba59af8b816cc1a10a0d84a1760c930d5b217283416a81dcf083f3e31,13,"[37, 5, 3]",262144,3.625183070524102
2993,1448.1546878630381,"[1369, 25, 9]",4.718908298140439,4.718908298140439,16.0,16.071665348373248,random_coprime_roots,B_exact_gaussian_state,64,0.0,8b1b4b11c5498924df314724c5d56150111f0f708422bb086d4c8201e5934452,13,"[37, 5, 3]",262144,1.6629538879127033
2993,262144.0,"[4, 9, 25]",107.25020245462656,107.25020245462659,,12.862155370150267,regev_small_prime_roots,A_uniform_hard_box,64,2.842170943040401e-14,0c6b7c521aabfa2b4495b844544d0f6d2d060fe50cd776d439ef7faed9f350d3,13,"[2, 3, 5]",262144,3.7094607743135892
2993,1448.1546878630381,"[4, 9, 25]",4.691121442454369,4.691121442454369,16.0,16.136466657353886,regev_small_prime_roots,B_exact_gaussian_state,64,0.0,604d815de83499ccdc46884da3f625e1fa0b5ed6c1c6f80622106e7a6897c7cf,13,"[2, 3, 5]",262144,1.5981525789536875
3053,262144.0,"[4, 9, 25]",104.77252000200679,104.7725200020068,,12.979620136827975,residue_deduplication_only,A_uniform_hard_box,64,1.4210854715202004e-14,b9915e2add6f1cd20616656d864b91147588a030e06beb203706690ed792d02e,13,"[2, 3, 5]",262144,4.678898612402282
3053,1448.1546878630381,"[4, 9, 25]",4.723704809659418,4.72370480965942,16.0,16.034155637209246,residue_deduplication_only,B_exact_gaussian_state,64,1.7763568394002505e-15,e858f371f3a0eb4d6e34f41942347f91b2f613430494ec50b97c989b4621e8f8,13,"[2, 3, 5]",262144,1.965843936971659
3053,262144.0,"[4, 9, 25]",104.77252000200679,104.7725200020068,,12.979620136827975,short_relation_rejection_only,A_uniform_hard_box,64,1.4210854715202004e-14,b9915e2add6f1cd20616656d864b91147588a030e06beb203706690ed792d02e,13,"[2, 3, 5]",262144,4.678898612402282
3053,1448.1546878630381,"[4, 9, 25]",4.723704809659418,4.72370480965942,16.0,16.034155637209246,short_relation_rejection_only,B_exact_gaussian_state,64,1.7763568394002505e-15,e858f371f3a0eb4d6e34f41942347f91b2f613430494ec50b97c989b4621e8f8,13,"[2, 3, 5]",262144,1.965843936971659
3053,262144.0,"[4, 529, 121]",104.87319126387592,104.87319126387594,,12.951229900579403,subgroup_overlap_only,A_uniform_hard_box,64,1.4210854715202004e-14,972409e6a1ac38c7ee90262ab0b48a784ea4f8fc370461bd1715b131284934ce,13,"[2, 23, 11]",262144,3.5426033687290115
3053,1448.1546878630381,"[4, 529, 121]",4.582721388170522,4.5827213881705235,16.0,16.146051983987082,subgroup_overlap_only,B_exact_gaussian_state,64,1.7763568394002505e-15,5860e435a839206aaa170e4a974c76bcf9b64fa1a6ffad07fe1b3e45de606101,13,"[2, 23, 11]",262144,1.8474937933944986
3053,262144.0,"[4, 529, 121]",104.87319126387592,104.87319126387594,,12.951229900579403,complete_selector,A_uniform_hard_box,64,1.4210854715202004e-14,972409e6a1ac38c7ee90262ab0b48a784ea4f8fc370461bd1715b131284934ce,13,"[2, 23, 11]",262144,3.5426033687290115
3053,1448.1546878630381,"[4, 529, 121]",4.582721388170522,4.5827213881705235,16.0,16.146051983987082,complete_selector,B_exact_gaussian_state,64,1.7763568394002505e-15,5860e435a839206aaa170e4a974c76bcf9b64fa1a6ffad07fe1b3e45de606101,13,"[2, 23, 11]",262144,1.8474937933944986
3053,262144.0,"[4, 841, 25]",104.86902417865349,104.86902417865349,,12.945919772308542,random_coprime_roots,A_uniform_hard_box,64,0.0,36427229953b243ba41290230c5404e2173b35569025b9ead2877a06c97fb171,13,"[2, 29, 5]",262144,4.712598976921715
3053,1448.1546878630381,"[4, 841, 25]",6.299671198826562,6.299671198939572,16.0,15.524687090918507,random_coprime_roots,B_exact_gaussian_state,64,1.1301004576580453e-10,3125f2fbdab1d22214b8d94593dce9599a25a1c51dffc8d4dc1803fa57c0fa8b,13,"[2, 29, 5]",181712,2.4753124832623943
3053,262144.0,"[4, 9, 25]",104.77252000200679,104.7725200020068,,12.979620136827975,regev_small_prime_roots,A_uniform_hard_box,64,1.4210854715202004e-14,b9915e2add6f1cd20616656d864b91147588a030e06beb203706690ed792d02e,13,"[2, 3, 5]",262144,4.678898612402282
3053,1448.1546878630381,"[4, 9, 25]",4.723704809659418,4.72370480965942,16.0,16.034155637209246,regev_small_prime_roots,B_exact_gaussian_state,64,1.7763568394002505e-15,e858f371f3a0eb4d6e34f41942347f91b2f613430494ec50b97c989b4621e8f8,13,"[2, 3, 5]",262144,1.965843936971659
3127,262144.0,"[4, 9, 25]",102.29836972767953,102.29836972767954,,12.954983983967246,residue_deduplication_only,A_uniform_hard_box,64,1.4210854715202004e-14,a39e5990e9da00e9cb91c624963a9c19fdab5d8da21fc825a0ef48ee806de32a,13,"[2, 3, 5]",262144,5.045016016032754
3127,1448.1546878630381,"[4, 9, 25]",4.510560012464001,4.510560012464003,16.0,16.078505355138628,residue_deduplication_only,B_exact_gaussian_state,64,1.7763568394002505e-15,3ac812b3cd5708f517d7f1b1c6fe0da6328e5ab703ae98f36409931436a6d932,13,"[2, 3, 5]",262144,1.9214946448613723
3127,262144.0,"[4, 9, 25]",102.29836972767953,102.29836972767954,,12.954983983967246,short_relation_rejection_only,A_uniform_hard_box,64,1.4210854715202004e-14,a39e5990e9da00e9cb91c624963a9c19fdab5d8da21fc825a0ef48ee806de32a,13,"[2, 3, 5]",262144,5.045016016032754
3127,1448.1546878630381,"[4, 9, 25]",4.510560012464001,4.510560012464003,16.0,16.078505355138628,short_relation_rejection_only,B_exact_gaussian_state,64,1.7763568394002505e-15,3ac812b3cd5708f517d7f1b1c6fe0da6328e5ab703ae98f36409931436a6d932,13,"[2, 3, 5]",262144,1.9214946448613723
3127,262144.0,"[4, 9, 25]",102.29836972767953,102.29836972767954,,12.954983983967246,subgroup_overlap_only,A_uniform_hard_box,64,1.4210854715202004e-14,a39e5990e9da00e9cb91c624963a9c19fdab5d8da21fc825a0ef48ee806de32a,13,"[2, 3, 5]",262144,5.045016016032754
3127,1448.1546878630381,"[4, 9, 25]",4.510560012464001,4.510560012464003,16.0,16.078505355138628,subgroup_overlap_only,B_exact_gaussian_state,64,1.7763568394002505e-15,3ac812b3cd5708f517d7f1b1c6fe0da6328e5ab703ae98f36409931436a6d932,13,"[2, 3, 5]",262144,1.9214946448613723
