N,batches,bounded_spectral_dimension_ci_high,bounded_spectral_dimension_ci_low,bounded_spectral_dimension_mean,covariance_effective_rank_ci_high,covariance_effective_rank_ci_low,covariance_effective_rank_mean,estimated_signal_energy_ci_high,estimated_signal_energy_ci_low,estimated_signal_energy_mean,joint_entropy_bits_ci_high,joint_entropy_bits_ci_low,joint_entropy_bits_mean,mean_pairwise_mutual_information_bits_ci_high,mean_pairwise_mutual_information_bits_ci_low,mean_pairwise_mutual_information_bits_mean,method,observed_support_size_ci_high,observed_support_size_ci_low,observed_support_size_mean,relation_separation_ci_high,relation_separation_ci_low,relation_separation_mean,selected_relation_rank_ci_high,selected_relation_rank_ci_low,selected_relation_rank_mean,shots_per_batch,top_is_relation_ci_high,top_is_relation_ci_low,top_is_relation_mean,top_yields_factor_ci_high,top_yields_factor_ci_low,top_yields_factor_mean,total_correlation_bits_ci_high,total_correlation_bits_ci_low,total_correlation_bits_mean
7429,200,3.0,3.0,3.0,2.973361703032493,2.96842234344906,2.9708920232407765,0.18156090576728767,0.16851256620874067,0.17503673598801417,6.955055944082978,6.947611818608785,6.951333881345882,2.7741150846174616,2.759035963632983,2.7665755241252223,squared_primes_deduplicated,125.16244821906332,124.69755178093669,124.93,,,,0.0,0.0,0.0,128,0.018845326377266575,1.734723475976807e-18,0.0,0.018845326377266575,1.734723475976807e-18,0.0,7.497561862009912,7.474046262967127,7.485804062488519
7429,200,3.0,3.0,3.0,2.973089278867002,2.9675454010905926,2.970317339978797,0.18999044280863644,0.1759782222295075,0.18298433251907198,6.992650231183916,6.989322043229977,6.990986137206947,2.761242184160094,2.747353833677645,2.7542980089188696,random_coprime_residues,127.53094209732781,127.31905790267218,127.425,,,,0.0,0.0,0.0,128,0.018845326377266575,1.734723475976807e-18,0.0,0.018845326377266575,1.734723475976807e-18,0.0,7.472316847156823,7.450272431539051,7.461294639347937
7429,200,3.0,3.0,3.0,2.9716499695592375,2.965541836289961,2.968595902924599,0.19149367232927245,0.17774571925798227,0.18461969579362736,6.957657149153927,6.95055901588226,6.954108082518093,2.7795459588538387,2.764116501067834,2.7718312299608363,random_coprime_squares,125.32013882416214,124.87986117583785,125.1,,,,0.0,0.0,0.0,128,0.018845326377266575,1.734723475976807e-18,0.0,0.018845326377266575,1.734723475976807e-18,0.0,7.513493496755466,7.490091919556196,7.501792708155831
7429,200,3.0,3.0,3.0,2.972511447125867,2.967012273733303,2.969761860429585,0.18931752290373227,0.17574975071789678,0.18253363681081453,6.987433709606624,6.983972540393375,6.985703125,2.76218139915817,2.746932808922471,2.7545571040403205,dependency_aware,127.19575741482399,126.974242585176,127.085,,,,0.0,0.0,0.0,128,0.018845326377266575,1.734723475976807e-18,0.0,0.018845326377266575,1.734723475976807e-18,0.0,7.470019360151534,7.445266259082361,7.457642809616948
15,200,0.0,0.0,0.0,1.0,1.0,1.0,6.025538161696229,6.010854554839204,6.0181963582677165,0.9958823977221248,0.9937782828090719,0.9948303402655984,0.9958823977221248,0.9937782828090719,0.9948303402655984,notebook_squared_primes,2.0,2.0,2.0,1.0143844408674982,0.990771809132502,1.002578125,2.0,2.0,2.0,128,1.0,0.9811546736227335,1.0,1.0,0.9811546736227335,1.0,0.9958823977221248,0.9937782828090719,0.9948303402655984
15,200,0.0,0.0,0.0,1.0,1.0,1.0,7.0309776477368,7.016487903444301,7.023732775590551,0.9948946273378754,0.9923961443289102,0.9936453858333928,0.0,0.0,0.0,squared_primes_deduplicated,2.0,2.0,2.0,1.0162869597193955,0.9901192902806044,1.003203125,2.0,2.0,2.0,128,1.0,0.9811546736227335,1.0,1.0,0.9811546736227335,1.0,0.0,0.0,0.0
15,200,1.0,1.0,1.0,1.981671772359501,1.9783431124717687,1.9800074424156349,1.0441358084000503,1.0329126660093988,1.0385242372047245,2.9624944898078867,2.9563725339481155,2.959433511878001,0.018085204964564495,0.014455996622668405,0.01627060079361645,random_coprime_residues,8.0,8.0,8.0,0.9216816039648328,0.9065215210351671,0.9141015625,1.0,1.0,1.0,128,1.0,0.9811546736227335,1.0,0.018845326377266575,1.734723475976807e-18,0.0,0.018085204964564495,0.014455996622668405,0.01627060079361645
15,200,0.0,0.0,0.0,1.0,1.0,1.0,6.030042762115454,6.015237749695568,6.022640255905511,0.995374626367774,0.9932074833510501,0.994291054859412,0.995374626367774,0.9932074833510501,0.994291054859412,random_coprime_squares,2.0,2.0,2.0,1.0066837236940807,0.9819100263059193,0.994296875,2.0,2.0,2.0,128,1.0,0.9811546736227335,1.0,1.0,0.9811546736227335,1.0,0.995374626367774,0.9932074833510501,0.994291054859412
15,200,1.0,1.0,1.0,1.979674591194951,1.9757136919132212,1.977694141554086,1.0398272272363676,1.0297790719762305,1.034803149606299,2.962573775817007,2.9564902845615757,2.9595320301892913,0.01950050769907911,0.01548696342097541,0.01749373556002726,dependency_aware,8.0,8.0,8.0,0.9151017129013281,0.9006014120986718,0.9078515625,1.0,1.0,1.0,128,1.0,0.9811546736227335,1.0,0.018845326377266575,1.734723475976807e-18,0.0,0.01950050769907911,0.01548696342097541,0.01749373556002726
21,200,0.0,0.0,0.0,1.8746906407194368,1.8549452583598525,1.8648179495396446,13.567060193902572,13.269736677638596,13.418398435770584,3.983929874426476,3.922236305885658,3.953083090156067,1.6310457525337938,1.617096682254147,1.6240712173939704,notebook_squared_primes,41.45067488220893,40.22932511779108,40.84,0.6597055567644365,0.6439343458208249,0.6518199512926307,3.0,3.0,3.0,128,1.0,0.9811546736227335,1.0,0.7546358436926496,0.6280144790202163,0.695,3.512641413058713,3.483514283615544,3.4980778483371284
21,200,0.0,0.0,0.0,1.784991317768404,1.7711202205817214,1.7780557691750627,16.406089912635046,16.074468480003276,16.24027919631916,3.3538931772414977,3.294729176503728,3.324311176872613,0.5442024092857471,0.5380415071072984,0.5411219581965228,squared_primes_deduplicated,26.793740453847178,25.78625954615282,26.29,0.7916803353172202,0.7743408038516191,0.7830105695844196,3.0,3.0,3.0,128,1.0,0.9811546736227335,1.0,1.0,0.9811546736227335,1.0,1.6326072278572417,1.6141245213218953,1.6233658745895685
21,200,0.0,0.0,0.0,2.910970975323333,2.8997851946290742,2.9053780849762036,4.107078349958057,4.002919036269612,4.054998693113834,5.294092927170907,5.244358817804518,5.269225872487713,1.895004233070571,1.8766816401238815,1.8858429365972262,random_coprime_residues,61.8999835773888,60.5700164226112,61.235,0.6471205131150254,0.6301556024571814,0.6386380577861034,3.0,3.0,3.0,128,1.0,0.9811546736227335,1.0,0.018845326377266575,1.734723475976807e-18,0.0,4.505834007390178,4.475508765995115,4.490671386692647
21,200,0.0,0.0,0.0,1.874775888034636,1.853565724947739,1.8641708064911875,13.630201163458782,13.30974699460759,13.469974079033186,3.9931643138145434,3.9249844054770913,3.9590743596458173,1.6393531916118431,1.6251218457655923,1.6322375186887177,random_coprime_squares,41.24928229413685,40.00071770586315,40.625,0.661644576016271,0.6452753927039752,0.6534599843601231,3.0,3.0,3.0,128,1.0,0.9811546736227335,1.0,0.7638605614315084,0.6384128547538122,0.705,3.524072224587553,3.4927276077986664,3.5083999161931096
21,200,0.0,0.0,0.0,2.9125388860127917,2.9009673792551762,2.906753132633984,4.130435038359841,4.029841211049594,4.0801381247047175,5.28855921270257,5.241151573355493,5.264855393029031,1.905448002444053,1.8880612619225567,1.8967546321833049,dependency_aware,61.76039723838608,60.459602761613915,61.11,0.6523186676022946,0.6352540790475097,0.6437863733249022,3.0,3.0,3.0,128,1.0,0.9811546736227335,1.0,0.018845326377266575,1.734723475976807e-18,0.0,4.522227715023178,4.490601987617036,4.506414851320107
