N,batch,bounded_spectral_dimension,covariance_effective_rank,covariance_rank,entropy_deficit_from_empirical_max_bits,estimated_signal_energy,instance_class,joint_entropy_bits,mean_pairwise_mutual_information_bits,method,observed_support_size,primary,relation_exists_in_box,relation_separation,seed,selected_relation_rank,shots,top_factor,top_is_relation,top_relation_class,top_yields_factor,total_correlation_bits
169,52,3,2.9818309198675936,3,0.392692675831956,0.20251438288652063,prime_power,6.607307324168044,3.2250782647048784,notebook_squared_primes,105,True,0,,20260762,0,128,,0,,0,7.843463125713498
169,53,3,2.9723558172444555,3,0.304840234442608,0.16639495197875137,prime_power,6.695159765557392,3.1890813471592225,notebook_squared_primes,110,True,0,,20260763,0,128,,0,,0,7.783079186803608
169,54,3,2.989355848784746,3,0.445465234442608,0.179880177807957,prime_power,6.554534765557392,3.2167325474942206,notebook_squared_primes,102,True,0,,20260764,0,128,,0,,0,7.797525969577418
169,55,3,2.941304704618879,3,0.56073779305326,0.31062484157719766,prime_power,6.43926220694674,3.1537226786061634,notebook_squared_primes,98,True,0,,20260765,0,128,,0,,0,7.65717000416131
169,56,3,2.8439281485996832,3,0.382965234442608,0.1806667704277507,prime_power,6.617034765557392,3.2242116256935014,notebook_squared_primes,105,True,0,,20260766,0,128,,0,,0,7.779409528265688
169,57,3,2.981228801210643,3,0.46698779305326,0.17361728660155631,prime_power,6.53301220694674,3.193968774381013,notebook_squared_primes,101,True,0,,20260767,0,128,,0,,0,7.790647692686303
169,58,3,2.932742541322057,3,0.377067675831956,0.1507307229840165,prime_power,6.622932324168044,3.2061821479299852,notebook_squared_primes,106,True,0,,20260768,0,128,,0,,0,7.843319266757696
169,59,3,2.9345152832713595,3,0.345817675831956,0.1660874393670822,prime_power,6.654182324168044,3.2309768004753727,notebook_squared_primes,107,True,0,,20260769,0,128,,0,,0,7.815943569743823
169,60,3,2.8808793730229096,3,0.380897558610652,0.25039609263194723,prime_power,6.619102441389348,3.0774777835666125,notebook_squared_primes,106,True,0,,20260770,0,128,,0,,0,7.617978882296658
169,61,3,2.9735932268361953,3,0.255897558610652,0.06554044217626284,prime_power,6.744102441389348,3.0924571858618823,notebook_squared_primes,112,True,0,,20260771,0,128,,0,,0,7.716658044350215
169,62,3,2.9341388091490015,3,0.445465234442608,0.1315226716575415,prime_power,6.554534765557392,3.316393820687567,notebook_squared_primes,102,True,0,,20260772,0,128,,0,,0,7.901277621771552
169,63,3,2.982967304164747,3,0.38886279305326,0.08702864112830164,prime_power,6.61113720694674,3.250604509015622,notebook_squared_primes,105,True,0,,20260773,0,128,,0,,0,7.883566529080824
169,64,3,2.984022835514749,3,0.361442675831956,0.12926415697336793,prime_power,6.638557324168044,3.162160355280152,notebook_squared_primes,106,True,0,,20260774,0,128,,0,,0,7.755764019172295
169,65,3,2.892899123642913,3,0.45136279305326,0.2862953536262163,prime_power,6.54863720694674,3.141102828225757,notebook_squared_primes,102,True,0,,20260775,0,128,,0,,0,7.599668732571454
169,66,3,2.9548573265745177,3,0.31073779305326,0.11167556054066896,prime_power,6.68926220694674,3.187231899645628,notebook_squared_primes,110,True,0,,20260776,0,128,,0,,0,7.75136005641518
169,67,3,2.9801898530048385,3,0.408317675831956,0.1847053068233918,prime_power,6.591682324168044,3.0898419401828896,notebook_squared_primes,104,True,0,,20260777,0,128,,0,,0,7.594123738423132
169,68,3,2.9734454268119612,3,0.461090234442608,0.14057423586273482,prime_power,6.538909765557392,3.1445466495525665,notebook_squared_primes,102,True,0,,20260778,0,128,,0,,0,7.71754834335961
169,69,3,2.9362869267947707,3,0.345817675831956,0.1526083386014654,prime_power,6.654182324168044,3.142913988724562,notebook_squared_primes,108,True,0,,20260779,0,128,,0,,0,7.800155748644235
169,70,3,2.969915809002371,3,0.267692675831956,0.11197750281283735,prime_power,6.732307324168044,3.164938554626717,notebook_squared_primes,112,True,0,,20260780,0,128,,0,,0,7.861493818192141
169,71,3,2.9606737647663657,3,0.371170117221304,0.09781421821531958,prime_power,6.628829882778696,3.214943362874269,notebook_squared_primes,106,True,0,,20260781,0,128,,0,,0,7.8071283138495495
169,72,3,2.9810736554461945,3,0.349647558610652,0.1613830449763565,prime_power,6.650352441389348,3.2406122909969626,notebook_squared_primes,107,True,0,,20260782,0,128,,0,,0,7.911080485338914
169,73,3,2.97780830726889,3,0.408317675831956,0.2573830357517798,prime_power,6.591682324168044,3.219936732917723,notebook_squared_primes,104,True,0,,20260783,0,128,,0,,0,7.810788486136033
169,74,3,2.965185230243005,3,0.38886279305326,0.16227105073095563,prime_power,6.61113720694674,3.225503981435429,notebook_squared_primes,106,True,0,,20260784,0,128,,0,,0,7.826561759419976
169,75,3,2.965760394099845,3,0.5159304688852169,0.17542340738774237,prime_power,6.484069531114783,3.296283005876815,notebook_squared_primes,98,True,0,,20260785,0,128,,0,,0,7.891499215761962
169,76,3,2.9120663499641526,3,0.361442675831956,0.13972575421204958,prime_power,6.638557324168044,3.172765976127757,notebook_squared_primes,107,True,0,,20260786,0,128,,0,,0,7.7794849504437025
169,77,3,2.9471607687138226,3,0.4365179920384934,0.07600360823979417,prime_power,6.563482007961507,3.1993909116985897,notebook_squared_primes,103,True,0,,20260787,0,128,,0,,0,7.810576015883972
169,78,3,2.9723823006460806,3,0.427772558610652,0.11953344203550156,prime_power,6.572227441389348,3.178685102322088,notebook_squared_primes,103,True,0,,20260788,0,128,,0,,0,7.737115923021275
169,79,3,2.938460084318056,3,0.392692675831956,0.17107888517699057,prime_power,6.607307324168044,3.2450127021880637,notebook_squared_primes,105,True,0,,20260789,0,128,,0,,0,7.806781260228835
169,80,3,2.94157846234573,3,0.339920117221304,0.13258194032691734,prime_power,6.660079882778696,3.189439340593245,notebook_squared_primes,108,True,0,,20260790,0,128,,0,,0,7.7620936183439895
169,81,3,2.933100421398962,3,0.320465234442608,0.16596787514568503,prime_power,6.679534765557392,3.1574607364851546,notebook_squared_primes,109,True,0,,20260791,0,128,,0,,0,7.766254532369146
169,82,3,2.958384784935372,3,0.355545117221304,0.19978716688628664,prime_power,6.644454882778696,3.2159941779234646,notebook_squared_primes,106,True,0,,20260792,0,128,,0,,0,7.763100739389328
169,83,3,2.9578128351095963,3,0.551010351663912,0.22670570250340014,prime_power,6.448989648336088,3.263524149416078,notebook_squared_primes,97,True,0,,20260793,0,128,,0,,0,7.865798431070855
169,84,3,2.9779070775845207,3,0.429840234442608,0.10930990961728872,prime_power,6.570159765557392,3.239301501775865,notebook_squared_primes,103,True,0,,20260794,0,128,,0,,0,7.839191900999886
169,85,3,2.965925367840781,3,0.34198779305326,0.16503670148764843,prime_power,6.65801220694674,3.1861187945849605,notebook_squared_primes,108,True,0,,20260795,0,128,,0,,0,7.724337957434834
169,86,3,2.98337523223463,3,0.48261279305326,0.18924996142516584,prime_power,6.51738720694674,3.184066661687332,notebook_squared_primes,100,True,0,,20260796,0,128,,0,,0,7.718021783778584
169,87,3,2.9850636496385823,3,0.4795631092597974,0.2343187342247078,prime_power,6.520436890740203,3.239478178621708,notebook_squared_primes,102,True,0,,20260797,0,128,,0,,0,7.800648055199393
169,88,3,2.9614472530699576,3,0.5302679920384943,0.19493451804562606,prime_power,6.469732007961506,3.1994732647746678,notebook_squared_primes,98,True,0,,20260798,0,128,,0,,0,7.8474570046161265
169,89,3,2.9440046945989624,3,0.367340234442608,0.16591753405857784,prime_power,6.632659765557392,3.127979082384819,notebook_squared_primes,107,True,0,,20260799,0,128,,0,,0,7.671037973435464
169,90,3,2.936469090310286,3,0.519760351663912,0.30525756762622536,prime_power,6.480239648336088,3.214133421639039,notebook_squared_primes,100,True,0,,20260800,0,128,,0,,0,7.836773302504087
169,91,3,2.9760733827578636,3,0.361442675831956,0.2221252710106218,prime_power,6.638557324168044,3.2087488881680155,notebook_squared_primes,106,True,0,,20260801,0,128,,0,,0,7.73867548058811
169,92,3,2.983413261822503,3,0.38886279305326,0.09456559036117486,prime_power,6.61113720694674,3.164411014934428,notebook_squared_primes,106,True,0,,20260802,0,128,,0,,0,7.7513275086537075
169,93,3,2.986865672204617,3,0.345817675831956,0.1384238196540211,prime_power,6.654182324168044,3.1546423043996885,notebook_squared_primes,107,True,0,,20260803,0,128,,0,,0,7.6453303882217
169,94,3,2.979445997355716,3,0.476715234442608,0.17761863488260743,prime_power,6.523284765557392,3.255740976692873,notebook_squared_primes,100,True,0,,20260804,0,128,,0,,0,7.8594783966614745
169,95,3,2.965536211143113,3,0.410385351663912,0.19253652805292745,prime_power,6.589614648336088,3.1813899625887045,notebook_squared_primes,104,True,0,,20260805,0,128,,0,,0,7.742597150829797
169,96,3,2.8657437041663494,3,0.336090234442608,0.18944853284310315,prime_power,6.663909765557392,3.0837530215794318,notebook_squared_primes,108,True,0,,20260806,0,128,,0,,0,7.637119180705236
169,97,3,2.940806875111541,3,0.426010351663912,0.18213777676734036,prime_power,6.573989648336088,3.2045361087845805,notebook_squared_primes,104,True,0,,20260807,0,128,,0,,0,7.8145648332223985
169,98,3,2.9605697615410618,3,0.470817675831956,0.11359365900546384,prime_power,6.529182324168044,3.305195404055246,notebook_squared_primes,100,True,0,,20260808,0,128,,0,,0,7.914696158907091
169,99,3,2.9784006700642114,3,0.5049155506491463,0.33283392500200626,prime_power,6.495084449350854,3.2302311381727224,notebook_squared_primes,100,True,0,,20260809,0,128,,0,,0,7.779355094018532
169,100,3,2.9573958988896254,3,0.445465234442608,0.1815934566793303,prime_power,6.554534765557392,3.342734517768251,notebook_squared_primes,102,True,0,,20260810,0,128,,0,,0,7.978326325495846
169,101,3,2.9769825030468997,3,0.298942675831956,0.1490494834517327,prime_power,6.701057324168044,3.1132693975770516,notebook_squared_primes,110,True,0,,20260811,0,128,,0,,0,7.705865082617645
169,102,3,2.933127940213561,3,0.4521429920384934,0.2404950718030031,prime_power,6.547857007961507,3.246328002943867,notebook_squared_primes,103,True,0,,20260812,0,128,,0,,0,7.836665332564597
169,103,3,2.9931621001431403,3,0.386795117221304,0.18091042553846332,prime_power,6.613204882778696,3.224992861085226,notebook_squared_primes,105,True,0,,20260813,0,128,,0,,0,7.845640061165984
169,104,3,2.9658486414650205,3,0.330192675831956,0.2619795445406175,prime_power,6.669807324168044,3.0377995900281634,notebook_squared_primes,108,True,0,,20260814,0,128,,0,,0,7.5530550373590835
169,105,3,2.8975154838189883,3,0.283317675831956,0.17544088786785833,prime_power,6.716682324168044,3.0663042836564998,notebook_squared_primes,111,True,0,,20260815,0,128,,0,,0,7.622351091549525
169,106,3,2.9925057550235796,3,0.52948779305326,0.15405820035195783,prime_power,6.47051220694674,3.313992669915519,notebook_squared_primes,97,True,0,,20260816,0,128,,0,,0,7.937518594598712
169,107,3,2.959466507566657,3,0.4542106678704503,0.13039051238903748,prime_power,6.54578933212955,3.1988948747657067,notebook_squared_primes,103,True,0,,20260817,0,128,,0,,0,7.818678298400625
169,108,3,2.9596396451404683,3,0.439567675831956,0.19090671205062398,prime_power,6.560432324168044,3.1531177111943482,notebook_squared_primes,101,True,0,,20260818,0,128,,0,,0,7.727456156516958
169,109,3,2.9648575161429256,3,0.523590234442608,0.1924016033270034,prime_power,6.476409765557392,3.2866213974693763,notebook_squared_primes,98,True,0,,20260819,0,128,,0,,0,7.907375699677434
169,110,3,2.936384644919735,3,0.386795117221304,0.15735897002346527,prime_power,6.613204882778696,3.2452730544832598,notebook_squared_primes,105,True,0,,20260820,0,128,,0,,0,7.855961730060976
169,111,3,2.92606277733963,3,0.488510351663912,0.17309357378990634,prime_power,6.511489648336088,3.2018862478396186,notebook_squared_primes,100,True,0,,20260821,0,128,,0,,0,7.79098242458365
169,112,3,2.9518458351774184,3,0.382965234442608,0.17254629031663904,prime_power,6.617034765557392,3.0732846281883326,notebook_squared_primes,105,True,0,,20260822,0,128,,0,,0,7.654191432515317
169,113,3,2.9738797247108195,3,0.392692675831956,0.24986880422245397,prime_power,6.607307324168044,3.1952389635027116,notebook_squared_primes,104,True,0,,20260823,0,128,,0,,0,7.761065611318841
169,114,3,2.9825753520291425,3,0.414215234442608,0.15975274242449636,prime_power,6.585784765557392,3.2988393494719612,notebook_squared_primes,104,True,0,,20260824,0,128,,0,,0,7.9222110144407605
169,115,3,2.9808434480552997,3,0.382965234442608,0.14179090855048254,prime_power,6.617034765557392,3.1422627675641572,notebook_squared_primes,105,True,0,,20260825,0,128,,0,,0,7.678008799682324
169,116,3,2.936816880387986,3,0.314567675831956,0.15284202028314242,prime_power,6.685432324168044,3.1948770828081368,notebook_squared_primes,109,True,0,,20260826,0,128,,0,,0,7.796636510971652
169,117,3,2.9854090095068506,3,0.45136279305326,0.19484838112210828,prime_power,6.54863720694674,3.191829695478884,notebook_squared_primes,103,True,0,,20260827,0,128,,0,,0,7.724158875347875
169,118,3,2.959245758245084,3,0.476715234442608,0.2614776963753721,prime_power,6.523284765557392,3.2491179113316213,notebook_squared_primes,101,True,0,,20260828,0,128,,0,,0,7.882471374958936
169,119,3,2.9660020113465078,3,0.351715234442608,0.19600557017249254,prime_power,6.648284765557392,3.1823651937716426,notebook_squared_primes,108,True,0,,20260829,0,128,,0,,0,7.863806177416912
169,120,3,2.943253483773242,3,0.314567675831956,0.10609524608748258,prime_power,6.685432324168044,3.185120658204069,notebook_squared_primes,110,True,0,,20260830,0,128,,0,,0,7.804405536149574
169,121,3,2.9689727083537645,3,0.418045117221304,0.14898913400483,prime_power,6.581954882778696,3.2196268532498813,notebook_squared_primes,104,True,0,,20260831,0,128,,0,,0,7.793664828718292
169,122,3,2.980558101864188,3,0.4854606678704503,0.21158815838631165,prime_power,6.51453933212955,3.176110279552614,notebook_squared_primes,101,True,0,,20260832,0,128,,0,,0,7.713155067665008
169,123,3,2.9601099164363887,3,0.5525707496343788,0.42424403407552624,prime_power,6.447429250365621,3.3056708792859326,notebook_squared_primes,98,True,0,,20260833,0,128,,0,,0,7.829851252641603
169,124,3,2.9281614923813684,3,0.308670117221304,0.18421019450950146,prime_power,6.691329882778696,3.1728129839557155,notebook_squared_primes,109,True,0,,20260834,0,128,,0,,0,7.7814704035749855
169,125,3,2.9807304175058165,3,0.4444832264811023,0.22389127579139223,prime_power,6.555516773518898,3.3058777448958523,notebook_squared_primes,104,True,0,,20260835,0,128,,0,,0,7.929328824290517
169,126,3,2.967331544563922,3,0.318397558610652,0.09460766206332923,prime_power,6.681602441389348,3.187065204241423,notebook_squared_primes,109,True,0,,20260836,0,128,,0,,0,7.7775971971023345
169,127,3,2.9709707326285892,3,0.449295117221304,0.19221898954772967,prime_power,6.550704882778696,3.118346924733929,notebook_squared_primes,102,True,0,,20260837,0,128,,0,,0,7.6462185571464225
169,128,3,2.969941521729566,3,0.40448779305326,0.18303014642686796,prime_power,6.59551220694674,3.161116339634301,notebook_squared_primes,105,True,0,,20260838,0,128,,0,,0,7.725997679496979
169,129,3,2.9284416239644635,3,0.277420117221304,0.1141859342347493,prime_power,6.722579882778696,3.128525792444492,notebook_squared_primes,111,True,0,,20260839,0,128,,0,,0,7.758965837002826
169,130,3,2.982810599461326,3,0.54511279305326,0.23910486086319685,prime_power,6.45488720694674,3.2516083248324343,notebook_squared_primes,97,True,0,,20260840,0,128,,0,,0,7.811911877988852
169,131,3,2.965614331316501,3,0.5830405506491454,0.3340246379714021,prime_power,6.416959449350855,3.3095432287345545,notebook_squared_primes,97,True,0,,20260841,0,128,,0,,0,7.87356269694082
169,132,3,2.9910234725786133,3,0.193397558610652,0.1297857604598834,prime_power,6.806602441389348,2.9948348746321565,notebook_squared_primes,116,True,0,,20260842,0,128,,0,,0,7.524874419402359
169,133,3,2.957878656932059,3,0.209022558610652,0.13764154047738533,prime_power,6.790977441389348,3.0701698654923235,notebook_squared_primes,115,True,0,,20260843,0,128,,0,,0,7.6705508431012035
169,134,3,2.988386061601498,3,0.34198779305326,0.20338810026972415,prime_power,6.65801220694674,3.271888408882811,notebook_squared_primes,108,True,0,,20260844,0,128,,0,,0,7.899714644438998
169,135,3,2.9348267938966845,3,0.5792106678704503,0.20666824616643673,prime_power,6.42078933212955,3.2105559121865013,notebook_squared_primes,97,True,0,,20260845,0,128,,0,,0,7.753282038325279
169,136,3,2.985710569646734,3,0.386795117221304,0.20293371873181645,prime_power,6.613204882778696,3.1794708713955835,notebook_squared_primes,107,True,0,,20260846,0,128,,0,,0,7.768273373665533
169,137,3,2.981500245873193,3,0.398590234442608,0.16342087663901744,prime_power,6.601409765557392,3.1000745229682454,notebook_squared_primes,105,True,0,,20260847,0,128,,0,,0,7.628046391906491
169,138,3,2.964245202021161,3,0.439567675831956,0.2552327012231084,prime_power,6.560432324168044,3.2817174880191953,notebook_squared_primes,103,True,0,,20260848,0,128,,0,,0,7.8811568611923555
169,139,3,2.9292443923633837,3,0.345817675831956,0.17201220907029718,prime_power,6.654182324168044,3.076900892197488,notebook_squared_primes,107,True,0,,20260849,0,128,,0,,0,7.602623287647086
169,140,3,2.945905150736406,3,0.5635856678704503,0.34640211205466614,prime_power,6.43641433212955,3.206248034279311,notebook_squared_primes,98,True,0,,20260850,0,128,,0,,0,7.716604059380472
169,141,3,2.983085930159706,3,0.42011279305326,0.20897796288208054,prime_power,6.57988720694674,3.141143237583785,notebook_squared_primes,105,True,0,,20260851,0,128,,0,,0,7.711562121933069
169,142,3,2.9788346671721304,3,0.6240179920384934,0.2276322573638237,prime_power,6.375982007961507,3.306700494111947,notebook_squared_primes,95,True,0,,20260852,0,128,,0,,0,7.815126936457262
169,143,3,2.9487663095615044,3,0.318397558610652,0.16746798304269828,prime_power,6.681602441389348,3.2070062518590188,notebook_squared_primes,109,True,0,,20260853,0,128,,0,,0,7.788544889730787
