N,ablation_label,factor_success_curve,factor_success_rate,factor_success_standard_error,factor_successes,marginal_prefix_factor_success_rate,mean_resource_batch_generation_runtime_seconds_shared_cell,mean_resource_coefficient_bound,mean_resource_deleted_rows,mean_resource_duplicate_relation_nodes,mean_resource_enumeration_rows,mean_resource_extra_samples_used,mean_resource_fourier_precision_bits,mean_resource_input_samples,mean_resource_l0_generators_discovered,mean_resource_lattice_dimension,mean_resource_max_support,mean_resource_modular_relation_checks,mean_resource_node_budget,mean_resource_node_budget_exhausted,mean_resource_nodes_generated,mean_resource_nodes_visited,mean_resource_peak_memory_estimate_bytes,mean_resource_posthoc_gap_candidates,mean_resource_posthoc_gap_runtime_seconds,mean_resource_posthoc_root_classification_runtime_seconds,mean_resource_projected_rows_checked,mean_resource_quantum_circuit_equivalent_executions,mean_resource_reductions,mean_resource_root_classifications,mean_resource_runtime_seconds,mean_resource_rv_filter_iterations,mean_resource_rv_filter_peak_memory_estimate_bytes,mean_resource_rv_filter_reductions,mean_resource_rv_filter_runtime_seconds,mean_resource_suppressed_l0_nodes,mean_resource_total_classical_time_to_factor_or_censor_seconds,mean_resource_verified_relations,mean_resource_zero_projection_nodes,mean_sample_to_first_factor_among_successes,method,model,replicates,sample_count,target_p_sample_threshold,target_p_sample_threshold_censor_value,target_p_sample_threshold_censored,target_recovery_probability
7663,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.1875,0.0701021719786843,6,0.09375,0.0013194036509958096,2.0,,1.75,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.25,50.0,1.0,772.0,50.0,241859.34375,,,,,8.0,1.0,0.09375,0.015405009060486918,,,,,0.0,0.06760458329154062,0.09375,0.0,8.846153846153847,common_exact_norm_LLL_bounded_enumeration,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.21875,0.07424858801742054,7,0.09375,0.0013194036509958096,2.0,,2.53125,6.0,0.0,6.0,9.0,0.0,12.0,3.0,47.4375,50.0,1.0,772.0,50.0,244445.59375,,,,,9.0,1.0,0.09375,0.016475531223477446,,,,,0.0,0.06760458329154062,0.09375,0.03125,8.846153846153847,common_exact_norm_LLL_bounded_enumeration,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.3125,0.08324928557283298,10,0.25,0.0013194036509958096,2.0,,2.46875,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.375,50.0,1.0,772.0,50.0,247447.28125,,,,,10.0,1.0,0.28125,0.017646485686782398,,,,,0.0,0.06760458329154062,0.28125,0.15625,8.846153846153847,common_exact_norm_LLL_bounded_enumeration,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.40625,0.0882099653319905,13,0.15625,0.0013194036509958096,2.0,,2.96875,6.0,0.0,6.0,11.0,0.0,14.0,3.0,46.75,50.0,1.0,772.0,50.0,250493.15625,,,,,11.0,1.0,0.15625,0.018977981848365744,,,,,0.0,0.06760458329154062,0.15625,0.28125,8.846153846153847,common_exact_norm_LLL_bounded_enumeration,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.03125,0.03125,1,0.03125,0.0013194036509958096,,,,,,6.0,,,10.0,,24.6875,,,772.0,25.0,234510.28125,,,,,7.0,1.0,0.03125,0.014387793064088328,,,,,0.0,0.07249362372203905,,,9.363636363636363,complete_sequential_LDAR,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.09375,0.0523514603733822,3,0.09375,0.0013194036509958096,,,,,,6.0,,,11.0,,24.548387096774192,,,747.875,24.21875,237018.25806451612,,,,,8.0,0.96875,0.06451612903225806,0.014900153621056234,,,,,0.0,0.07249362372203905,,,9.363636363636363,complete_sequential_LDAR,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.15625,0.0013194036509958096,,,,,,6.0,,,12.0,,24.24137931034483,,,699.625,22.65625,239708.8620689655,,,,,9.0,0.90625,0.06896551724137931,0.014856137970127747,,,,,0.0,0.07249362372203905,,,9.363636363636363,complete_sequential_LDAR,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.28125,0.08075219711382271,9,0.28125,0.0013194036509958096,,,,,,6.0,,,13.0,,24.37037037037037,,,651.375,21.09375,242734.4814814815,,,,,10.0,0.84375,0.18518518518518517,0.014789936221859534,,,,,0.0,0.07249362372203905,,,9.363636363636363,complete_sequential_LDAR,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.34375,0.08530513305661301,11,0.34375,0.0013194036509958096,,,,,,6.0,,,14.0,,24.0,,,554.875,17.96875,245837.65217391305,,,,,11.0,0.71875,0.08695652173913043,0.013559602844907204,,,,,0.0,0.07249362372203905,,,9.363636363636363,complete_sequential_LDAR,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.0013194036509958096,,0.0,,,,6.0,,,10.0,,10.0,,,10.0,10.0,13243.65625,,,,10.0,7.0,1.0,0.0,0.0025560493468219647,,,,,,0.01986709474294912,,,10.0,exact_augmented_row_deflation,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.0013194036509958096,,0.0,,,,6.0,,,11.0,,11.0,,,11.0,11.0,15773.21875,,,,11.0,8.0,1.0,0.0,0.0032521393695787992,,,,,,0.01986709474294912,,,10.0,exact_augmented_row_deflation,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.0013194036509958096,,0.0,,,,6.0,,,12.0,,12.0,,,12.0,12.0,18525.21875,,,,12.0,9.0,1.0,0.0,0.003991284973380971,,,,,,0.01986709474294912,,,10.0,exact_augmented_row_deflation,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.09375,0.0523514603733822,3,0.09375,0.0013194036509958096,,0.0,,,,6.0,,,13.0,,12.46875,,,12.46875,12.46875,21501.40625,,,,12.46875,10.0,1.0,0.09375,0.004806220085811219,,,,,,0.01986709474294912,,,10.0,exact_augmented_row_deflation,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.09375,0.0523514603733822,3,0.03125,0.0013194036509958096,,0.0,,,,6.0,,,14.0,,13.5,,,13.5,13.5,24700.28125,,,,13.5,11.0,1.0,0.03125,0.005808854124552454,,,,,,0.01986709474294912,,,10.0,exact_augmented_row_deflation,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.15625,0.0013194036509958096,2.0,,1.4375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,48.5625,50.0,1.0,772.0,50.0,239406.28125,17968.0,0.021200251188929542,,,7.0,1.0,0.15625,0.03562120697097271,,,,,0.0,0.15480245940125315,0.15625,0.0,8.846153846153847,quotient_gap_scoring_only,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,0.1875,0.0701021719786843,6,0.09375,0.0013194036509958096,2.0,,1.75,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.25,50.0,1.0,772.0,50.0,241859.34375,17968.0,0.020995451770431828,,,8.0,1.0,0.09375,0.036400460830918746,,,,,0.0,0.15480245940125315,0.09375,0.0,8.846153846153847,quotient_gap_scoring_only,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,0.21875,0.07424858801742054,7,0.09375,0.0013194036509958096,2.0,,2.53125,6.0,0.0,6.0,9.0,0.0,12.0,3.0,47.4375,50.0,1.0,772.0,50.0,244445.59375,17968.0,0.02092920968789258,,,9.0,1.0,0.09375,0.03740474091137003,,,,,0.0,0.15480245940125315,0.09375,0.03125,8.846153846153847,quotient_gap_scoring_only,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,0.3125,0.08324928557283298,10,0.25,0.0013194036509958096,2.0,,2.46875,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.375,50.0,1.0,772.0,50.0,247447.28125,17968.0,0.021088072808197467,,,10.0,1.0,0.28125,0.038734558494979865,,,,,0.0,0.15480245940125315,0.28125,0.15625,8.846153846153847,quotient_gap_scoring_only,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,0.40625,0.0882099653319905,13,0.15625,0.0013194036509958096,2.0,,2.96875,6.0,0.0,6.0,11.0,0.0,14.0,3.0,46.75,50.0,1.0,772.0,50.0,250493.15625,17968.0,0.021321020836694515,,,11.0,1.0,0.15625,0.04029900268506026,,,,,0.0,0.15480245940125315,0.15625,0.28125,8.846153846153847,quotient_gap_scoring_only,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.15625,0.0013194036509958096,2.0,,1.4375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,48.5625,50.0,1.0,772.0,50.0,239406.28125,,,,,7.0,1.0,0.15625,0.01441625128427404,,,,,0.0,0.06608552487523411,0.15625,0.0,8.933333333333334,random_genuine_extra_sample_acquisition,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.1875,0.0701021719786843,6,0.1875,0.0013194036509958096,1.6875,,1.34375,5.0625,0.0,5.0625,6.75,0.0,9.28125,2.53125,40.84375,42.1875,0.84375,651.375,42.1875,204087.125,,,,,6.75,0.84375,0.03125,0.013012565152166644,,,,,0.0,0.06608552487523411,0.03125,0.0,8.933333333333334,random_genuine_extra_sample_acquisition,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.25,0.07777137710478188,8,0.25,0.0013194036509958096,1.625,,2.0625,4.875,0.0,4.875,7.3125,0.0,9.75,2.4375,38.5625,40.625,0.8125,627.25,40.625,198613.3125,,,,,7.3125,0.8125,0.0625,0.01343473178530985,,,,,0.0,0.06608552487523411,0.0625,0.0,8.933333333333334,random_genuine_extra_sample_acquisition,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.375,0.08695104295503155,12,0.375,0.0013194036509958096,1.5,,1.625,4.5,0.0,4.5,7.5,0.0,9.75,2.25,35.75,37.5,0.75,579.0,37.5,185612.84375,,,,,7.5,0.75,0.125,0.013352838559512747,,,,,0.0,0.06608552487523411,0.125,0.125,8.933333333333334,random_genuine_extra_sample_acquisition,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.46875,0.08962708359030336,15,0.46875,0.0013194036509958096,1.25,,1.90625,3.75,0.0,3.75,6.875,0.0,8.75,1.875,29.21875,31.25,0.625,482.5,31.25,156556.375,,,,,6.875,0.625,0.09375,0.011869138093970832,,,,,0.0,0.06608552487523411,0.09375,0.125,8.933333333333334,random_genuine_extra_sample_acquisition,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.15625,0.0013194036509958096,2.0,,1.4375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,48.5625,50.0,1.0,772.0,50.0,239406.28125,,,1.2305918062338606e-06,,7.0,1.0,0.0,0.01434500137111172,,,,,0.0,0.06749409383701277,0.15625,0.0,8.846153846153847,root_blind_search_posthoc_roots,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,0.1875,0.0701021719786843,6,0.09375,0.0013194036509958096,2.0,,1.75,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.25,50.0,1.0,772.0,50.0,241859.34375,,,8.894039638107643e-07,,8.0,1.0,0.0,0.015386906283310964,,,,,0.0,0.06749409383701277,0.09375,0.0,8.846153846153847,root_blind_search_posthoc_roots,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,0.21875,0.07424858801742054,7,0.09375,0.0013194036509958096,2.0,,2.53125,6.0,0.0,6.0,9.0,0.0,12.0,3.0,47.4375,50.0,1.0,772.0,50.0,244445.59375,,,8.892511687008664e-07,,9.0,1.0,0.0,0.01647061190669774,,,,,0.0,0.06749409383701277,0.09375,0.03125,8.846153846153847,root_blind_search_posthoc_roots,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,0.3125,0.08324928557283298,10,0.25,0.0013194036509958096,2.0,,2.46875,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.375,50.0,1.0,772.0,50.0,247447.28125,,,1.7513757484266534e-06,,10.0,1.0,0.0,0.017601962348635425,,,,,0.0,0.06749409383701277,0.28125,0.15625,8.846153846153847,root_blind_search_posthoc_roots,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,0.40625,0.0882099653319905,13,0.15625,0.0013194036509958096,2.0,,2.96875,6.0,0.0,6.0,11.0,0.0,14.0,3.0,46.75,50.0,1.0,772.0,50.0,250493.15625,,,1.2708078429568559e-06,,11.0,1.0,0.0,0.01896061718434794,,,,,0.0,0.06749409383701277,0.15625,0.28125,8.846153846153847,root_blind_search_posthoc_roots,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.0013194036509958096,,,,,,6.0,,,10.0,,,,,10.0,10.0,13243.65625,,,,,7.0,1.0,,0.003643251411631354,,,,,,0.029378791878116317,,,10.0,standard_regev_LLL_basis_endpoint,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.0013194036509958096,,,,,,6.0,,,11.0,,,,,11.0,11.0,15773.21875,,,,,8.0,1.0,,0.004711445311841089,,,,,,0.029378791878116317,,,10.0,standard_regev_LLL_basis_endpoint,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.0013194036509958096,,,,,,6.0,,,12.0,,,,,12.0,12.0,18525.21875,,,,,9.0,1.0,,0.005862342501131934,,,,,,0.029378791878116317,,,10.0,standard_regev_LLL_basis_endpoint,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.09375,0.0523514603733822,3,0.09375,0.0013194036509958096,,,,,,6.0,,,13.0,,,,,13.0,13.0,21501.40625,,,,,10.0,1.0,,0.00717756902849942,,,,,,0.029378791878116317,,,10.0,standard_regev_LLL_basis_endpoint,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.09375,0.0523514603733822,3,0.03125,0.0013194036509958096,,,,,,6.0,,,14.0,,,,,14.0,14.0,24700.28125,,,,,11.0,1.0,,0.008821367249765899,,,,,,0.029378791878116317,,,10.0,standard_regev_LLL_basis_endpoint,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7663,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.15625,0.0013194036509958096,2.0,,1.84375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,48.15625,50.0,1.0,772.0,50.0,239322.96875,,,,,7.0,1.0,0.15625,0.012222466089951922,,,,,0.0,0.05422693331638584,0.15625,0.0,9.0,verified_fpylll_BKZ_same_enumeration,D_circuit_derived_readout_corruption_surrogate,32,7,,12,True,0.8
7663,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.0625,0.0013194036509958096,2.0,,1.84375,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.15625,50.0,1.0,772.0,50.0,241833.15625,,,,,8.0,1.0,0.0625,0.012570755123306299,,,,,0.0,0.05422693331638584,0.0625,0.0,9.0,verified_fpylll_BKZ_same_enumeration,D_circuit_derived_readout_corruption_surrogate,32,8,,12,True,0.8
7663,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.21875,0.07424858801742054,7,0.125,0.0013194036509958096,2.0,,1.4375,6.0,0.0,6.0,9.0,0.0,12.0,3.0,48.5625,50.0,1.0,772.0,50.0,244681.125,,,,,9.0,1.0,0.125,0.012998486847209278,,,,,0.0,0.05422693331638584,0.125,0.0,9.0,verified_fpylll_BKZ_same_enumeration,D_circuit_derived_readout_corruption_surrogate,32,9,,12,True,0.8
7663,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.28125,0.08075219711382271,9,0.1875,0.0013194036509958096,2.0,,2.25,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.59375,50.0,1.0,772.0,50.0,247471.6875,,,,,10.0,1.0,0.1875,0.013395795655014808,,,,,0.0,0.05422693331638584,0.1875,0.15625,9.0,verified_fpylll_BKZ_same_enumeration,D_circuit_derived_readout_corruption_surrogate,32,10,,12,True,0.8
7663,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.40625,0.0882099653319905,13,0.25,0.0013194036509958096,2.0,,2.28125,6.0,0.0,6.0,11.0,0.0,14.0,3.0,47.5,50.0,1.0,772.0,50.0,250663.15625,,,,,11.0,1.0,0.25,0.013841075442542206,,,,,0.0,0.05422693331638584,0.25,0.21875,9.0,verified_fpylll_BKZ_same_enumeration,D_circuit_derived_readout_corruption_surrogate,32,11,,12,True,0.8
7979,finite_RV_structured_comparator_not_theorem_backed,sequential cumulative nested-prefix,0.3125,0.08324928557283298,10,0.3125,0.00226499499331112,2.0,,0.59375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.40625,50.0,1.0,772.0,50.0,239608.53125,,,,,11.0,1.0,0.3125,0.014478993442025967,3.46875,6987.40625,3.46875,0.0031075924962351564,0.0,0.017586585938261123,0.3125,0.0,11.0,RV_structured_finite_comparator,A_exact_uniform_hard_box,32,11,,12,True,0.8
7979,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,0.25,0.07777137710478188,8,0.25,0.00226499499331112,2.0,,1.1875,6.0,0.0,6.0,7.0,0.0,10.0,3.0,48.8125,50.0,1.0,772.0,50.0,239475.3125,,,,,7.0,1.0,0.25,0.014627920534621808,,,,,0.0,0.05537315097353712,0.25,0.0,8.833333333333334,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,7,,12,True,0.8
7979,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,0.375,0.08695104295503155,12,0.375,0.00226499499331112,1.5,,1.21875,4.5,0.0,4.5,6.0,0.0,8.25,2.25,36.28125,37.5,0.75,579.0,37.5,181424.15625,,,,,6.0,0.75,0.125,0.011662800809062901,,,,,0.0,0.05537315097353712,0.125,0.0,8.833333333333334,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,8,,12,True,0.8
7979,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,0.4375,0.08909830562090465,14,0.4375,0.00226499499331112,1.25,,0.65625,3.75,0.0,3.75,5.625,0.0,7.5,1.875,30.59375,31.25,0.625,482.5,31.25,152971.40625,,,,,5.625,0.625,0.0625,0.01045034887647489,,,,,0.0,0.05537315097353712,0.0625,0.0,8.833333333333334,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,9,,12,True,0.8
7979,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,0.5625,0.08909830562090465,18,0.5625,0.00226499499331112,1.125,,1.65625,3.375,0.0,3.375,5.625,0.0,7.3125,1.6875,26.4375,28.125,0.5625,434.25,28.125,139138.4375,,,,,5.625,0.5625,0.125,0.010147579438125831,,,,,0.0,0.05537315097353712,0.125,0.03125,8.833333333333334,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,10,,12,True,0.8
7979,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,0.75,0.07777137710478188,24,0.75,0.00226499499331112,0.875,,2.09375,2.625,0.0,2.625,4.8125,0.0,6.125,1.3125,19.59375,21.875,0.4375,337.75,21.875,109438.40625,,,,,4.8125,0.4375,0.1875,0.008484501315251691,,,,,0.0,0.05537315097353712,0.1875,0.1875,8.833333333333334,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,11,,12,True,0.8
7979,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.25,0.07777137710478188,8,0.25,0.00226499499331112,2.0,,1.1875,6.0,0.0,6.0,7.0,0.0,10.0,3.0,48.8125,50.0,1.0,772.0,50.0,239475.3125,,,,,7.0,1.0,0.25,0.014627920534621808,,,,,0.0,0.05537315097353712,0.25,0.0,8.833333333333334,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,7,,12,True,0.8
7979,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.375,0.08695104295503155,12,0.25,0.00226499499331112,2.0,,1.46875,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.53125,50.0,1.0,772.0,50.0,241947.25,,,,,8.0,1.0,0.25,0.015507459685977665,,,,,0.0,0.05537315097353712,0.25,0.0,8.833333333333334,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,8,,12,True,0.8
7979,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.4375,0.08909830562090465,14,0.3125,0.00226499499331112,2.0,,0.9375,6.0,0.0,6.0,9.0,0.0,12.0,3.0,49.0625,50.0,1.0,772.0,50.0,244820.84375,,,,,9.0,1.0,0.3125,0.016655735595122678,,,,,0.0,0.05537315097353712,0.3125,0.0,8.833333333333334,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,9,,12,True,0.8
7979,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.5625,0.08909830562090465,18,0.34375,0.00226499499331112,2.0,,2.65625,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.3125,50.0,1.0,772.0,50.0,247445.25,,,,,10.0,1.0,0.34375,0.01855371474994172,,,,,0.0,0.05537315097353712,0.34375,0.03125,8.833333333333334,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,10,,12,True,0.8
7979,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.75,0.07777137710478188,24,0.375,0.00226499499331112,2.0,,3.6875,6.0,0.0,6.0,11.0,0.0,14.0,3.0,46.03125,50.0,1.0,772.0,50.0,250387.71875,,,,,11.0,1.0,0.375,0.0194582591575454,,,,,0.0,0.05537315097353712,0.375,0.28125,8.833333333333334,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,11,,12,True,0.8
7979,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.15625,0.06521328221627366,5,0.15625,0.00226499499331112,,,,,,6.0,,,10.0,,24.6875,,,772.0,25.0,234534.6875,,,,,7.0,1.0,0.15625,0.015105988284631167,,,,,0.0,0.05914665888667514,,,9.083333333333334,complete_sequential_LDAR,A_exact_uniform_hard_box,32,7,,12,True,0.8
7979,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.28125,0.08075219711382271,9,0.28125,0.00226499499331112,,,,,,6.0,,,11.0,,24.62962962962963,,,651.375,21.09375,237050.66666666666,,,,,8.0,0.84375,0.14814814814814814,0.013098537694531842,,,,,0.0,0.05914665888667514,,,9.083333333333334,complete_sequential_LDAR,A_exact_uniform_hard_box,32,8,,12,True,0.8
7979,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.4375,0.08909830562090465,14,0.4375,0.00226499499331112,,,,,,6.0,,,12.0,,24.782608695652176,,,554.875,17.96875,239848.13043478262,,,,,9.0,0.71875,0.21739130434782608,0.011897901160409674,,,,,0.0,0.05914665888667514,,,9.083333333333334,complete_sequential_LDAR,A_exact_uniform_hard_box,32,9,,12,True,0.8
7979,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.5625,0.08909830562090465,18,0.5625,0.00226499499331112,,,,,,6.0,,,13.0,,23.88888888888889,,,434.25,14.0625,242642.55555555556,,,,,10.0,0.5625,0.2222222222222222,0.010043941403637291,,,,,0.0,0.05914665888667514,,,9.083333333333334,complete_sequential_LDAR,A_exact_uniform_hard_box,32,10,,12,True,0.8
7979,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.75,0.07777137710478188,24,0.75,0.00226499499331112,,,,,,6.0,,,14.0,,23.142857142857142,,,337.75,10.9375,245729.7857142857,,,,,11.0,0.4375,0.42857142857142855,0.009000290343465167,,,,,0.0,0.05914665888667514,,,9.083333333333334,complete_sequential_LDAR,A_exact_uniform_hard_box,32,11,,12,True,0.8
7979,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.0,0.0,0,0.0,0.00226499499331112,,0.0,,,,6.0,,,10.0,,10.0,,,10.0,10.0,13242.5625,,,,10.0,7.0,1.0,0.0,0.002646871103934245,,,,,,0.018001276201175642,,,9.866666666666667,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,7,,12,True,0.8
7979,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.0625,0.04347552147751577,2,0.0625,0.00226499499331112,,0.0,,,,6.0,,,11.0,,10.875,,,10.875,10.875,15771.875,,,,10.875,8.0,1.0,0.0625,0.0032102657241921406,,,,,,0.018001276201175642,,,9.866666666666667,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,8,,12,True,0.8
7979,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.125,0.059398870413936426,4,0.125,0.00226499499331112,,0.0,,,,6.0,,,12.0,,11.4375,,,11.4375,11.4375,18524.34375,,,,11.4375,9.0,1.0,0.125,0.0040006978779274505,,,,,,0.018001276201175642,,,9.866666666666667,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,9,,12,True,0.8
7979,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.34375,0.08530513305661301,11,0.28125,0.00226499499331112,,0.0,,,,6.0,,,13.0,,10.625,,,10.625,10.625,21499.375,,,,10.625,10.0,1.0,0.28125,0.005118257811773219,,,,,,0.018001276201175642,,,9.866666666666667,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,10,,12,True,0.8
