N,ablation_label,factor_success_curve,factor_success_rate,factor_success_standard_error,factor_successes,marginal_prefix_factor_success_rate,mean_resource_batch_generation_runtime_seconds_shared_cell,mean_resource_coefficient_bound,mean_resource_deleted_rows,mean_resource_duplicate_relation_nodes,mean_resource_enumeration_rows,mean_resource_extra_samples_used,mean_resource_fourier_precision_bits,mean_resource_input_samples,mean_resource_l0_generators_discovered,mean_resource_lattice_dimension,mean_resource_max_support,mean_resource_modular_relation_checks,mean_resource_node_budget,mean_resource_node_budget_exhausted,mean_resource_nodes_generated,mean_resource_nodes_visited,mean_resource_peak_memory_estimate_bytes,mean_resource_posthoc_gap_candidates,mean_resource_posthoc_gap_runtime_seconds,mean_resource_posthoc_root_classification_runtime_seconds,mean_resource_projected_rows_checked,mean_resource_quantum_circuit_equivalent_executions,mean_resource_reductions,mean_resource_root_classifications,mean_resource_runtime_seconds,mean_resource_rv_filter_iterations,mean_resource_rv_filter_peak_memory_estimate_bytes,mean_resource_rv_filter_reductions,mean_resource_rv_filter_runtime_seconds,mean_resource_suppressed_l0_nodes,mean_resource_total_classical_time_to_factor_or_censor_seconds,mean_resource_verified_relations,mean_resource_zero_projection_nodes,mean_sample_to_first_factor_among_successes,method,model,replicates,sample_count,target_p_sample_threshold,target_p_sample_threshold_censor_value,target_p_sample_threshold_censored,target_recovery_probability
6557,finite_RV_structured_comparator_not_theorem_backed,sequential cumulative nested-prefix,0.96875,0.03125,31,0.96875,0.0027007032476831228,2.0,,0.6875,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.3125,50.0,1.0,772.0,50.0,239845.71875,,,,,11.0,1.0,1.5625,0.014185020814693416,3.3125,6987.46875,3.3125,0.0028474244663811987,0.0,0.017032445281074615,1.5625,0.0,11.0,RV_structured_finite_comparator,A_exact_uniform_hard_box,32,11,11,11,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,2.0,,0.84375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.15625,50.0,1.0,772.0,50.0,239795.0,,,,,7.0,1.0,1.46875,0.014250447849917691,,,,,0.0,0.015211884068776271,1.46875,0.0,7.0625,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,0.125,,0.0,0.375,0.0,0.375,0.5,0.0,0.6875,0.1875,3.125,3.125,0.0625,48.25,3.125,15150.1875,,,,,0.5,0.0625,0.0625,0.0009614362188585801,,,,,0.0,0.015211884068776271,0.0625,0.0,7.0625,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.015211884068776271,0.0,0.0,7.0625,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.015211884068776271,0.0,0.0,7.0625,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.015211884068776271,0.0,0.0,7.0625,adaptive_sampling_without_deflation,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,2.0,,0.84375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.15625,50.0,1.0,772.0,50.0,239795.0,,,,,7.0,1.0,1.46875,0.014250447849917691,,,,,0.0,0.015211884068776271,1.46875,0.0,7.0625,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,0.96875,0.0027007032476831228,2.0,,1.25,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.75,50.0,1.0,772.0,50.0,242267.375,,,,,8.0,1.0,1.59375,0.015170733006016235,,,,,0.0,0.015211884068776271,1.59375,0.0,7.0625,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.90625,6.0,0.0,6.0,9.0,0.0,12.0,3.0,47.09375,50.0,1.0,772.0,50.0,244708.125,,,,,9.0,1.0,1.71875,0.016380773251512437,,,,,0.0,0.015211884068776271,1.71875,0.0,7.0625,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.84375,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.15625,50.0,1.0,772.0,50.0,247714.78125,,,,,10.0,1.0,1.8125,0.017500149746410898,,,,,0.0,0.015211884068776271,1.8125,0.0,7.0625,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,4.15625,6.0,0.0,6.0,11.0,0.0,14.0,3.0,45.65625,50.0,1.0,772.0,50.0,250632.0,,,,,11.0,1.0,1.9375,0.018741055973805487,,,,,0.0,0.015211884068776271,1.9375,0.1875,7.0625,common_exact_norm_LLL_bounded_enumeration,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,,,,,,6.0,,,10.0,,24.8125,,,772.0,25.0,234838.9375,,,,,7.0,1.0,1.25,0.014511599094475969,,,,,0.0,0.01546576312466641,,,7.0625,complete_sequential_LDAR,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,11.0,,25.0,,,48.25,1.5625,237303.0,,,,,8.0,0.0625,1.0,0.0009541640301904408,,,,,0.0,0.01546576312466641,,,7.0625,complete_sequential_LDAR,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,12.0,,,,,0.0,0.0,,,,,,9.0,0.0,,0.0,,,,,,0.01546576312466641,,,7.0625,complete_sequential_LDAR,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,13.0,,,,,0.0,0.0,,,,,,10.0,0.0,,0.0,,,,,,0.01546576312466641,,,7.0625,complete_sequential_LDAR,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,14.0,,,,,0.0,0.0,,,,,,11.0,0.0,,0.0,,,,,,0.01546576312466641,,,7.0625,complete_sequential_LDAR,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.90625,0.0523514603733822,29,0.90625,0.0027007032476831228,,0.0,,,,6.0,,,10.0,,2.625,,,2.625,2.625,13243.5,,,,2.625,7.0,1.0,0.90625,0.0024077682828647085,,,,,,0.0028247097179701086,,,7.125,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,0.96875,0.03125,31,0.9375,0.0027007032476831228,,0.0,,,,6.0,,,11.0,,2.5,,,2.5,2.5,15773.25,,,,2.5,8.0,1.0,0.9375,0.0029815260331815807,,,,,,0.0028247097179701086,,,7.125,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,0.0,,,,6.0,,,12.0,,1.59375,,,1.59375,1.59375,18526.375,,,,1.59375,9.0,1.0,1.0,0.0037811041202076012,,,,,,0.0028247097179701086,,,7.125,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,0.0,,,,6.0,,,13.0,,1.34375,,,1.34375,1.34375,21501.15625,,,,1.34375,10.0,1.0,1.0,0.004599981752107851,,,,,,0.0028247097179701086,,,7.125,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,B_exact_augmented_free_row_deletion,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,0.0,,,,6.0,,,14.0,,1.09375,,,1.09375,1.09375,24698.875,,,,1.09375,11.0,1.0,1.0,0.005542966189750587,,,,,,0.0028247097179701086,,,7.125,exact_augmented_row_deflation,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,2.0,,0.84375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.15625,50.0,1.0,772.0,50.0,239795.0,17968.0,0.021290153590598493,,,7.0,1.0,1.46875,0.035540601440516184,,,,,0.0,0.03783104287686001,1.46875,0.0,7.0625,quotient_gap_scoring_only,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,0.96875,0.0027007032476831228,2.0,,1.25,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.75,50.0,1.0,772.0,50.0,242267.375,17968.0,0.021274438813634333,,,8.0,1.0,1.59375,0.03644517181965057,,,,,0.0,0.03783104287686001,1.59375,0.0,7.0625,quotient_gap_scoring_only,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.90625,6.0,0.0,6.0,9.0,0.0,12.0,3.0,47.09375,50.0,1.0,772.0,50.0,244708.125,17968.0,0.021639964790665545,,,9.0,1.0,1.71875,0.03802073804217798,,,,,0.0,0.03783104287686001,1.71875,0.0,7.0625,quotient_gap_scoring_only,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.84375,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.15625,50.0,1.0,772.0,50.0,247714.78125,17968.0,0.0213111003049562,,,10.0,1.0,1.8125,0.0388112500513671,,,,,0.0,0.03783104287686001,1.8125,0.0,7.0625,quotient_gap_scoring_only,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,score_only_identical_recovery_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,4.15625,6.0,0.0,6.0,11.0,0.0,14.0,3.0,45.65625,50.0,1.0,772.0,50.0,250632.0,17968.0,0.021416183624751284,,,11.0,1.0,1.9375,0.04015723959855677,,,,,0.0,0.03783104287686001,1.9375,0.1875,7.0625,quotient_gap_scoring_only,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,2.0,,0.84375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.15625,50.0,1.0,772.0,50.0,239795.0,,,,,7.0,1.0,1.46875,0.014349779961776221,,,,,0.0,0.016374957021980663,1.46875,0.0,7.125,random_genuine_extra_sample_acquisition,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.96875,0.03125,31,0.96875,0.0027007032476831228,0.125,,0.0,0.375,0.0,0.375,0.5,0.0,0.6875,0.1875,3.125,3.125,0.0625,48.25,3.125,15143.84375,,,,,0.5,0.0625,0.03125,0.0009628033440094441,,,,,0.0,0.016374957021980663,0.03125,0.0,7.125,random_genuine_extra_sample_acquisition,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,0.96875,0.03125,31,0.96875,0.0027007032476831228,0.0625,,0.0,0.1875,0.0,0.1875,0.28125,0.0,0.375,0.09375,1.5625,1.5625,0.03125,24.125,1.5625,7654.65625,,,,,0.28125,0.03125,0.0,0.0005152981866558548,,,,,0.0,0.016374957021980663,0.0,0.0,7.125,random_genuine_extra_sample_acquisition,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,0.0625,,0.125,0.1875,0.0,0.1875,0.3125,0.0,0.40625,0.09375,1.4375,1.5625,0.03125,24.125,1.5625,7728.53125,,,,,0.3125,0.03125,0.03125,0.0005470755295391427,,,,,0.0,0.016374957021980663,0.03125,0.0,7.125,random_genuine_extra_sample_acquisition,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,replace_natural_acquisition_by_random_permutation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.016374957021980663,0.0,0.0,7.125,random_genuine_extra_sample_acquisition,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,2.0,,0.84375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.15625,50.0,1.0,772.0,50.0,239795.0,,,6.145817678770982e-06,,7.0,1.0,0.0,0.014184468758685398,,,,,0.0,0.015147772166528739,1.46875,0.0,7.0625,root_blind_search_posthoc_roots,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,1.0,0.0,32,0.96875,0.0027007032476831228,2.0,,1.25,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.75,50.0,1.0,772.0,50.0,242267.375,,,6.5377553255530074e-06,,8.0,1.0,0.0,0.015165735661867075,,,,,0.0,0.015147772166528739,1.59375,0.0,7.0625,root_blind_search_posthoc_roots,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.90625,6.0,0.0,6.0,9.0,0.0,12.0,3.0,47.09375,50.0,1.0,772.0,50.0,244708.125,,,6.869817298138514e-06,,9.0,1.0,0.0,0.01628109102966846,,,,,0.0,0.015147772166528739,1.71875,0.0,7.0625,root_blind_search_posthoc_roots,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.84375,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.15625,50.0,1.0,772.0,50.0,247714.78125,,,7.247283065225929e-06,,10.0,1.0,0.0,0.017439248698792653,,,,,0.0,0.015147772166528739,1.8125,0.0,7.0625,root_blind_search_posthoc_roots,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,remove_roots_during_search_posthoc_evaluation_only,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,4.15625,6.0,0.0,6.0,11.0,0.0,14.0,3.0,45.65625,50.0,1.0,772.0,50.0,250632.0,,,7.440128683811054e-06,,11.0,1.0,0.0,0.018649475314305164,,,,,0.0,0.015147772166528739,1.9375,0.1875,7.0625,root_blind_search_posthoc_roots,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.90625,0.0523514603733822,29,0.90625,0.0027007032476831228,,,,,,6.0,,,10.0,,,,,10.0,10.0,13243.5,,,,,7.0,1.0,,0.0034613502211868763,,,,,,0.004072776035172865,,,7.125,standard_regev_LLL_basis_endpoint,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,0.96875,0.03125,31,0.9375,0.0027007032476831228,,,,,,6.0,,,11.0,,,,,11.0,11.0,15773.25,,,,,8.0,1.0,,0.004420329374624998,,,,,,0.004072776035172865,,,7.125,standard_regev_LLL_basis_endpoint,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,12.0,,,,,12.0,12.0,18526.375,,,,,9.0,1.0,,0.005628717528452398,,,,,,0.004072776035172865,,,7.125,standard_regev_LLL_basis_endpoint,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,13.0,,,,,13.0,13.0,21501.15625,,,,,10.0,1.0,,0.006927779993930017,,,,,,0.004072776035172865,,,7.125,standard_regev_LLL_basis_endpoint,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,baseline_standard_claim_5_1_LLL_rows_only,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,,,,,,6.0,,,14.0,,,,,14.0,14.0,24698.875,,,,,11.0,1.0,,0.008439171871941653,,,,,,0.004072776035172865,,,7.125,standard_regev_LLL_basis_endpoint,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.90625,0.0523514603733822,29,0.90625,0.0027007032476831228,2.0,,0.9375,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.0625,50.0,1.0,772.0,50.0,239774.96875,,,,,7.0,1.0,1.46875,0.013935846307504107,,,,,0.0,0.015926137930364348,1.46875,0.0,7.15625,verified_fpylll_BKZ_same_enumeration,A_exact_uniform_hard_box,32,7,7,7,False,0.8
6557,compute_matched_stronger_reduction,sequential cumulative nested-prefix,0.9375,0.04347552147751577,30,0.9375,0.0027007032476831228,2.0,,1.46875,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.53125,50.0,1.0,772.0,50.0,242215.875,,,,,8.0,1.0,1.5625,0.01255701302579837,,,,,0.0,0.015926137930364348,1.5625,0.0,7.15625,verified_fpylll_BKZ_same_enumeration,A_exact_uniform_hard_box,32,8,7,7,False,0.8
6557,compute_matched_stronger_reduction,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,1.625,6.0,0.0,6.0,9.0,0.0,12.0,3.0,48.375,50.0,1.0,772.0,50.0,244961.8125,,,,,9.0,1.0,1.6875,0.01301200390480517,,,,,0.0,0.015926137930364348,1.6875,0.0,7.15625,verified_fpylll_BKZ_same_enumeration,A_exact_uniform_hard_box,32,9,7,7,False,0.8
6557,compute_matched_stronger_reduction,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,2.21875,6.0,0.0,6.0,10.0,0.0,13.0,3.0,47.78125,50.0,1.0,772.0,50.0,247834.9375,,,,,10.0,1.0,1.78125,0.013429442724373075,,,,,0.0,0.015926137930364348,1.78125,0.0,7.15625,verified_fpylll_BKZ_same_enumeration,A_exact_uniform_hard_box,32,10,7,7,False,0.8
6557,compute_matched_stronger_reduction,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0027007032476831228,2.0,,3.46875,6.0,0.0,6.0,11.0,0.0,14.0,3.0,46.375,50.0,1.0,772.0,50.0,250764.625,,,,,11.0,1.0,1.875,0.013799798191030277,,,,,0.0,0.015926137930364348,1.875,0.15625,7.15625,verified_fpylll_BKZ_same_enumeration,A_exact_uniform_hard_box,32,11,7,7,False,0.8
6557,finite_RV_structured_comparator_not_theorem_backed,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,0.53125,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.46875,50.0,1.0,772.0,50.0,239877.78125,,,,,11.0,1.0,1.5625,0.01474984900232812,3.34375,6987.65625,3.34375,0.002998358031618409,0.0,0.017748207033946528,1.5625,0.0,11.0,RV_structured_finite_comparator,B_exact_finite_discrete_gaussian,32,11,11,11,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,0.5625,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.4375,50.0,1.0,772.0,50.0,239890.875,,,,,7.0,1.0,1.65625,0.01485380471785902,,,,,0.0,0.01485380471785902,1.65625,0.0,7.0,adaptive_sampling_without_deflation,B_exact_finite_discrete_gaussian,32,7,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.01485380471785902,0.0,0.0,7.0,adaptive_sampling_without_deflation,B_exact_finite_discrete_gaussian,32,8,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.01485380471785902,0.0,0.0,7.0,adaptive_sampling_without_deflation,B_exact_finite_discrete_gaussian,32,9,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.01485380471785902,0.0,0.0,7.0,adaptive_sampling_without_deflation,B_exact_finite_discrete_gaussian,32,10,7,7,False,0.8
6557,remove_B_and_C_keep_nested_A,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,,,,,0.0,0.01485380471785902,0.0,0.0,7.0,adaptive_sampling_without_deflation,B_exact_finite_discrete_gaussian,32,11,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,0.5625,6.0,0.0,6.0,7.0,0.0,10.0,3.0,49.4375,50.0,1.0,772.0,50.0,239890.875,,,,,7.0,1.0,1.65625,0.01485380471785902,,,,,0.0,0.01485380471785902,1.65625,0.0,7.0,common_exact_norm_LLL_bounded_enumeration,B_exact_finite_discrete_gaussian,32,7,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,1.34375,6.0,0.0,6.0,8.0,0.0,11.0,3.0,48.65625,50.0,1.0,772.0,50.0,242292.34375,,,,,8.0,1.0,1.8125,0.015798089874806465,,,,,0.0,0.01485380471785902,1.8125,0.0,7.0,common_exact_norm_LLL_bounded_enumeration,B_exact_finite_discrete_gaussian,32,8,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,2.0,6.0,0.0,6.0,9.0,0.0,12.0,3.0,48.0,50.0,1.0,772.0,50.0,244936.71875,,,,,9.0,1.0,1.9375,0.01705812359432457,,,,,0.0,0.01485380471785902,1.9375,0.0,7.0,common_exact_norm_LLL_bounded_enumeration,B_exact_finite_discrete_gaussian,32,9,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,1.78125,6.0,0.0,6.0,10.0,0.0,13.0,3.0,48.21875,50.0,1.0,772.0,50.0,247969.40625,,,,,10.0,1.0,2.0,0.018875627623856417,,,,,0.0,0.01485380471785902,2.0,0.0,7.0,common_exact_norm_LLL_bounded_enumeration,B_exact_finite_discrete_gaussian,32,10,7,7,False,0.8
6557,A_short_combinations_no_deflation,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,2.0,,3.59375,6.0,0.0,6.0,11.0,0.0,14.0,3.0,46.375,50.0,1.0,772.0,50.0,250790.9375,,,,,11.0,1.0,2.0,0.019494329475492123,,,,,0.0,0.01485380471785902,2.0,0.03125,7.0,common_exact_norm_LLL_bounded_enumeration,B_exact_finite_discrete_gaussian,32,11,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,,,,,,6.0,,,10.0,,24.78125,,,772.0,25.0,234750.8125,,,,,7.0,1.0,1.0625,0.014717223899424425,,,,,0.0,0.014717223899424425,,,7.0,complete_sequential_LDAR,B_exact_finite_discrete_gaussian,32,7,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,,,,,,6.0,,,11.0,,,,,0.0,0.0,,,,,,8.0,0.0,,0.0,,,,,,0.014717223899424425,,,7.0,complete_sequential_LDAR,B_exact_finite_discrete_gaussian,32,8,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,,,,,,6.0,,,12.0,,,,,0.0,0.0,,,,,,9.0,0.0,,0.0,,,,,,0.014717223899424425,,,7.0,complete_sequential_LDAR,B_exact_finite_discrete_gaussian,32,9,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,,,,,,6.0,,,13.0,,,,,0.0,0.0,,,,,,10.0,0.0,,0.0,,,,,,0.014717223899424425,,,7.0,complete_sequential_LDAR,B_exact_finite_discrete_gaussian,32,10,7,7,False,0.8
6557,complete_A_plus_B_plus_C_plus_new_samples,sequential cumulative nested-prefix,1.0,0.0,32,1.0,0.0018517709104344249,,,,,,6.0,,,14.0,,,,,0.0,0.0,,,,,,11.0,0.0,,0.0,,,,,,0.014717223899424425,,,7.0,complete_sequential_LDAR,B_exact_finite_discrete_gaussian,32,11,7,7,False,0.8
